mouse1c	mouse1i	mouse1j
	47.5611	87.858
	54.5483	51.7925
	33.5388	48.0596
	109.525	48.3247
	38.6814	60.8
	131.6478	29.4732
	40.9229	61.4757
	119.036	42.3965
	50.2236	39.8649
	38.7736	38.359
	59.9127	51.7598
	39.3053	20.5308
	74.4761	34.3341
	87.8171	22.746
	37.3628	19.7173
	35.8035	40.0809
	52.7979	18.7762
	27.0562	43.0887
	128.3661	65.0958
	90.267	46.2464
	73.685	28.9128
	47.0968	50.8677
	111.8087	21.5703
	84.6835	46.5753
	27.259	40.874
	122.7404	76.3733
	20.0251	41.69
	25.9748	87.2364
	45.715	73.7359
	77.7831	39.0501
	32.0069	104.96
	51.1477	28.1319
	31.9211	38.666
	41.3972	51.4016
	49.4283	99.3114
	56.2545	56.925
	55.1541	20.2259
	22.8351	46.4237
	97.5275	21.1496
	62.9017	36.585
	29.1086	38.7181
	31.2904	
	124.7976	
	79.3685	
	67.2196	
	47.1771	
	52.9777	
	55.1146	
	29.5207	

