mouse6e	mouse6g	mouse1a
57.3035	2.7853	21.3928
54.0788	4.031	17.2508
75.7836	1.0523	20.5162
45.4947	1.6856	16.635
37.8616	1.7399	17.4112
74.8825	3.3479	17.0162
60.005	3.7823	16.4117
48.179	3.0225	16.7903
61.4584	1.798	16.4592
60.8749	4.5162	17.7535
42.6143	4.045	16.0825
66.0108	5.6854	18.1419
58.9559	7.4559	19.4927
58.0214	20.4461	20.9172
48.667	2.5705	18.0656
39.2291	3.0997	14.9204
70.3036	4.2134	29.1542
45.2745	2.4201	14.8931
61.7164	5.4409	15.4096
61.7396	7.3621	19.2029
61.4458	1.2081	20.5426
45.9561	4.7577	16.9694
42.2133	2.4197	19.4828
67.7885	2.7438	24.3209
40.7791	2.3575	17.6343
63.1564	5.2265	13.6339
44.3886	6.4263	14.5578
63.1985	2.162	17.8568
71.0544	6.3226	16.7804
43.235	11.0165	19.2389
60.7186	13.2995	18.7351
42.6625	12.8722	15.7975
76.9059	13.3458	17.7866
60.9562	11.1192	18.533
68.6371	11.7306	17.3098
107.8522	11.4606	23.5685
60.7474	18.4276	18.9996
87.5119	12.6795	17.7807
41.8229	11.6024	22.6417
35.2029	11.5272	16.547
51.3959	11.952	19.1571
49.5653	12.2153	15.6586
60.6638	11.6328	16.0276
43.9204	12.9466	17.1005
58.3102	13.3557	14.0821
27.2539	11.2097	17.2354
34.6846	11.8	14.9607
64.2311	11.266	17.0923
88.9462	13.3581	15.8294
53.0156	9.6408	16.0216
51.2422	8.9833	17.9902
44.3652	12.9941	17.5636
52.8272	13.0032	23.4931
66.5789	10.9851	15.0046
35.8348	11.4083	18.0019
54.0054	10.7601	16.8713
37.2693	11.0591	20.457
62.9174	10.3812	17.0872
36.6132	10.5976	11.3994
68.9795	10.7954	16.6491
31.707	10.3025	15.2286
49.8406	11.4964	19.6284
51.3286	13.6425	10.3313
85.4583	11.6759	20.3097
44.4654	11.3991	16.1674
37.7464	12.0754	20.1586
32.1326	11.4741	18.5043
48.4998	7.5965	14.3276
39.3155	12.1345	13.2056
50.6491	11.8041	4.0406
49.9636	11.4077	4.9809
84.6751	10.2648	11.5954
43.2398	11.6802	10.0504
39.4981	13.564	5.4156
37.8118	9.4723	5.7768
43.7972	11.4877	5.8574
52.8943	8.4566	5.5288
31.5757	9.6261	8.5098
89.0485	12.875	12.6632
49.9964	13.0093	4.5003
80.1808	12.6004	4.1905
34.13	13.6603	4.6163
47.1562	9.4872	8.9901
61.383	9.4528	5.4473
49.2596	11.969	4.4604
49.7468	9.3438	4.5424
42.5556	12.3357	5.9243
42.5906	9.0723	3.3381
76.0649	14.8603	13.8183
85.5658	12.9427	16.5214
50.4634	13.0997	14.6876
65.4497	6.475	11.7253
46.5742	13.4966	10.748
39.8567	8.6313	15.986
90.412	12.2012	15.7419
76.1945	9.8004	14.5422
48.4068	8.6541	15.5659
53.466	9.0016	9.5354
64.3661	9.2322	12.6491
56.3712	9.0268	13.2324
50.7308	9.1598	11.8734
35.2582	7.3036	18.5865
41.2516	12.4563	11.5244
41.07	8.6639	13.7306
71.2026	8.4938	14.9215
76.3152	8.2688	12.9059
71.0664	6.5935	14.622
55.2787	8.8797	13.0791
90.1152	8.7777	13.0139
35.5871	12.1134	12.7979
51.0924	12.2346	12.2472
33.8131	8.8302	11.7048
71.0152	8.9085	13.9141
52.224	9.1988	13.8045
83.841	8.9326	14.1907
42.3771	12.3755	38.841
33.5587	7.4306	14.6429
58.9215	7.9502	14.8183
30.9006	7.7938	14.78
51.4498	6.5927	11.4058
71.0134	8.3188	12.0775
49.259	6.2047	17.2341
94.5281	7.2348	12.7387
48.9946	13.521	18.4865
61.4099	7.9937	17.8014
48.3365	9.8013	11.5691
46.108	8.2863	10.9552
51.5443	9.1437	11.8931
46.205	7.8244	12.123
33.2986	10.639	14.6532
57.4616	8.6986	13.7418
40.1163	7.3388	
88.2658	9.7969	
51.5202	9.1128	
32.8607	9.3434	
64.5251	8.3075	
75.8921	8.001	
33.5029	8.0749	
74.853	8.0449	
44.246	7.0938	
27.9997	7.1949	
82.6498	4.5877	
43.3373	4.4019	
29.2295	7.3336	
40.4046	4.5605	
21.2586	4.2016	
36.4957	3.2752	
27.6665	8.9629	
17.3376	1.687	
30.937	2.7058	
23.4935	3.766	
43.842	2.0667	
23.1326	1.9826	
51.0758	2.1067	
88.5134	3.3993	
96.6449	3.1709	
73.0524	12.875	
32.8567	18.0511	
36.2946	12.0844	
61.3226	9.8879	
22.9009	11.5751	
25.6786	11.7748	
38.8224	9.9187	
49.6995	8.8462	
41.1832	11.7887	
70.2235	12.8904	
77.1594	11.1296	
47.662	9.2735	
38.6177	9.1412	
60.1295	8.4825	
30.3018	10.9942	
61.5629	12.8304	
47.2114	13.9801	
55.1276	11.1439	
29.9132	2.1331	
32.1726	12.5599	
73.9056	13.3279	
69.676	13.4237	
43.5646	10.987	
50.6409	13.2456	
50.3543		
37.5383		
47.3922		
66.875		
46.2138		
75.4475		
51.6417		
42.1955		
37.7068		
37.935		
108.1728		
52.9308		
100.9504		
8.8751		
113.5194		
70.1463		
40.8717		
117.8134		
109.0502		
125.7436		
59.0523		
5.6815		
5.9955		
4.5427		
76.5082		
91.4998		
57.5389		
65.9969		
53.2824		
41.1292		
65.9494		
71.9908		
67.9137		
60.3791		
65.5977		
40.5921		
56.6916		
103.1945		
88.5125		
54.396		
104.4701		
49.8203		
104.6877		
50.1505		
93.3588		
99.8381		
142.5807		
67.6259		
85.0061		
78.8858		
38.4279		
35.2594		
107.6274		
67.6052		
50.6068		
44.5641		
46.5262		
61.5682		
57.4746		
84.1359		
44.462		
47.64		
35.0539		
67.9131		
35.9245		
80.5062		
25.5715		
50.3356		
49.5832		
