mouse7	mouse8	mouse9	mouse0
947.3488372	811.4052953	1610.292451	5704.169992
754.3378995	1781.695354	1742.437276	4215.173546
716.7149959	1613.837209	1886.445079	9671.628838
1662.892407	1434.227511	3343.732328	3823.881805
1963.448845	1373.745945	2439.266878	3682.298487
1119.14231	2249.19103	726.16179	2952.064534
755.2330226	1832.723053	690.5335628	3229.253333
846.8341183	1867.348114	1293.75	1958.174692
939.3137255	2793.762733	861.9740376	1560.284153
644.0516385	535.5029586	756.3277765	1359.954321
396.5451513	1362.204864	2787.171699	813.6670891
565.8996484	2237.450723	1727.000665	2422.973658
1250.554017	2207.447775	3682.25692	1736.350609
2318.580024	734.7315436	1651.467474	4277.955454
4133.003016	5692.754152	2249.822523	4836.806114
1405.889631	769.0784983	2878.621205	4150.149155
923.1180297	1668.133486	2569.732837	4800.659109
1561.299709	869.3503727	4133.1079	4621.285034
934.9019608	4180.004524	3478.835289	3912.923687
1008.933812	3072.692151	2540.343254	3374.210963
901.9345238	2312.317012	1679.711976	3090.195382
1801.079516	4136.171797	774.5274914	3036.440945
882.8729282	2223.300183	1295.280969	3943.294305
429.8764236	1620.21057	1340.244164	4069.834711
474.6182863	1550.910706	886.744315	4778.162955
701.5342581	2615.67596	1905.652054	3205.971108
1234.985603	2847.096209	1322.99253	2716.779062
1495.639535	1421.692529	691.4577324	3691.395747
2152.862903	2704.786701	1677.695962	8357.788496
1596.319887	2347.042319	1246.992716	5222.257552
2685.222025	1694.915949	1679.962103	1866.705202
1134.042553	4129.469854	905.8077198	3895.58991
984.960287	4620.732446	1573.647604	4151.48847
1592.998761	3158.936916	1414.425203	1073.887473
2967.568264	1885.203633	1570.547264	875.8850227
1561.995054	2159.200344	1623.458555	4140.38259
2437.900297	1683.563135	2258.391511	2275.512349
3330.513134	2519.097553	2463.530037	3295.726815
1171.918308	2025.327848	4484.589041	4017.361478
647.3400952	2205.128205	1543.149114	3699.159021
623.7263698	1386.851767	1651.392239	1769.433594
359.375806	1335.73902	1466.497204	6136.527538
825.576141	2280.960265	1876.186602	2819.471871
3814.073115	3110.970008	1482.833729	3239.131384
2306.455991	2560.378774	1585.795579	1182.889568
1224.960349	2847.772447	1481.068859	1298.909513
827.2676683	3340.59501	2898.008214	4072.899007
1278.318787	2962.958533	8479.775961	3569.350962
3328.3054	2082.32947	2914.494849	2756.476306
1900.611396	658.4184514	6230.839866	2730.500671
2272.804124	1172.608053	4229.039039	4258.793139
1216.865417	3005.576874	5003.977862	2053.803042
1345.221394	1227.837489	4817.738736	2020.513987
1118.151616	2991.097993	1604.623853	2966.616299
1749.121303	4007.464607		4510.765217
1077.487733	2696.6875		1467.135836
			5380.659126
			1253.882397

