mouse6e	mouse6g	mouse1a
6.0474	4.3093	6.4137
4.9739	2.7993	9.8027
4.445	3.2453	5.202
4.6999	3.8062	5.3423
5.1234	3.2334	8.2485
9.4013	1.2807	9.831
10.1965	2.3816	15.4272
1.4011	1.7469	5.6564
7.5042	0.9706	5.0806
7.8305	1.2742	8.5524
9.7875	2.6138	5.4913
7.8555	2.0803	5.9969
8.5503	2.2958	10.0451
6.936	2.7826	7.5831
6.6064	4.9814	6.3807
6.2429	3.663	13.9587
3.0635	7.82	8.5432
6.1199	3.4797	4.0283
3.609	4.163	3.9467
3.8666	2.8197	4.6926
4.2804	2.2537	1.4891
8.6574	4.2024	6.5081
6.6083	3.7673	11.5394
12.1672	3.0757	5.6205
8.3155	3.8085	7.2982
9.9837	3.0134	7.3773
4.1862	4.3664	6.9751
7.4924	2.0793	8.1534
3.123	1.5821	27.0203
4.8938	4.5669	3.4606
3.2739	6.4749	7.5733
6.0634	5.5703	9.5304
8.572	2.6822	7.6687
2.2834	2.4978	8.867
8.193	4.2877	3.1802
4.0465	3.5695	7.4638
7.3597	5.2214	9.4354
6.0508	4.1243	9.2862
4.0847	5.0205	7.1788
5.0851	2.0633	8.6416
7.1224	6.2986	5.7143
7.9405	7.1865	7.1463
7.8336	5.2487	5.4644
5.9386	4.0408	7.1616
8.4723	4.9052	14.4277
6.4169	2.8227	3.7066
4.9652	2.1904	7.6655
4.3363	6.8796	3.5357
9.2558	7.393	8.7531
10.8723	6.6524	4.8993
4.3946	2.8376	5.509
6.0503	5.0422	9.8935
8.2231	3.9494	4.5046
8.9753	5.1151	10.2915
4.2386	5.7656	12.239
8.7443	4.428	10.3874
12.8022	3.9934	7.1491
7.9763	3.334	8.111
7.7618	3.3298	9.421
8.01	4.7559	8.017
5.2	1.0059	12.5592
3.736	0.9425	8.587
4.1165	3.8382	3.2593
3.3934	4.6291	8.5851
2.3009	4.7687	7.7001
14.4401	2.1271	4.2138
5.5586	2.1888	3.2984
5.6021	1.5493	5.1804
12.916	1.6499	7.061
9.0155	1.8172	6.8835
6.8219	2.6263	4.0247
4.9415	3.1063	6.229
2.2542	2.9933	4.7236
4.9296	4.5571	17.8854
4.0802	4.2054	6.2009
7.1863	3.3885	11.0843
7.5585	3.2123	4.8324
5.0208	3.5949	11.5918
5.4766	3.3952	7.6405
3.2801	2.4879	2.888
6.4086	3.2705	11.6913
4.261	4.659	3.1347
4.1979	2.5801	11.7008
3.5682	4.6252	9.6725
7.805	1.7589	2.7586
3.1405	1.9989	5.0365
7.6035	1.3033	4.5916
5.6176	4.1743	8.3222
2.1214	6.4956	3.6886
6.2817	1.2513	6.2968
3.7953	5.3597	7.6047
6.3565	3.9199	3.0478
3.8487	1.8555	4.4178
	2.5366	7.2153
	2.1745	4.3636
	2.1512	8.032
	1.2426	5.2955
	4.8776	5.3336
	3.9116	3.719
	6.197	2.0706
	3.6637	6.7361
	6.8325	3.1296
	2.9292	7.0434
	2.7241	1.8337
	4.2462	12.3754
	7.9665	2.9771
	6.9082	6.5835
	3.5283	8.303
	1.9214	7.8157
	3.1002	9.4548
	4.6208	8.8877
	4.0833	6.2824
	1.2065	6.217
	6.2135	5.202
	1.1053	5.5734
	1.9148	5.5294
	7.3998	5.4923
	4.9075	3.7815
	6.1439	4.0093
	2.7609	6.2274
	6.0667	7.0941
	6.6438	4.5324
	3.2632	12.3146
	3.8091	4.2182
	3.0257	9.4344
	9.3008	3.5169
	7.9463	5.7947
	3.1122	8.9101
	1.8097	8.0787
	2.4104	5.9468
	1.3189	7.4467
	3.1904	11.1229
	1.6309	10.2841
	1.2883	6.5839
	2.2528	6.0127
	2.259	2.8294
	3.6629	6.4589
	3.6961	4.063
	2.7885	5.5707
	4.1472	5.916
	8.2973	10.4765
	2.5098	11.6865
	6.4695	8.3237
	3.9941	10.4275
	6.5498	4.9575
	7.0354	3.5306
	2.7744	3.7844
	7.7892	4.4094
	4.5247	2.7966
	1.369	3.39
	3.4533	4.9963
	2.2875	4.2257
	5.0347	8.1327
	4.9915	10.2668
	8.7607	3.2589
	4.2425	3.1409
	3.3806	4.0194
	4.8406	4.531
	1.8869	5.888
	4.2373	10.1637
	2.2688	3.9151
	4.1756	2.2471
	2.0787	1.5574
	2.9896	3.3832
	1.7068	6.2438
	4.204	6.5836
	3.7308	12.076
	2.3744	3.624
	2.1869	4.6769
	2.9119	5.7353
	6.2699	3.1209
	6.7711	3.6806
	3.8154	0.8657
	3.2096	3.2449
	7.0077	4.0558
	6.0178	8.3849
	5.0399	10.765
	5.6818	3.7072
	4.8068	3.3076
	10.0188	4.8898
	6.3866	5.653
	8.4014	6.6073
	4.6267	6.4742
	2.8177	4.4721
	1.8431	8.3181
	2.9487	4.9967
	5.6117	6.6561
	1.8313	4.898
	2.7806	4.6382
	4.237	5.6704
	4.7635	4.1907
	5.9439	2.6675
	3.3485	4.0632
	5.3971	3.7343
	5.0683	1.8717
	1.2617	4.8858
	3.2673	2.7556
	1.6673	2.644
	3.1634	1.2597
	2.4564	4.1539
	2.8354	5.7258
	1.6897	5.4434
	2.8873	4.6298
	3.7199	9.1968
	1.9461	3.6647
	3.6677	8.6433
	4.0855	3.7713
	1.2269	4.4341
	2.512	11.4688
	1.4719	5.1066
	2.2856	4.6437
	5.9056	4.0992
	1.9312	4.9381
	6.777	5.7576
	5.3891	6.045
	8.1466	5.7088
	1.5732	4.5254
	2.2061	7.9836
	2.2129	5.3484
	0.7895	5.3638
	2.2994	3.3857
	1.9587	4.7316
	1.657	3.5838
	2.9049	2.8862
	4.1586	
	0.8892	
	3.2234	
	4.1591	
	9.9214	
	4.668	
	4.518	
	4.342	
	3.7575	
	1.4624	
	7.3449	
	2.8272	
	2.1142	
	4.0679	

