182.1,182.1,182.1,96.06,96.06,96.06,96.06,96.06,96.06,96.06,96.06,96.06,48.966,48.966,48.966,48.966,48.966,48.966,48.966,48.966,48.966,48.966,48.966,48.966,48.966,48.966,48.966,48.966,48.966
158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,158.7,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,76.767,45.715,45.715,45.715,45.715,45.715,45.715
179.85,179.85,179.85,179.85,179.85,179.85,179.85,179.85,99.013,99.013,99.013,99.013,99.013,99.013,99.013,99.013,99.013,99.013,42.74,42.74,42.74,42.74,42.74,42.74,42.74,19.388,19.388,19.388,19.388
187.16,187.16,187.16,187.16,187.16,75.471,75.471,75.471,75.471,75.471,75.471,75.471,75.471,75.471,41.9,41.9,41.9,41.9,41.9,41.9,41.9,20.861,20.861,20.861,20.861,20.861,20.861,20.861,20.861
157.68,157.68,157.68,157.68,157.68,83.925,83.925,83.925,83.925,83.925,83.925,41.934,41.934,41.934,41.934,41.934,41.934,41.934,41.934,21.71,21.71,21.71,21.71,21.71,21.71,21.71,21.71,21.71,21.71
156.71,156.71,156.71,156.71,156.71,156.71,156.71,156.71,93.312,93.312,93.312,93.312,93.312,93.312,39.854,39.854,39.854,39.854,39.854,39.854,39.854,39.854,39.854,39.854,39.854,39.854,39.854,39.854,39.854
137.18,137.18,137.18,137.18,64.313,64.313,64.313,64.313,64.313,64.313,64.313,33.708,33.708,33.708,33.708,33.708,33.708,33.708,33.708,19.172,19.172,19.172,19.172,19.172,19.172,19.172,19.172,19.172,19.172
179.24,179.24,179.24,179.24,179.24,179.24,179.24,179.24,179.24,85.165,85.165,85.165,85.165,85.165,85.165,34.687,34.687,34.687,34.687,34.687,34.687,34.687,34.687,34.687,34.687,34.687,34.687,20.472,20.472
163.53,70.283,70.283,70.283,70.283,70.283,70.283,70.283,35.558,35.558,35.558,35.558,35.558,35.558,35.558,35.558,35.558,35.558,35.558,16.027,16.027,16.027,16.027,16.027,16.027,16.027,16.027,16.027,16.027
178.17,178.17,178.17,104.39,104.39,104.39,104.39,104.39,104.39,104.39,104.39,104.39,104.39,104.39,104.39,53.029,53.029,53.029,53.029,53.029,53.029,53.029,31.605,31.605,31.605,31.605,31.605,31.605,31.605
172.09,172.09,172.09,77.458,77.458,77.458,77.458,77.458,77.458,77.458,77.458,77.458,45.34,45.34,45.34,45.34,45.34,45.34,45.34,45.34,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33,19.33
168.27,168.27,168.27,168.27,88.402,88.402,88.402,88.402,88.402,88.402,88.402,88.402,88.402,42.397,42.397,42.397,42.397,42.397,42.397,42.397,42.397,42.397,17.879,17.879,17.879,17.879,17.879,17.879,8.6321
164.7,164.7,164.7,164.7,164.7,164.7,96.046,96.046,96.046,96.046,96.046,96.046,96.046,96.046,53.617,53.617,53.617,53.617,53.617,53.617,53.617,53.617,25.738,25.738,25.738,25.738,25.738,25.738,25.738
121.97,121.97,121.97,121.97,121.97,121.97,121.97,54.262,54.262,54.262,54.262,54.262,54.262,54.262,54.262,54.262,54.262,54.262,54.262,21.666,21.666,21.666,21.666,21.666,21.666,11.504,11.504,11.504,11.504
173.36,173.36,173.36,173.36,173.36,75.473,75.473,75.473,75.473,75.473,75.473,75.473,35.674,35.674,35.674,35.674,35.674,35.674,35.674,35.674,35.674,35.674,35.674,35.674,35.674,14.731,14.731,14.731,14.731
157.59,157.59,157.59,157.59,157.59,157.59,79.072,79.072,79.072,79.072,79.072,79.072,79.072,79.072,79.072,79.072,79.072,79.072,44.381,44.381,44.381,44.381,44.381,44.381,44.381,44.381,25.065,25.065,25.065
132.79,132.79,132.79,132.79,132.79,132.79,132.79,68.799,68.799,68.799,68.799,68.799,68.799,68.799,68.799,68.799,33.984,33.984,33.984,33.984,33.984,33.984,33.984,33.984,33.984,33.984,33.984,33.984,33.984
153.06,153.06,153.06,153.06,74.483,74.483,74.483,74.483,74.483,74.483,74.483,74.483,74.483,74.483,74.483,74.483,74.483,74.483,36.161,36.161,36.161,36.161,36.161,36.161,36.161,36.161,36.161,36.161,36.161
158.18,158.18,158.18,76.089,76.089,76.089,76.089,76.089,76.089,76.089,76.089,76.089,39.671,39.671,39.671,39.671,39.671,39.671,39.671,16.681,16.681,16.681,16.681,16.681,16.681,16.681,16.681,8.0776,8.0776
165.63,165.63,165.63,90.747,90.747,90.747,90.747,90.747,90.747,90.747,90.747,90.747,90.747,40.418,40.418,40.418,40.418,40.418,40.418,40.418,40.418,40.418,40.418,40.418,40.418,40.418,40.418,20.602,20.602
162.62,162.62,162.62,162.62,162.62,162.62,162.62,162.62,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,76.832,43.146,43.146,43.146,43.146,43.146,43.146,43.146,43.146,20.096,20.096,20.096
173.13,173.13,86.358,86.358,86.358,86.358,86.358,86.358,86.358,86.358,86.358,86.358,50.425,50.425,50.425,50.425,50.425,50.425,50.425,50.425,27.296,27.296,27.296,27.296,27.296,27.296,15.033,15.033,15.033
