mouse6e	mouse6g	mouse1a
31.7134	39.769	35.7795
75.559	9.6908	34.2792
55.79	43.7625	19.3394
50.0902	20.2385	41.2455
68.797	64.5867	39.6117
54.5687	59.3333	32.4384
41.6298	33.8279	26.8506
47.6406	35.5934	30.8664
50.8538	35.7303	16.0312
56.7871	68.692	10.891
23.2117	19.0275	21.5192
62.3081	28.0862	8.394
52.1743	50.3208	17.3862
56.5543	15.7418	11.8725
30.6986	23.5904	9.4923
33.231	35.0052	14.6519
33.6511	21.8796	14.2993
55.6637	10.7836	11.2556
33.867	19.7926	12.051
29.6042	15.8301	13.102
47.1795	8.8798	10.2506
24.9317	21.2242	9.0578
42.3999	4.439	10.5163
41.4098	30.8175	10.6198
34.4318	8.8231	14.156
31.5843	7.1297	17.943
40.7964	11.438	9.1491
35.5308	18.1256	18.6114
45.5588	12.4303	16.6084
53.3923	32.0121	15.3832
30.387	25.8739	21.7973
28.4228	29.0531	13.7924
37.9933	16.9173	9.6074
23.7326	13.0773	8.0259
36.0049	16.3077	13.5495
23.5634	23.3657	10.0819
44.832	20.9422	13.8805
40.9175	19.5265	7.1035
7.5232	17.0767	14.8637
17.5437	37.4189	16.4012
43.4091	22.8803	24.4547
21.2377	21.329	15.2741
8.6023	4.7598	11.9848
13.2212	19.3856	20.065
15.7232	22.0926	22.9941
38.1323	27.1113	17.4958
51.8997	20.6803	4.5691
51.0081	21.9028	14.6889
23.1574	19.1507	15.7828
67.4549	26.6749	14.2683
21.8575	13.8703	14.6747
37.3218	11.3031	14.2932
13.6421	23.942	8.8794
42.2354	12.9643	14.0856
7.2511	13.5887	14.2845
17.5474	11.5939	26.3227
17.427	29.1207	15.0166
11.2653	19.2356	13.3849
16.5644	20.6533	2.3264
25.5966	25.6595	21.5579
45.1379	32.5027	11.4277
39.6461	20.449	17.6197
32.5034	30.2416	18.3535
18.9694	8.6942	25.5023
16.9227	27.1544	21.3892
29.5432	3.2214	9.4687
22.7053	14.6319	11.1368
35.1948	19.2234	19.0606
22.1972	25.6313	19.5085
9.6326	34.7147	18.9321
28.6305	2.6371	12.5262
30.9357	2.4687	11.1818
14.8962	10.7413	16.2791
14.9543	40.3707	16.2864
29.1174	25.7897	9.5727
27.5024	21.6266	18.4636
44.9794	27.3492	13.9384
29.2713	9.5767	19.7823
33.5113	19.0544	16.6353
13.4278	17.9267	22.5607
18.9289	18.7272	28.4281
17.0286	6.8754	14.5717
16.2432	17.0114	15.9957
15.1592	15.8739	25.504
11.6193	19.8758	12.449
15.485	29.5257	18.0803
7.4612	9.3337	10.7466
8.4714	30.7561	12.0992
14.0679	12.9819	14.7455
6.0622	16.9729	15.0857
8.3869	12.0435	12.4205
9.5583	31.6414	20.8738
7.0352	23.0019	13.7345
11.2679	11.3673	11.2057
28.4058	18.3639	13.8665
11.8499	17.4624	14.3131
15.1495	13.7592	10.6597
5.917	27.4481	18.6524
24.6159	18.6072	11.687
14.3953	26.6394	19.8686
13.063	31.6435	13.5735
23.0169	6.5985	21.3815
24.923	7.1905	34.665
26.4573	11.4016	20.6166
24.1489	5.881	8.1031
39.5399	7.6494	22.6274
27.1321	10.1332	19.2678
29.5786	13.0027	30.3431
25.8467	15.3425	10.233
24.9589	15.5241	18.228
16.9777	16.5055	22.3365
27.373	31.7816	19.3502
17.4998	27.986	18.8241
13.9444	19.6943	26.4569
26.4235	13.8228	14.1949
14.7965	13.4009	22.2344
8.3459	16.6354	13.3111
13.4217	39.765	13.5266
11.073	32.1596	15.8119
11.8859	20.1869	11.7864
13.1232	26.6665	10.5601
12.8684	61.0004	19.9365
20.1621	54.152	16.7675
17.4843	35.5884	17.7988
12.9028	32.8284	22.2516
4.7527	26.5845	24.6779
10.7071	2.5482	11.0922
16.4868	30.6846	10.8041
13.1527	25.0275	17.191
11.6847	29.9105	14.3046
27.5515	15.5864	21.7254
21.8477	25.5576	8.6093
8.6599	49.0603	23.5356
10.6071	25.4117	14.4942
13.2596	41.6119	17.1123
20.4502	42.2906	25.5229
12.8173	24.9888	13.8853
13.4	34.6724	19.4897
11.8912	16.075	16.9764
7.8832	30.4327	10.5462
21.1663	13.1007	16.207
11.3401	25.1196	19.1004
12.6755	9.1407	14.8688
6.8501	21.5913	13.2668
12.0961	18.2555	21.5432
15.811	17.0672	5.2995
11.4755	11.5739	17.0375
6.2911	15.9977	12.6035
12.0138	24.4594	14.8548
30.9771	21.643	14.4911
18.3786	50.2056	13.3785
29.7064	15.5169	16.8132
56.4421	26.7143	17.6578
55.8944	21.5789	15.7841
40.7715	25.4733	16.7906
42.3059	20.888	14.3345
69.4423	19.1347	16.6145
36.211	30.3467	18.8788
53.6266	37.5079	8.5876
54.7958	49.8072	10.2054
62.3141	30.1135	13.9038
39.9654	36.3517	12.2634
72.6504	21.3938	14.7505
26.8243	30.7166	21.8299
85.1807	55.9003	26.9812
71.7511	37.3235	17.1503
65.4093	24.0607	19.0008
21.7179	28.1173	11.8946
26.0376	15.3802	20.2675
64.5447	26.2846	12.73
17.4018	33.2214	26.445
72.6308	17.0308	15.1594
54.9828	53.2448	13.2355
39.646	35.0973	10.9308
48.8798	31.0962	14.9105
37.32	27.6593	13.5142
62.7338	25.2536	19.5702
28.6094	35.5763	23.5439
33.3399	46.2892	19.0688
69.8922	31.9243	12.5882
72.5301	52.4709	9.3433
36.9497	46.2647	9.4393
61.6847	52.106	17.9442
31.6492	21.9086	12.1203
12.6997	10.0492	14.4934
99.0619	12.9364	23.7565
58.0495	26.13	18.4184
58.6905	44.6849	10.7512
70.7616	41.815	12.4176
109.822	20.7371	12.2414
39.1173	29.5231	14.0106
28.1259	14.1574	14.1707
14.5057	22.6572	10.7148
28.829	9.0127	12.0596
28.8684	24.7033	14.6982
11.5727	15.1161	11.4715
30.3304	47.2291	15.6551
23.5964	34.8466	11.0595
47.9536	22.3973	12.3666
50.6994	15.7805	11.2498
55.6906	10.9359	14.9099
47.7572	22.1863	18.214
63.7327	14.6037	12.8606
44.1714	22.3748	13.4993
57.3397	13.7214	45.3486
56.8823	28.6488	34.529
67.1633	35.1501	38.5643
90.9212	32.039	16.4549
45.1896	32.2244	26.864
37.8815	37.3414	25.1878
37.245	24.0064	28.2872
75.7869	8.3836	21.0662
31.4681	11.6313	7.9172
75.1399	14.2435	23.3203
51.5854	17.5822	34.9691
88.0933	23.618	21.0501
86.124	13.6934	21.883
36.1008	32.1608	47.7885
79.3809	45.4206	58.788
30.9986	18.2925	14.3798
80.2312	40.6554	21.6785
46.1093	57.1593	14.7067
56.7805	31.2939	18.35
3.907	36.2671	10.5122
19.4562	11.2208	14.056
22.1808	35.2849	22.3097
26.1794	10.4975	25.526
37.4648	25.8507	5.9853
21.7106	37.2962	19.6693
39.7635	20.821	24.8429
33.2169	41.6961	8.9152
39.774	18.9631	8.5633
38.5544	39.6138	12.6324
45.1455	36.0231	21.2445
21.887	52.5425	23.5506
58.6508	34.4334	6.7554
53.508	16.0876	14.9466
44.3863	5.2026	9.0273
34.6867	30.0059	9.5796
43.4367	33.6615	24.4974
73.4167	11.1449	20.1902
46.0153	41.5457	16.1359
16.2412	9.2788	30.0004
55.2714	17.4363	12.2109
68.9522	8.3286	13.4001
19.6571	51.5551	18.0787
30.1576	17.2641	22.3023
13.207	43.9569	34.2727
63.1283	10.2846	23.8955
65.453	36.9309	34.8692
55.2177	8.1567	12.5496
73.01	30.3694	17.0846
56.0644	4.8744	33.0205
89.3544	66.7285	21.4386
45.1893	56.8733	10.5702
61.3015	40.4806	12.0401
41.0715	36.2093	24.8294
11.7081	41.4365	21.2659
21.0463	34.6939	8.5591
63.9181	41.5141	11.1709
46.725	51.1078	26.2125
117.1247	26.9636	16.3449
42.1075	34.8167	23.0233
56.7738	51.2385	22.6218
65.165	45.1116	16.5478
66.9689	8.4545	20.6024
27.7819	48.8691	20.7869
20.114	51.6957	20.6194
69.3554	5.5241	29.5953
10.445	20.1737	26.9119
9.8797	42.4155	36.2676
11.8045	43.7976	27.2006
15.258	42.0934	12.4528
15.395	54.8402	18.1455
10.9358	48.324	12.3868
24.8205	5.3647	15.5091
4.2448	44.1113	14.5143
11.3202	38.765	16.1419
25.4972	50.5076	29.8114
14.2474	12.9224	22.9131
13.0577	60.4292	27.1501
11.6485	49.7291	21.5385
12.1131	44.1787	35.2862
13.2103	79.8225	23.75
10.0467	49.5226	4.7859
13.6745	35.6002	36.0656
3.1491	60.4437	36.028
13.5894	44.0106	30.7885
16.2489	83.4575	25.7998
29.2036	74.938	35.9086
10.2894	35.201	41.5406
26.3692	64.165	24.4178
12.3461	44.4663	20.5813
16.3711	47.5086	29.0569
16.616	56.9487	24.617
17.2496	55.731	18.9517
14.2256	56.4161	29.5558
14.8026	54.6869	17.7062
15.7214	66.9286	29.3351
17.525	47.7531	19.8784
11.3653	65.1046	34.1019
11.7537	55.3191	19.8782
9.5788	43.2354	35.4502
13.2127	76.4127	10.3484
16.598	59.5681	39.5501
7.5617	49.5818	46.4986
6.8864	84.3223	22.3328
18.7182	44.0818	21.8887
8.3762	91.5264	21.8324
17.9369	66.1616	37.7113
17.8025	85.6491	22.3778
10.8156	48.7238	33.3714
6.466	82.4936	29.7507
17.68	90.9176	23.3388
19.7414	80.9692	23.9687
7.6669	54.6725	24.9828
5.6964	88.3224	21.4683
6.8252	55.5949	21.8044
11.3324	66.1841	26.175
19.3337	40.6543	25.6277
16.0043	66.7849	26.3911
13.21	37.1278	23.1613
9.8781	7.7758	64.2871
14.4307	7.5802	28.1126
18.4398	44.1226	23.7129
13.1624	51.58	32.5673
13.8851	57.7196	28.0066
12.9315	57.3315	21.4595
13.7088	12.5835	27.4904
17.277	3.813	27.1609
12.2895	79.4102	46.6253
12.5978	42.4362	22.0041
20.0987	18.2752	27.5177
14.9324	40.2402	36.7207
12.188	49.3949	29.3461
11.7786	65.8145	26.8023
16.3464	38.5107	31.4662
12.3549	47.8527	48.2766
5.435	57.7	26.0585
11.7087	66.4395	33.0434
12.6006	51.3865	27.4014
8.3451	39.2565	32.8126
13.8503	38.4178	34.1925
14.4117	56.5564	30.9953
9.4136	49.7109	22.677
13.2914	11.1971	39.3191
17.2252	68.625	43.8861
20.3774	63.9717	20.9081
25.0472	57.043	16.7399
11.206	32.6934	35.1785
17.4575	34.9515	15.0689
16.2634	21.5592	44.4517
26.7387	75.6321	37.9024
24.1092	68.689	42.0098
15.1303	33.5867	22.6686
18.7375	50.0767	19.5141
11.329	63.2584	12.7078
22.2165	72.0753	30.1946
17.3137	96.2	30.1424
23.5759	106.6127	22.511
10.8193	29.1362	33.1417
9.7576	78.5126	34.5731
11.6941	77.6714	32.1793
11.3877	70.9213	23.102
11.848	41.4592	36.7813
18.8624	45.9874	20.7049
9.6315	84.3379	30.9725
9.3849	28.6915	25.7268
12.2641	65.5303	22.6952
14.9081	81.716	39.4416
9.0583	42.5314	23.222
15.5173	61.95	17.9669
15.9108	40.297	29.3936
14.1452	90.7021	25.5582
8.4311	27.9682	20.0877
9.1597	63.2275	16.8543
17.8068	32.2708	19.9272
17.7875	79.7174	23.4775
8.5276	39.9141	44.0269
16.0928	63.3044	35.5747
12.763	50.0643	28.7753
13.7936	8.0104	10.9288
10.5246	77.0434	20.5348
15.7725	31.9223	18.3851
20.1739	31.056	18.471
8.7743	27.6259	32.8835
17.9609	67.0617	20.6036
20.47	35.929	8.74
6.7865	36.1124	26.0339
13.3717	66.8626	23.0382
6.0073	60.7192	22.1242
17.29	37.7118	25.5525
11.6176	49.5568	33.8585
20.0472	35.9107	14.1535
21.5759	55.0446	35.9318
8.4449	25.0948	26.2912
6.0767	20.0764	14.1282
4.8413	35.7686	35.9301
19.4073	44.0872	15.0479
12.2713	45.3318	23.1987
8.989	36.7243	3.2507
6.708	56.8484	37.7873
15.4647	39.9876	35.8516
20.6696	42.7261	22.5809
9.1439	72	25.6997
12.189	31.2989	23.2233
12.6991	77.5674	22.8921
7.4872	43.807	10.3038
33.061	34.0517	33.7033
29.8181	73.2352	19.0308
25.9994	70.3027	30.0364
17.574	74.1779	14.0999
20.1776	22.63	17.4202
18.6188	40.5797	34.9379
19.814	46.4563	24.7611
9.8908	65.4322	28.1618
19.4409	53.2332	21.146
32.0981	54.005	33.7656
16.2536	48.4658	31.1007
21.8903	33.1396	33.4193
22.7812	48.1859	21.1222
24.5315	38.1612	29.7646
20.0555	64.5294	34.3623
13.1184	54.8885	29.8012
32.0812	46.4807	18.0701
16.5747	72.4517	31.6366
27.2205	24.2658	22.7073
32.9813	24.1247	26.2085
40.983	31.6943	21.2325
33.9489	42.0109	25.3124
38.6179	9.654	22.7507
19.9508	28.2258	26.3057
46.0112	33.7753	16.4787
39.711	5.1093	18.8827
28.5	52.1691	32.882
31.5559	42.5762	22.9282
28.2862	52.7968	25.2067
21.8972	38.4715	29.0641
29.3641	43.1114	21.5546
34.3221	55.4249	24.6823
30.0266	89.0383	24.7213
28.439	50.6566	27.7193
35.7342	66.2928	22.2586
24.7875	51.5556	15.2024
18.6935	43.1103	26.8885
24.9774	67.0563	15.8674
33.8342	80.8509	30.9428
15.9239	74.1479	31.1506
43.4414	47.2936	31.0403
29.1198	45.9276	31.9899
24.1207	70.0358	22.1699
31.3328	19.5596	27.0148
32.6731	9.4957	18.6602
14.99	74.3988	19.6856
30.6417	37.0069	29.7307
18.3593	45.6249	23.4531
22.1345	44.2358	14.3018
35.0887	54.8542	16.7764
29.6224	48.392	19.2641
26.1961	22.9555	39.3358
14.5456	74.2658	36.5668
20.125	53.9913	37.149
19.6206	32.5689	20.3424
15.6468	89.9605	16.0214
21.6216	9.2164	22.1628
35.7125	66.591	26.2627
31.2129	33.0114	16.2156
41.2544	67.2832	36.5262
21.6197	48.7416	38.6232
18.5367	38.0772	37.7464
32.4347	33.5192	15.1095
37.634	47.4431	11.9556
20.4893	78.282	30.0283
37.6591	68.5652	31.218
16.4566	63.4957	14.7159
13.8407	54.2958	21.906
42.3743	85.8429	29.2628
26.3206	110.7015	21.8441
34.66	69.868	18.2329
16.888	27.1668	21.1594
30.5141	66.2511	30.3621
16.1465	4.8938	36.6661
21.8432	36.8372	34.6283
34.2403	39.2721	21.3278
33.8591	53.9812	11.0535
15.9693	61.0617	10.4113
36.896	36.2485	28.1859
34.4203	70.498	26.2326
21.8281	55.0947	18.4553
12.9346	62.5498	16.5422
34.1616	119.0469	11.7661
18.8993	33.1489	15.5072
