Eso-0-6c-1	Eso-0-6c-2	Eso-0-6c-3	Eso-0-6c-4	Eso-0-6c-5	Eso-0-6d-1	Eso-0-6d-2	Eso-0-6d-3	Eso-0-6d-4	Eso-0-6d-5	Eso-0-1k-1	Eso-0-1k-2	Eso-0-1k-3	Eso-0-1k-4	Eso-0-1k-5	Eso-7-1c-1	Eso-7-1c-2	Eso-7-1c-3	Eso-7-1c-4	Eso-7-1c-5	Eso-7-1i-1	Eso-7-1i-2	Eso-7-1i-3	Eso-7-1i-4	Eso-7-1i-5	Eso-7-1j-1	Eso-7-1j-2	Eso-7-1j-3	Eso-7-1j-4	Eso-7-1j-5	Eso-12-6e-1	Eso-12-6e-2	Eso-12-6e-3	Eso-12-6e-4	Eso-12-6e-5	Eso-12-6g-1	Eso-12-6g-2	Eso-12-6g-3	Eso-12-6g-4	Eso-12-6g-5	Eso-12-1a-1	Eso-12-1a-2	Eso-12-1a-3	Eso-12-1a-4	Eso-12-1a-5	Eso-18-1d-1	Eso-18-1d-2	Eso-18-1d-3	Eso-18-1d-4	Eso-18-1d-5	Eso-18-1e-1	Eso-18-1e-2	Eso-18-1e-3	Eso-18-1e-4	Eso-18-1e-5
172.9721	189.1423	152.7842	187.6153	164.568	186.3656	164.0008	169.2207	175.4239	173.727	151.3251	153.7015	168.338	161.9636	75.0665	22.2706	62.8616	30.205	50.7129	32.8451	21.0696	40.132	33.9387	34.4301	26.1084	27.9553	41.115	30.4486	14.4441	36.5112	4.746	8.9287	2.4608	5.7037	5.226	2.0272	3.0688	3.4962	4.9253	3.7719	12.5134	3.9802	7.2791	4.1521	4.4251	0.6579	1.7525	1.2894	1.1997	2.2845	0.06119	0.4015	1.14	0.6513	1.1142
193.6759	188.0676	176.3409	183.1313	176.7816	190.5505	195.337	173.0734	188.9095	168.2294	176.8232	171.0711	131.1558	142.1677	153.0044	23.7717	30.7382	23.2116	44.2873	25.3621	40.4567	40.5043	26.3638	26.7986	14.4528	34.6558	14.7111	31.9858	15.0749	22.4391	8.5522	3.9359	3.4786	13.4279	6.9294	3.378	2.0868	4.3008	2.5644	2.2911	15.5453	5.6278	1.7722	11.1396	4.3869	0.141	0.3886	1.4615	0.3498	2.2624	0.908	0.931	1.8074	1.2309	2.0861
178.4339	148.9838	167.3357	187.1786	161.1715	182.991	167.8494	169.0098	165.9085	168.6818	168.3516	156.9756	153.3176	140.4551	130.057	54.9651	35.2764	31.906	34.4848	30.6391	37.3842	51.0623	29.3794	44.4496	23.1929	31.7556	22.6145	25.9083	39.6532	16.3835	2.4944	2.0114	2.4314	3.8214	4.0323	4.6487	7.2999	3.2397	5.7067	9.6395	4.9805	4.2443	9.1112	4.1879	7.9512	1.2397	0.518	0.9573	0.6339	3.4896	0.1915	1.0497	3.5568	0.8027	2.4953
190.4713	179.311	178.9113	172.5421	183.1555	163.9412	141.2136	173.1509	173.8111	172.4961	142.7401	137.7444	154.5536	138.2895	156.6228	31.7456	23.2226	32.6824	46.8052	46.4272	48.8428	45.732	37.5934	41.1377	52.0412	22.4489	27.1963	33.5427	24.2192	30.1197	6.8573	8.4684	6.7198	4.9867	6.8894	4.8843	4.4155	2.2189	2.6735	4.9079	7.6162	7	4.9124	14.1836	9.1736	0.8613	0.2731	1.6722	1.018	8.7157	0.7526	0.7947	0.237	1.0226	0.9471
175.1069	156.7923	184.9823	176.4727	169.33	183.3497	165.6048	188.2029	165.9744	176.863	140.5214	138.4568	179.8578	155.5268	103.3974	34.7424	35.9997	30.1697	55.3898	43.6761	25.4251	43.0458	12.3954	32.5489	56.8316	21.9202	19.2218	18.8233	18.6246	31.4506	9.094	4.692	4.8173	13.6447	8.3603	8.4633	7.3367	3.008	3.8782	4.6342	4.1404	10.572	4.4773	15.7401	3.8369	0.07116	0.3688	1.9068	1.7658	4.2261	0.3072	0.3169	1.199	0.3206	0.4536
190.7962	171.2891	184.4512	176.3181	165.3334	186.7175	176.9896	175.702	177.3354	174.2149	170.073	167.8344	135.0676	151.4643	147.5859	41.8318	29.6893	55.2841	25.8008	38.6278	50.7851	51.088	17.8954	34.2987	37.0552	31.123	22.8413	13.6864	27.5236	24.2332	3.8937	2.0301	3.6287	15.6287	6.0047	5.6495	7.8664	4.6881	3.6199	2.7418	8.1455	6.5498	4.341	7.0334	10.1552	0.04519	0.6061	3.9581	0.8592	1.279	1.2625	2.1389	1.8177	0.2156	0.9684
196.8579	163.5377	182.9457	178.5762	169.5302	189.863	171.0632	180.0926	174.0638	164.8371	165.2325	146.2411	128.0294	149.358	131.3558	35.0843	21.4426	43.3666	44.2323	16.7005	67.0282	38.1946	27.6032	16.7498	31.9908	41.5497	25.3629	33.617	30.6838	19.8997	6.4502	2.8773	6.35	8.3496	1.5205	4.6562	3.4866	2.3835	4.5189	3.6118	9.5312	4.601	8.2435	7.2945	7.6041	0.2467	1.3883	1.726	0.9004	3.5238	0.789	0.3463	3.17	1.5549	0.9433
191.2796	165.188	181.5788	177.7036	169.1257	188.6408	169.6374	164.574	185.9394	181.5109	149.9184	142.1717	166.4372	161.6928	153.023	35.4323	26.8627	38.6731	29.3454	28.6002	25.2554	34.3672	40.493	37.6444	60.9728	22.6064	26.6633	23.4899	22.0217	19.0696	7.4159	8.343	4.0895	6.3459	6.0422	3.9168	7.0337	4.2821	4.2882	4.6196	12.2727	5.3906	2.7802	5.8446	7.447	0.06415	1.5249	3.1217	1.0904	3.7094	0.05764	0.8825	1.3065	0.459	0.6252
189.1341	190.5863	182.1652	169.3286	181.4205	174.0267	174.1531	173.9972	183.2361	147.6915	138.5233	157.7589	142.2607	136.3234	171.1404	37.832	24.4455	36.3075	43.6737	27.8035	27.773	56.7432	13.5087	24.8974	27.4443	27.2366	21.9138	33.9342	29.9711	27.0494	3.7926	5.7061	3.0016	7.4713	7.1333	3.3713	3.5488	2.4645	4.3056	2.4895	9.7113	3.9483	6.4613	7.7451	6.7466	0.2655	1.8641	1.609	1.1612	1.472	1.08	0.8956	1.2222	6.3736	4.7813
178.2181	186.1726	176.6735	189.1754	182.1228	180.6599	178.3213	168.709	175.9473	174.9455	156.5388	160.5765	160.4963	135.7751	139.1448	30.262	34.5141	20.442	17.1571	40.6307	42.0605	60.7235	26.7114	24.2515	49.8502	27.6311	24.7471	44.3588	18.3547	24.004	8.3162	5.4616	2.0528	11.1566	4.6238	8.4613	2.6639	2.6594	2.7731	7.2679	4.0607	4.0769	5.0578	16.1861	7.536	0.1584	0.623	0.1167	1.4208	2.2	0.2363	0.4952	0.7492	0.9705	2.7047
181.3934	182.5201	173.2613	190.573	174.7899	182.9378	185.3366	174.7416	175.0627	139.7626	160.9937	169.8994	138.5147	142.1545	144.0844	30.9991	35.3342	33.9275	31.0465	30.8801	29.1542	42.4547	26.1345	21.7691	31.0784	19.604	25.0716	27.3237	27.219	21.5562	6.6928	4.2297	3.1166	8.655	7.7918	9.238	3.7369	3.6383	5.1203	4.2472	4.6609	4.3039	8.4262	7.1849	7.4354	0.06911	1.7743	2.6134	5.1389	3.2812	0.1245	0.9631	0.3423	0.8012	2.0976
186.4273	182.5337	170.3015	184.7741	162.8775	175.8386	190.7952	172.5316	155.8742	173.0737	156.2559	165.1	154.1987	153.8747	144.2834	22.9678	57.2007	43.0169	31.6355	37.5508	49.7106	42.8357	41.7405	39.182	33.8192	24.4311	17.5116	49.1364	21.6304	15.2314	9.6898	2.2282	3.647	6.1573	10.9042	10.0379	4.5044	2.4996	5.8642	5.8344	7.5217	7.3131	6.6386	15.15	10.377	0.09515	0.2865	1.047	0.5143	4.2536	0.8101	2.1574	1.4259	0.6809	3.2408
152.5845	159.236	181.3619	178.8878	153.7277	192.4392	179.0716	177.0063	122.568	174.3344	169.5708	122.9298	138.4526	149.0858	126.2024	21.2154	32.959	32.7513	39.5634	24.3189	22.2595	61.6552	21.5594	28.1859	43.8408	24.9052	24.4816	30.7097	22.0631	26.58	2.3516	6.0203	6.5699	13.3559	4.365	9.9547	6.6162	1.8385	4.2579	1.3005	8.6249	7.3205	16.1021	8.2907	15.6837	0.7101	0.2154	5.5453	3.1548	2.4142	2.2694	0.5724	0.9576	1.3726	0.7946
173.0011	193.0581	175.5236	180.4309	171.3908	163.4987	184.5905	163.4164	162.4335	175.5511	159.5872	154.3044	158.8875	150.3727	152.3716	28.5398	34.0075	35.3755	37.9691	33.7892	22.6716	30.7243	34.8428	34.3394	41.6924	17.525	31.2112	22.5905	17.4803	23.0186	5.7764	13.1712	5.7659	4.6832	8.4358	6.4131	6.0008	1.06	5.6314	3.2624	4.3658	4.7813	7.352	10.6688	4.5846	0.2234	1.4443	0.3831	0.4949	4.4409	0.3282	0.5588	1.4085	2.0696	4.4567
190.2308	183.6033	166.9289	184.5422	193.2975	161.9896	168.2664	172.7386	166.8544	165.4451	164.4946	163.6399	143.5582	165.1914	162.9496	60.3082	32.0158	44.6303	47.0139	24.7942	59.634	31.023	25.2418	31.0439	27.4684	26.9622	18.2633	26.2294	14.6009	48.4382	5.5339	2.9991	4.4074	12.2837	6.7814	3.7459	7.8729	5.4811	3.4422	2.7229	12.6323	8.6865	13.2959	5.1907	7.4893	0.1423	0.7077	0.7754	1.4131	2.6882	0.1828	0.1832	2.2007	0.6317	1.9306
178.5786	167.7904	177.4991	173.6409	184.2244	162.7011	176.7291	181.0822	165.5305	184.5459	158.5859	140.726	146.7589	165.4261	118.5294	27.9533	29.1306	38.131	26.826	33.4144	33.0218	33.953	28.2578	17.8624	53.7722	33.1815	26.9559	40.4841	23.6607	21.1372	2.675	5.1082	9.839	3.2637	11.0913	3.321	7.6585	2.8249	3.5098	6.9295	6.8509	5.2734	10.5894	9.56	4.7447	0.7567	0.63	4.0941	1.8964	5.4995	1.1531	0.2547	0.7755	0.8652	0.9709
165.526	185.0822	178.7938	183.6383	173.1894	176.2535	174.8698	171.8881	166.6075	174.1339	177.2382	166.0097	139.2901	137.0976	165.712	31.9813	37.3711	27.6948	41.5372	23.8319	89.8627	30.0044	19.968	18.972	34.1233	34.5487	27.8032	36.3981	22.3844	36.139	2.5085	5.2258	3.6403	9.2642	3.944	6.1308	3.2968	4.2909	1.5722	4.2616	6.3754	4.5965	9.5487	6.2156	8.2199	1.1377	0.8934	1.6748	0.8346	1.6158	1.1151	0.7089	1.1732	2.7715	2.078
193.0466	173.2366	178.7343	164.4071	161.8305	173.4054	172.8243	175.8727	180.2065	166.067	145.2361	176.628	133.7238	156.0614	172.4669	34.5009	52.3806	36.8909	31.9818	22.358	23.5137	41.7405	21.8301	31.0672	57.8485	34.8992	23.8973	19.7774	25.1583	28.5406	6.2429	4.0411	2.6927	5.681	11.9917	5.4912	4.067	4.3902	7.6424	2.5676	4.7196	7.9837	11.7138	10.5771	5.896	0.7557	0.8551	2.7345	0.4494	1.6811	0.8888	0.8109	0.3759	0.8235	1.8652
181.2489	163.3635	175.6803	165.3937	166.7488	175.5404	187.5192	181.8516	145.4935	177.8993	159.5445	173.8403	117.8737	143.4863	157.5901	25.8208	20.7622	47.2685	34.5919	36.0334	46.8224	38.7311	16.9657	22.5356	41.7792	28.8261	44.2941	22.1388	19.6233	45.9642	8.0095	2.9831	4.2924	7.15	6.9302	4.8738	3.1903	5.7534	2.0439	6.7048	8.8049	5.8061	8.4349	9.4918	4.1948	0.8114	0.2138	1.6487	0.799	4.4921	0.9545	0.3325	2.2494	1.2484	0.4834
164.5528	185.9559	177.8235	176.277	177.0965	164.703	178.8785	166.7225	158.9459	189.2843	168.2831	149.8138	162.8678	135.033	134.0899	30.717	64.5851	32.6912	35.3508	32.4444	35.1719	36.6647	39.7401	32.1271	32.67	34.2311	24.9017	19.361	18.312	30.6214	3.532	1.9378	4.8822	7.3696	5.2431	4.9885	3.4792	2.5062	4.4615	2.8012	6.1983	6.1817	8.6155	14.5583	5.4397	0.5087	2.1175	2.7604	2.4135	2.0842	0.1028	0.3292	1.2255	0.8682	2.9539
189.2162	179.6293	183.6845	158.4208	152.7463	170.4659	165.7169	174.2534	145.794	105.2955	150.5182	135.4947	168.0862	148.4069	121.4789	22.2416	34.5868	42.1127	34.4367	24.9793	61.8649	45.6262	24.9142	24.9319	55.8533	30.0239	20.3963	11.7678	19.7319	39.1112	6.798	8.4373	3.8389	3.6472	8.552	7.7871	6.051	9.3279	1.9788	2.314	4.449	6.1353	11.084	6.2164	6.3385	0.2379	0.9188	0.7471	1.4331	3.0585	0.1366	0.4496	1.0848	1.5561	0.8436
182.4885	189.1863	165.2823	194.393	176.6832	162.9324	189.4606	161.0796	159.8091	163.7406	156.5549	162.4294	161.2189	119.3077	71.5014	23.2561	33.1885	30.5375	30.4799	27.1317	45.7945	38.0016	24.319	21.5597	45.5206	50.8222	18.7436	21.1081	30.6397	24.7928	3.5532	13.0142	4.8119	15.0974	8.8254	3.0459	1.2294	5.9537	5.4418	6.5259	7.7927	3.4701	4.8335	11.5919	7.661	0.9659	0.7672	1.3237	2.9121	3.1627	0.1171	0.8148	0.661	1.26	0.6505
180.9279	189.0862	183.2965	171.1628	181.9767	189.2708	175.6371	182.223	154.4781	168.9489	134.1484	155.4887	126.1105	156.7146	132.7111	26.1533	41.4782	34.6291	46.016	37.4391	39.086	32.6978	24.8424	24.6343	68.2998	27.5453	29.8391	27.5918	20.9559	36.7897	3.1427	7.8912	8.6611	14.1389	6.71	2.5168	3.15	1.9797	2.935	4.7681	3.75	7.591	4.48	9.4568	4.5283	1.4869	2.8234	2.0617	1.4827	1.9185	0.1908	0.1179	1.8864	0.7335	1.0223
181.7266	191.7172	151.4777	136.7528	165.8357	172.4151	172.3733	164.7711	182.4718	181.6255	131.518	164.217	149.6657	172.2634	148.944	20.3676	35.1487	24.4479	31.4412	25.0685	35.167	24.2297	26.7223	32.175	51.6638	30.1503	17.3465	18.0804	13.6944	23.2352	3.7831	5.6948	8.0561	15.9978	8.3508	3.4522	1.5164	6.7106	1.8027	9.5208	6.0766	4.5206	2.8668	7.3307	6.2377	0.6272	1.6565	2.9838	1.5372	3.6587	0.0234	1.7064	1.2987	0.6239	2.9619
189.3951	168.8006	182.5433	175.107	164.506	168.876	182.2411	173.6895	164.0636	190.0599	152.3521	164.7394	166.2867	161.8775	142.2451	34.1445	24.7587	35.4175	32.2682	27.9579	24.0509	46.0255	22.0638	24.133	67.1994	23.0797	23.129	38.8727	22.3919	29.0184	4.3714	3.0579	5.8744	8.3297	11.274	3.7273	6.3886	3.4204	3.5718	5.0065	4.2063	3.5766	6.0399	12.9803	4.0022	0.2505	0.6585	0.5956	0.8042	1.9159	0.2583	0.4158	1.9062	4.5176	3.7471
177.1369	182.1429	165.2735	194.9	159.1016	125.463	173.6205	165.6968	179.8094	172.9232	139.7424	152.3694	124.2846	153.115	143.0288	28.6936	83.5435	38.9304	28.9487	38.6394	34.1035	34.2253	33.375	23.3614	48.2177	51.7309	19.794	27.19	27.8538	32.6837	3.3975	4.2078	10.3706	8.5702	6.2652	3.2073	3.2813	2.5512	4.0927	4.2118	5.3035	4.7555	7.3367	8.641	6.6674	0.3354	1.0085	1.025	2.8514	1.371	0.1169	3.4671	0.6044	1.1736	2.8577
158.1279	182.1456	184.6077	163.9816	164.624	146.3753	158.2206	186.47	176.3224	172.5216	171.604	174.2482	147.8331	160.3142	99.2117	50.9862	23.7376	47.5613	45.3207	27.0381	64.2799	16.7475	37.9107	24.275	33.6575	19.8584	13.3315	22.0706	45.0434	21.0252	4.0515	4.0738	9.1685	4.3411	7.3753	4.2665	5.621	4.3456	2.1083	4.0709	5.327	8.3693	3.7074	8.2109	14.0867	2.9103	1.4797	2.6908	1.0998	3.4321	0.1151	0.8667	1.2386	0.5645	2.4637
192.5152	184.2822	178.6413	189.2904	182.089	192.4739	184.3607	193.0319	170.6528	154.6374	156.3036	155.163	166.2503	147.2124	109.1293	33.2296	38.8746	32.9326	58.2837	27.079	32.1485	32.2095	35.2054	27.1594	59.834	26.5479	15.3073	25.8696	10.8147	31.2591	4.3143	5.295	11.7874	5.2892	8.6542	10.2101	1.5559	2.0396	2.7001	5.3586	4.0671	5.8122	4.6571	10.1516	5.1352	0.8607	0.3915	1.4402	1.1419	1.8587	1.1981	0.5093	0.6119	2.3812	3.0362
183.8698	189.832	168.3952	193.8304	175.7933	184.6357	160.4356	163.1395	139.3809	184.1101	145.734	161.1929	151.2936	169.4481	148.3436	28.0422	19.6494	35.5438	50.1347	37.0491	52.2699	36.2046	22.0896	22.6775	49.6538	30.822	15.9318	34.3165	24.3627	32.3247	5.403	6.0884	12.4872	6.8461	10.2956	5.7701	4.6676	3.0346	4.6141	3.6074	3.7061	10.1161	4.0859	8.9733	8.426	0.878	1.0118	2.1354	0.3335	1.3274	0.4477	0.9827	1.7152	1.1413	0.6749
150.8342	165.4195	171.668	176.9983	174.728	176.5114	180.4127	163.5184	171.0779	149.3	150.2996	161.6677	153.2354	129.2549	148.8496	27.0819	25.906	26.5287	27.1695	31.1567	41.8711	36.8496	43.636	19.0669	34.6848	48.1196	16.6176	28.5949	21.1064	26.0094	2.7236	8.051	9.6013	6.9971	18.3739	3.4171	6.0799	4.4118	3.2884	6.0731	2.8707	6.3871	3.9696	8.1861	5.9217	0.07015	0.8766	3.0698	1.9121	3.4496	0.5587	0.1308	1.3985	1.088	0.8158
187.1472	178.2231	164.7733	180.6898	170.0729	155.2844	189.7373	180.3362	175.1491	177.1096	162.4802	165.2673	155.5377	133.4479	155.2585	27.398	39.8682	30.6439	44.3725	27.1546	30.676	28.5403	15.8393	31.6719	44.2907	34.1298	13.0598	18.5536	29.456	32.7308	8.5576	5.6813	5.3206	7.4924	5.1498	5.8721	3.7042	3.319	6.4911	3.4767	3.3101	4.2759	5.5553	4.4755	3.8067	0.2702	0.775	0.3889	3.2726	9.0411	0.05778	0.6613	1.4328	1.6867	1.7071
183.8265	132.3065	173.0425	182.9132	168.8211	151.7783	177.9447	164.8444	161.3205	178.4474	163.0571	141.6504	149.0577	157.0351	140.6334	31.783	20.9317	27.2529	33.3378	26.0644	62.9281	42.6024	18.2093	19.6565	33.5323	24.6617	26.822	22.317	30.5566	40.885	5.5517	4.6056	8.726	9.476	4.9739	4.5614	12.4927	2.5732	3.4519	3.3014	2.7776	5.5863	6.1882	11.1052	5.505	0.4455	0.9172	0.7797	1.6525	1.2419	0.182	0.8234	1.444	4.0858	1.149
176.4348	173.5026	165.6403	181.7166	170.5845	147.6838	166.7084	185.2019	166.59	178.4246	139.2214	146.3007	149.5195	156.9224	137.6266	29.874	24.676	27.4951	25.8276	26.4864	28.4527	48.3858	9.8879	33.3376	49.9305	27.1379	13.2788	19.8598	19.3702	30.071	2.7275	5.1215	4.9927	8.9345	4.445	1.8778	6.9838	5.1846	2.2885	5.1908	4.6738	6.5669	5.734	10.0566	5.8466	0.2409	1.2971	2.7522	3.056	2.925	0.524	1.4646	1.1085	0.4715	0.8327
180.6456	183.4909	172.4943	188.0949	161.1297	184.432	154.1489	182.8863	154.3874	162.3519	179.4858	171.6169	129.0524	163.7139	147.8432	26.835	37.2541	33.303	30.7594	22.1127	32.4698	34.5529	24.2729	22.9083	46.4732	38.0149	22.7874	27.9338	32.5796	23.3253	2.991	6.2125	8.7468	9.8202	4.6999	2.1621	2.4784	6.8718	4.7997	4.4422	3.6468	10.5198	4.2978	6.3687	3.706	1.2933	0.5207	1.3454	2.5816	6.0314	0.3516	0.9027	1.4041	1.8758	0.917
183.8452	189.3862	171.434	143.9791	171.6193	163.8468	146.2531	171.4188	161.2626	175.4962	171.4897	142.9748	160.3618	145.5765	165.1235	40.1416	51.5302	41.148	29.9399	30.7828	34.2702	17.8758	30.6408	25.2232	44.9036	29.9714	26.9307	20.681	22.4852	29.1372	2.2043	8.8149	8.3955	7.399	5.1234	4.8085	1.8329	7.8642	2.1944	3.1631	9.9548	11.885	7.2106	14.4856	5.0967	0.6482	0.3349	1.3808	1.038	2.4923	0.6755	0.8604	0.8269	1.6275	0.6524
163.7976	191.9829	161.1793	180.5898	172.5535	179.2606	173.5754	168.7467	164.7782	173.7469	152.4279	175.5701	163.8072	158.8015	147.9177	45.9187	35.0372	32.8414	32.222	20.7571	54.8769	48.8451	17.3808	27.0899	54.6457	34.9033	22.7329	27.1297	18.6747	16.7766	3.8222	4.6178	3.9893	8.1187	9.4013	4.988	1.7114	5.68	3.6287	3.0804	5.6043	14.1845	3.5603	4.7736	9.9309	0.8652	0.8756	3.2359	0.554	1.3429	1.0357	1.6187	1.5061	1.7467	2.1026
173.226	172.1088	165.2321	187.7518	167.6938	167.871	173.6457	179.7608	153.3165	177.42	166.6241	149.4707	140.8184	145.9698	133.5372	34.0138	38.2211	36.307	38.298	24.8696	47.0611	68.7104	38.5612	25.164	44.6169	24.324	20.1707	36.1238	22.4873	16.5289	8.0604	11.567	6.5191	5.6629	10.1965	2.9091	4.9464	3.811	3.5438	11.7006	7.554	4.4457	5.1792	7.6044	3.3061	0.8985	0.1186	0.4535	2.1906	3.5937	0.07684	0.5986	1.5399	0.5998	3.0442
155.4354	174.6986	128.5575	163.6902	178.1259	189.2257	178.059	188.6828	178.1947	177.3044	159.212	167.469	147.2067	160.8612	154.5544	35.7732	41.1421	28.6709	48.9537	34.5956	36.8477	28.3577	38.2212	37.7902	39.7706	14.6376	34.9776	29.04	26.1093	33.0716	4.3562	11.5214	2.6122	5.5711	1.4011	2.1496	8.8593	5.3481	2.3707	2.8208	16.4133	10.9838	5.5031	9.8274	6.2602	0.6347	1.6287	1.1727	1.0763	0.9279	0.1384	1.2369	0.8862	1.8256	1.69
136.7851	171.4212	183.6985	188.5972	164.2447	184.7277	185.2969	165.3214	180.4189	149.4573	135.5285	138.63	155.3026	163.2582	163.2652	42.2541	33.9314	38.0405	48.5783	22.5293	37.3432	33.6	25.4583	32.1756	44.5082	30.3242	22.0499	42.6877	32.2838	16.1324	6.1118	4.448	4.7147	5.9924	7.5042	2.7599	7.6371	6.2432	2.4422	0.4415	7.3143	8.4499	5.5971	2.9806	5.5565	1.8339	0.7057	0.4494	1.3376	4.3143	0.6771	0.2648	0.6637	4.0274	0.4998
175.928	186.1406	173.9766	166.0986	178.7358	183.6024	184.3033	125.71	150.9035	160.4573	153.8707	163.4132	160.8756	155.1008	143.5528	35.8635	30.2471	35.3629	32.2174	24.1423	24.1727	37.3334	25.9266	37.4531	55.0644	22.0008	20.2654	22.5208	19.1387	24.5357	6.0873	4.8857	3.5358	11.1453	7.8305	3.3383	5.8405	3.0892	5.4601	2.7694	11.4777	13.4057	6.3501	9.0851	7.6152	0.4839	0.9713	0.9472	2.7023	2.1294	0.3341	0.1782	1.6398	2.8439	0.3309
179.2441	174.203	181.0035	187.3923	173.1973	174.5489	180.6893	167.4068	131.5458	144.6229	163.7705	162.6942	153.863	150.4217	155.2671	19.0545	50.0907	45.5571	55.1875	24.135	44.4712	29.647	23.5992	20.2838	49.3947	23.1546	28.9332	25.7145	31.5933	23.7757	5.1028	3.6855	3.7195	5.6123	9.7875	5.9359	4.5665	2.4859	4.3004	4.043	16.3935	8.4576	7.1874	17.7091	4.0585	0.7348	1.411	2.5302	1.3148	3.0942	0.2615	0.3741	0.6261	0.5238	1.3997
168.9237	181.9226	178.5269	188.9861	185.364	168.5528	170.3977	168.3498	167.9671	126.3504	172.6554	131.4557	148.3617	162.9285	148.4536	40.9061	29.9585	28.6181	32.9333	24.3158	32.8409	25.364	27.7685	26.2631	27.8307	24.8093	27.9628	20.1871	25.401	19.7642	3.3395	2.3983	5.5991	14.289	7.8555	2.788	7.601	4.7238	2.514	5.8368	4.9316	6.0206	6.3747	7.7268	3.1734	0.9762	0.4243	1.0189	1.1371	2.3275	0.2559	0.4469	0.2639	1.7174	1.9568
181.8446	164.968	177.2818	175.5958	168.2588	178.8794	180.7269	160.5072	134.3829	166.3212	125.943	129.7552	136.3574	167.4961	124.1549	44.6069	41.6558	30.924	38.628	33.4551	27.5209	43.8265	29.4395	35.1075	24.6374	45.4214	25.1884	34.015	26.0803	11.9752	6.1663	4.2291	4.6677	14.5721	8.5503	4.4622	7.1907	4.6221	1.424	6.636	4.4733	5.4638	14.4426	7.7094	8.2707	0.9824	0.568	4.2697	1.1878	2.3716	0.1639	0.9847	1.1497	1.2282	0.4596
178.7416	184.3689	156.5469	175.8102	181.7533	179.8889	164.5846	162.5582	127.6338	138.6069	144.8998	142.4716	140.3436	167.4948	146.1938	30.3038	28.2082	37.7582	35.4731	20.4823	63.9865	33.9762	18.2291	46.9546	26.9367	32.1769	19.0188	31.9566	18.5835	29.3906	6.7348	4.7297	4.9212	6.8299	6.936	3.2775	6.9854	6.5259	2.5375	4.8776	8.2722	6.7162	7.5169	6.2877	5.5701	0.6595	1.0777	0.9809	1.2034	4.0487	0.1561	0.3422	2.2248	0.106	1.8706
173.0257	180.9015	170.7011	170.3834	185.6111	184.0975	162.8605	182.3748	158.3621	148.5202	158.0089	161.2739	133.8854	127.1669	144.6215	35.228	37.6966	33.7334	34.1073	40.2498	32.9656	54.1455	22.2757	42.0777	23.528	33.2589	26.3589	26.14	14.7665	14.9803	6.4338	9.3016	6.9615	5.8328	6.6064	6.0504	6.6935	10.9418	2.7636	3.9116	4.1393	4.754	12.0138	6.5613	4.8269	0.1445	1.1038	2.1923	1.3989	5.5447	1.238	1.8778	2.5297	3.4766	2.3085
184.8383	173.6473	174.7969	183.1565	163.419	190.341	176.8514	151.8943	155.2566	173.228	164.4628	173.3763	166.4061	160.1572	136.5273	32.9861	51.2697	23.9174	33.7993	45.6145	35.6968	36.4055	16.7808	37.0156	22.1358	32.876	23.96	23.5348	25.8116	20.9639	4.7485	3.0012	6.4397	10.7681	6.2429	4.0286	5.1857	1.1223	4.2172	6.197	5.6427	5.6855	12.2213	5.0641	6.6456	0.6494	0.1609	0.3698	3.8481	6.795	0.3421	1.1969	0.635	1.8242	0.3054
182.5035	180.5098	186.0151	174.9206	178.9123	131.4521	178.176	176.004	160.4861	188.0817	155.2069	145.3219	142.0364	164.7997	152.7561	31.1251	37.6772	49.4433	45.876	21.3224	39.1038	31.7653	29.4608	36.1549	31.2542	35.4858	30.299	33.6187	20.728	15.9119	5.0087	2.9925	7.1978	7.3271	3.0635	1.7535	6.3129	4.7684	3.2575	3.6637	6.2718	6.6369	11.3417	6.1311	5.0236	2.1786	1.6019	1.0661	2.9363	2.0199	0.3903	1.1043	1.5539	3.1866	2.1049
181.5358	152.1049	173.7557	180.2659	165.2888	186.1079	171.1729	171.5665	164.7753	175.0857	162.2683	136.7288	153.4517	147.4344	159.4072	43.2088	22.2652	43.5168	44.7931	46.8517	46.7123	27.4468	30.5885	18.3002	39.5839	46.885	28.5834	36.296	14.0638	12.1744	6.5906	5.0917	2.7234	6.7407	6.1199	2.8715	4.5783	2.7014	4.9228	6.8325	8.4709	6.5357	5.6457	2.3646	12.4984	0.2661	1.4243	0.6108	0.794	5.3982	0.2835	0.7086	1.8706	0.5637	1.0066
185.1348	180.9512	152.2867	185.7377	171.4013	188.6869	180.6303	161.8146	174.7401	172.958	133.3344	157.7884	129.3972	157.7764	94.2049	18.2015	32.5917	39.4897	52.5789	18.3128	39.6348	35.4112	26.2102	24.0981	22.3486	48.9959	33.9081	31.1449	30.5647	17.432	1.8314	5.9165	4.6496	5.639	3.609	3.9646	5.6121	4.3385	2.9528	2.9292	7.8354	7.4457	7.4094	3.8217	4.7716	1.052	0.2967	1.7537	2.6466	2.9153	0.3589	1.7674	0.9314	3.0262	0.6023
