Eso-0-6c-1	Eso-0-6c-2	Eso-0-6c-3	Eso-0-6c-4	Eso-0-6c-5	Eso-0-6d-1	Eso-0-6d-2	Eso-0-6d-3	Eso-0-6d-4	Eso-0-6d-5	Eso-0-1k-1	Eso-0-1k-2	Eso-0-1k-3	Eso-0-1k-4	Eso-0-1k-5	Eso-7-1c-1	Eso-7-1c-2	Eso-7-1c-3	Eso-7-1c-4	Eso-7-1c-5	Eso-7-1i-1	Eso-7-1i-2	Eso-7-1i-3	Eso-7-1i-4	Eso-7-1i-5	Eso-7-1j-1	Eso-7-1j-2	Eso-7-1j-3	Eso-7-1j-4	Eso-7-1j-5	Eso-12-6e-1	Eso-12-6e-2	Eso-12-6e-3	Eso-12-6e-4	Eso-12-6e-5	Eso-12-6g-1	Eso-12-6g-2	Eso-12-6g-3	Eso-12-6g-4	Eso-12-6g-5	Eso-12-1a-1	Eso-12-1a-2	Eso-12-1a-3	Eso-12-1a-4	Eso-12-1a-5	Eso-18-1d-1	Eso-18-1d-2	Eso-18-1d-3	Eso-18-1d-4	Eso-18-1d-5	Eso-18-1e-1	Eso-18-1e-2	Eso-18-1e-3	Eso-18-1e-4	Eso-18-1e-5
178.8119	188.5493	172.2842	182.9329	176.0879	189.9803	175.0663	170.3554	166.4891	168.3392	159.5033	158.3913	157.4855	132.642	162.2011	18.2171	32.2939	37.0377	27.762	40.2825	59.0993	29.4677	13.3814	20.8089	25.5697	17.4474	22.0818	39.4731	48.4017	35.4426	5.2787	2.5307	3.7984	4.1193	12.916	1.8569	2.7707	0.8392	3.8085	5.0347	9.1599	3.8462	3.9938	3.1296	3.3832	1.3871		6.305	2.3087		0.5052	0.7996	2.9488	0.7346	1.1019
171.8454	181.9017	148.8141	171.6483	172.4545	137.2569	161.8853	176.7844	163.2275	182.1472	153.8489	147.2955	161.2873	138.7254	156.5682	38.3264	29.3845	38.1573	42.9456	32.6737	55.3434	41.9828	22.1767	28.6156	38.1522	11.6398	23.108	33.0136	19.6834	17.1004	4.3541	4.5818	3.3929	9.7586	9.0155	7.5461	3.9906	1.8708	3.0134	4.9915	9.8428	6.3293	4.1847	7.0434	6.2438	0.1126		0.243	1.1055		0.6544	0.4292	2.3891	1.9854	5.4074
180.0852	188.761	159.3559	182.4083	193.9591	142.1421	183.3254	165.8244	142.8206	168.0413	111.2676	134.5671	172.7222	140.4006	108.9482	30.9193	34.3912	35.5984	29.5613	33.1838	54.1224	61.7452	21.5834	26.9351	33.944	13.1541	21.4694	30.2145	16.474	43.3641	6.9745	7.1842	4.979	6.7593	6.8219	2.0637	0.7635	1.7204	4.3664	8.7607	5.189	3.8695	4.5058	1.8337	6.5836	1.5113		0.9756	0.8919		0.4131	0.1234	0.2788	0.5783	3.0048
156.8561	175.5978	175.9726	179.479	189.6241	184.7477	188.9327	153.5047	173.8299	168.6218	169.8217	137.7967	175.1644	161.3621	133.4765	26.5884	42.5297	27.8603	21.4987	27.2884	25.5542	48.3154	27.7315	42.9532	31.6922	26.6251	24.6935	53.1258	27.8657	30.9915	8.164	5.1183	3.8495	5.0085	4.9415	2.8704	6.3615	2.0482	2.0793	4.2425	6.5166	4.6983	7.1452	12.3754	12.076	0.5077		0.2771	2.7963		0.2545	0.2318	0.5533	0.719	1.0392
170.8314	182.2779	173.8451	158.4053	165.6037	166.8666	172.0752	172.4558	147.8193	157.0062	164.7652	138.3596	132.7848	147.1542	129.7522	28.4497	29.2529	45.5308	21.0093		70.9891	29.5894	20.7699	34.0634	33.3792	32.1911	22.0348	28.7013	13.906	52.6426	6.7098	5.5624	1.6949	12.31	2.2542	1.7016	7.5009	2.0396	1.5821	3.3806	5.9664	3.1677	4.5194	2.9771	3.624	0.3336		3.6145	1.3928		0.5062	0.2956	0.966	0.3367	1.914
169.5417	166.9248	124.0004	188.6163	161.8943	171.2245	169.2509	165.0311	161.1708	164.9059	139.2582	154.6848	167.6891	145.9702	135.4942	30.4331	37.016	34.0563	40.9982		37.1093	38.4289	14.214	23.9878	17.0682	16.2563	20.1335	33.0941	20.8766	43.259	2.4111	4.2752	1.8772	11.3544	4.9296	2.4742	4.4718	1.5925	4.5669	4.8406	5.4296	3.8455	5.4902	6.5835	4.6769	0.1673		3.5396	0.8946		0.5656	0.1584	0.4749	0.8226	0.3061
160.2525	188.7791	172.8038	173.4027	184.3473	150.9988	157.8937	177.794	178.3911	162.4087	144.8681	168.2609	138.8477	122.5532	148.7721	35.3989	33.6506	36.5167	37.118		29.6345	20.7995	32.3468	19.7925	67.9278	22.1876	16.0386	39.6788	30.2716	29.6869	5.8311	4.3492	4.2473	4.8006	4.0802	2.9835	4.5804	3.8132	6.4749	1.8869	5.9787	3.986	3.9152	8.303	5.7353	0.6351		1.5827	0.1973		0.2195	0.497	0.9315	0.91	2.4646
182.7581	176.6904	163.1038	179.3768	191.1689	169.8439	102.34	172.7402	170.8919	179.0273	131.0807	132.3339	108.3914	126.472	152.5027	33.3254	45.1992	36.5818	52.2611		44.6223	18.3829	20.8296	19.0142	36.9156	14.1676	25.8252	25.23	18.8329	11.6229	2.5852	3.1893	6.474	4.7734	7.1863	3.4143	1.3061	1.8745	5.5703	4.2373	5.614	3.4658	8.3615	7.8157	3.1209	0.07612		0.4417	1.3402		0.4005	0.6333	1.33	1.0052	0.5658
182.8285	172.7898	161.2747	139.6913	156.1133	176.4679	111.683	161.3994	173.0853	150.5887	118.8803	155.9491	163.4594	132.3425	163.0531	19.0657	35.4421	37.756	24.6539		21.3175	36.2513	31.0823	21.9541	39.1758	37.4869	20.7511	15.6663	20.5497	21.0348	4.9579	3.9054	8.5339	6.8141	7.5585	2.9425	2.3365	3.0267	2.6822	2.2688	3.7135	5.5009	6.5835	9.4548	3.6806	0.07612		6.4797	1.6883		0.1238	0.5236	1.4535	1.0052	1.4821
163.674	176.9552	178.5112	188.4694	151.4567	196.5256	174.1982	163.7105	134.92	175.6329	144.8551	139.8399	144.3733	126.2778	144.3911	19.8117	44.1006	21.5403	38.5475		26.0123	29.9183	29.1019	30.5813	37.1381	27.3147	18.2015	26.2331	21.0799	54.4029	4.0727	1.9624	10.376	4.1427	5.0208	1.1051	2.4173	1.9834	2.4978	4.1756	6.4099	5.1599	6.681	8.8877	0.8657	0.06541		1.8645	0.4077		0.2894	0.244	0.6691	4.1781	3.311
147.3587	179.6616	150.3528	180.681	159.2563	168.1027	167.7138	174.65	156.1074	169.3273	129.0206	149.9268	139.2843	155.422	145.7665	26.8399	35.2197	31.1604	50.8027		14.6008	34.9715	34.6782	22.2693	37.3782	23.3127	18.5707	40.2348	23.2126	9.6018	3.6441	3.8756	1.8287	3.8864	5.4766	1.3701	3.8138	2.2933	4.2877	2.0787	8.426	3.2401	12.5298	6.2824	3.2449	0.668		0.6044	1.5806		0.3617	0.1088	0.5585	0.9672	1.2226
182.9356	173.4197	176.7589	165.415	168.6189	186.6727	181.1101	172.835	161.5785	173.7381	155.5957	160.8193	156.311	145.108	116.2574	18.0858	37.7106	22.9733	29.4466		38.9395	30.9411	31.9871	17.9522	25.9011	25.729	4.7996	24.712	23.4127	30.5848	3.1215	2.7547	6.9761	4.5126	3.2801	2.616	2.5885	2.791	3.5695	2.9896	11.7845	4.2788	3.1054	6.217	4.0558	0.2983		2.7133	1.0115		0.06832	0.1495	1.8719	1.0258	2.4102
190.8664	191.3184	180.1491	169.757	170.2939	156.6156	163.3892	164.0253	181.0735	170.6186	153.6802	120.3085	163.0808	140.8665	129.0802	28.2094	41.7283	45.2527	33.5131		41.7787	26.8108	29.016	17.263	36.7762	28.1563	37.0724	36.5548	25.024	43.2606	7.7332	5.2069	3.3319	6.7133	6.4086	1.9864	1.7554	2.6569	5.2214	1.7068	3.3396	5.8963	5.6833	5.202	8.3849	0.07359		3.2254	0.2682		0.3163	0.2124	1.1146	0.7962	0.611
176.0344	145.4938	173.6853	171.8189	165.2618	184.0767	150.8031	161.065	167.927	180.9417	138.5931	113.7518	145.0531	135.5149	133.2763	28.5986	58.7217	26.3552	45.1856		22.8047	33.2846	22.7767	25.0218	36.8317	34.0756	14.5713	26.1939	18.8069	39.4992	8.376	6.6944	4.4946	5.0185	4.261	3.0894	6.5657	2.2014	4.1243	4.204	12.7237	4.8616	4.8896	5.5734	10.765	0.5817		1.723	0.09196		0.1023	0.2406	1.7073	0.8778	1.9092
164.4691	183.9696	184.0042	184.5827	167.4209	154.73	165.689	170.8162	178.4146	160.2747	161.4781	118.7917	171.359	156.1538	104.5953	21.5094	37.4742	47.4158	35.7585		45.7571	24.3194	38.1494	16.7018	19.0777	26.3219	37.9713	40.5681	23.7192	38.599	8.4202	4.7066	3.7403	10.317	4.1979	3.1691	2.8224	2.954	5.0205	3.7308	4.4695	7.2416	5.456	5.5294	3.7072	0.2594		0.9993	0.7815		0.1609	0.2436	1.6014	0.5688	0.4863
171.3947	180.2457	186.6278	158.884	177.2562	176.9138	165.5721	151.8999	175.6346	168.7214	169.0348	159.1524	145.3463	148.6471	143.9508	32.2482	24.7543	29.7399	41.6699		28.0523	34.1325	16.4256	16.8708	42.1891	28.137	30.3627	29.2229		33.8514	9.6807	4.0334	8.5196	7.7154	3.5682	2.5318	3.7584	1.4663	2.0633	2.3744	6.1785	7.9696	6.8578	5.4923	3.3076	0.2559		0.4232	1.4868		0.8251	0.3088	0.3432	4.2151	0.3472
166.4366	177.6081	174.5321	177.903	177.9424	169.8573	166.3218	163.1193	182.0316	128.0424	164.655	156.9025	145.6965	131.5956	120.6887	30.1451	58.2384	36.7415	38.7172		28.0134	47.8296	21.8041	40.4743	33.3285	45.392	31.5533	22.9354		28.1899	4.2203	6.2479	2.2888	3.5844	7.805	4.1639	1.9268	2.6707	6.2986	2.1869	3.7226	4.9414	7.3695	3.7815	4.8898	0.6252		2.543	1.3278		0.06756	0.2468	1.8879	0.8428	1.9437
192.8785	181.0853	147.7837	149.7056	132.8935	129.1615	179.8881	149.5291	161.3792	179.6286	161.1203	140.5917	164.2053	133.9868	143.1345	28.1876	48.1813	45.398	26.4335		20.5426	42.8624	19.663	32.2016	25.8293	25.8809	31.8235	27.3812		23.5153	2.2598	2.204	3.6341	3.3167	3.1405	3.2103	4.2308	2.5567	7.1865	2.9119	5.2942	7.0585	5.0914	4.0093	5.653	0.4896		1.3382	0.5161		0.02681	0.1818	1.1878	0.5766	2.0201
184.2213	181.5406	166.2349	178.0476	133.3493	143.8203	142.4346	148.4556	181.2453	176.2269	166.3948	144.7057	156.1943	113.9702	131.9344	24.8862	22.7809	36.0769	43.3355		17.7694	21.4625	14.4002	18.2185	36.3019	19.6251	25.6775	28.265		23.2211	2.6284	2.8803	5.5066	12.0025	7.6035	2.4344	5.3457	7.2574	5.2487	6.2699	4.9712	3.2185	6.3356	6.2274	6.6073	0.2181		0.4882	0.615		0.08144	0.4314	0.9945	0.9573	1.7358
181.6572	185.7009	168.5613	183.7112	149.2321	169.4673	154.3589	164.3635	171.7347	179.746	160.8945	159.9316	164.6841	145.5093	135.4314	22.9848	24.7955	25.1608	51.1394		32.0383	26.3378	17.575	43.647	40.5289	42.6443	18.8199	15.0723		14.9615	6.5962	3.4223	7.7232	11.5484	5.6176	2.9484	4.5055	2.2269	4.0408	6.7711	5.1092	3.1733	2.8362	7.0941	6.4742	0.3189		2.5758	0.7072		0.03085	1.4535	2.795	2.8673	0.7479
175.7475	172.1638	155.4731	167.7703	170.4504	189.621	157.3053	173.7964	145.983	140.7482	146.5566	131.9114	137.3163	143.8583	151.8652	35.6241	35.6076	32.2565	27.0813		35.4372	32.5486	17.0285	21.9423	41.2615	35.734	40.9069	26.6834		18.6217	4.9746	7.3232	4.8672	6.2602	2.1214	2.9568	3.4088	3.0537	4.9052	3.8154	3.3592	2.988	7.4943	4.5324	4.4721	0.3874		0.3177	0.9871		0.03162	0.763	1.7716	1.5148	1.3337
181.7239	155.0005	160.9709	181.1721	170.6484	161.9913	140.9151	182.937	165.2289	176.2753	157.7855	154.9698	155.4849	137.6989	143.5049	23.9243	36.4861	37.1737	48.6984		41.8549	29.5224	20.5086	12.2343	34.2533	27.4021	19.0011	34.4001		25.6107	3.2458	3.7767	4.2653	2.6552	6.2817	3.4977	2.2964	1.0106	2.8227	3.2096	3.7523	4.1581	5.2101	12.3146	8.3181	0.3395		0.3965	2.358		0.09556	1.4676	0.3129	0.3725	0.901
182.6561	158.0261	171.8163	183.5323	94.6925	175.9455	162.5413	169.7303	160.823	168.5399	97.8478	133.1417	139.4242	134.5306	146.1596	28.8852	44.1028	30.0084	25.8223		41.5655	36.8965	34.0106	41.6137	28.4589	17.2658	36.1399	27.8658		22.4911	2.5595	3.5239	1.869	6.5055	3.7953	2.6127	1.9576	3.3291	2.1904	7.0077	1.1984	3.4969	10.8291	4.2182	4.9967	0.8147		2.7717	0.682		0.2559	2.0832	2.3535	1.9104	1.6111
186.1529	169.7561	168.1891	147.3834	180.9594	174.9171	149.3045	148.5742	169.9111	183.0446	166.9834	158.6024	133.9161	134.6099	150.4265	30.5886	35.3202	21.689	37.0786		40.7193	64.8807	40.5224	13.7316	31.2574	23.3712	17.6642	33.5598		22.6813	6.6348	4.117		10.052	6.3565	5.4359	4.8212	1.178	6.8796	6.0178	2.8404	2.6099	7.3667	9.4344	6.6561	1.5633		1.5849	0.7291		0.04052	1.9846	1.5331	2.5136	1.2656
170.4938	172.9521	164.651	180.9777	177.3731	176.6323	152.0696	140.272	145.0398	160.3097	134.3562	155.7475	154.633	136.6298	166.3711	31.9517	30.163	24.6216	23.3925		40.819	17.045	21.9346	32.6598	42.9968	23.2937	30.6303	40.9259		20.8907	4.9039	1.9876		4.5272	3.8487	3.3253	5.5395	2.1526	7.393	5.0399	2.5804	6.2829	6.2673	3.5169	4.898	2.1794		0.4222	1.3343		0.02082	0.5951	2.6134	1.3708	0.4994
178.0868	182.7934	180.2697	158.2099	190.9551	192.218	142.9978	139.2782	112.1327	178.7664	151.7297	165.8503	150.9784	116.6167	145.5581	14.4147	34.7934	30.6775	28.1745		40.6776	25.3511	24.9471	12.167	47.7851	30.6348	16.6351	20.4267		20.2378	2.7234	5.4003		8.0853		1.5022	4.3793	2.1526	6.6524	5.6818	2.0484	4.5374	6.8976	5.7947	4.6382	0.2561		0.4913			0.02309	2.2501	1.9311	1.5428	0.3642
183.4026	189.023	176.4587	178.6122	178.8793	154.3509	159.2796	151.0879	149.988	137.1047	156.2521	166.1216	152.111	137.4989	147.3541	33.2654	31.8651	28.4099	34.1395		34.8469	30.8984	17.0587	31.493	39.0747	22.696	26.9925	30.4612		21.5428	6.3204	2.979		8.4335		2.7782	1.7485	2.3068	2.8376	4.8068	3.9156	5.9926	7.2733	8.9101	5.6704	0.1104		4.4761			0.02222	0.798	1.7487	0.5967	0.8311
186.3582	167.3967	153.8938	168.9106	162.1445	180.2543	181.1725	156.6531	158.1192	99.8787	129.7002	126.977	121.8402	133.9392	156.5181	38.3863	12.8205	38.9558	41.6277		22.1041	38.7614	40.1866	20.3765	49.2701	21.7703	14.9608	28.2041		21.1165	6.5637	5.7567		5.4523		7.6342	3.8589	3.2085	5.0422	10.0188	4.2503	5.0362	4.6289	8.0787	4.1907	0.3577		1.3312			0.1042	0.5285	1.568	2.9285	1.0418
171.43	177.7938	131.6176	182.7731	185.2596	147.246	184.7109	150.8768	171.181	160.7985	154.3969	136.4044	145.7711	134.6315	93.8891	30.5378	47.9046	43.7773	55.2963		40.2024	35.8218	19.0146	14.9169	17.2316	14.4232	21.4176	29.7194		27.5125	4.5441			7.7638		2.9582	2.5539	2.3418	3.9494	6.3866	6.388	8.9044	5.1775	5.9468	2.6675	0.7046		1.5371			0.05798	1.3286	0.8376	3.6963	0.2541
182.9486	163.111	170.1372	181.3935	117.6041	177.4985	134.9459	174.8967	132.9225	171.5546	137.8925	156.8303	140.0152		142.7697	24.2561	24.6005	40.3559	26.7745		22.7317	44.5122	44.3364	30.972	12.7686	15.4019	31.2127	32.9226		13.9346	4.0313			7.086		3.5251	1.0414	2.3105	5.1151	8.4014	11.5332	5.8094	5.7351	7.4467	4.0632	0.3236		1.2228			0.0921	0.6401	1.4624	1.8416	0.1119
180.7318	136.9691	184.5277	190.3556	158.2623	151.7518	150.495	170.4626	180.8702	176.5983	136.7401	155.9369	118.8838		87.3026	18.3186	28.4976	32.4931	20.4166		42.4173	21.2976	24.6066		40.4206	26.7832	22.1379	29.695		25.5915	2.6593			5.6323		2.7709	7.547	1.0629	5.7656	4.6267	12.9272	6.8793	3.9298	11.1229	3.7343	0.9766		1.8873			0.2538	0.7223	2.7423	2.4793	0.5305
149.8981	166.7593	111.6883	171.3733	164.8789	134.5909	161.1287	168.9269	164.7013	116.0499	145.7641	148.141	141.1957		116.9824	37.1976	25.8842	35.4505	41.193		23.2302	25.5261			38.8435	14.458	30.545	29.8576		18.2225	3.1908			10.3149		6.0341	4.3644	2.3763	4.428	2.8177	10.0557	6.9171	5.4439	10.2841	1.8717	0.3009		1.6335			0.3681	0.9529	5.2724	1.0387	0.3167
184.2298	154.373	186.4406	170.8393	165.6259	131.9131	162.7652	169.6942		177.438	154.5435	129.7851	139.1223		104.5709	18.0355	47.0011	36.5026	34.2575		38.2952	62.0014			30.6256	31.5697	20.765	17.2814		19.5257	4.5957			2.7726		4.1783	2.1094	1.8691	3.9934	1.8431	5.1	4.1258	6.5347	6.5839	4.8858	1.0226		1.1578			0.3109	0.7976	0.1877	2.5145	0.223
183.2664	178.7515	161.0972	171.9883	146.8125	189.9541	156.0355	164.4008		179.247	152.5803	139.6438	119.258		102.7311	19.5721	19.3747	36.3407	44.4636		31.2117	39.5782			11.992	30.3771	12.2182	30.6182		27.9808	5.5188			7.6385		4.8201	1.8411	5.1184	3.334	2.9487	4.9353	6.2595	14.4751	6.0127	2.7556	0.4761		1.8649			0.3365	1.313	0.3429	1.0227	1.3038
181.779	175.6868	162.9232	161.4998	180.5524	175.1331	177.5528	170.4491		177.9796	150.7028	124.364	118.4994		93.6342	36.6169	24.562	44.6856	46.6825		32.5808	42.7686			31.1507	15.3013	11.1366	21.8356		20.746	3.6149			3.4994		2.3775	6.0088	1.0541	3.3298	5.6117	1.653	6.0347	14.1857	2.8294	2.644	0.3374		0.1965			0.2242	0.4675	0.265	1.7388	1.4033
160.5865	177.4688	174.7649	185.5601		161.7264	161.8255	116.3567		156.4626	146.0395	159.8827	93.9579		80.9936	34.7786	42.0984	37.2803	50.2436		19.0615	31.7788			13.5416	31.2145	12.7903	26.4319		17.0175	6.172			3.2957		3.1632	1.2796	4.283	4.7559	1.8313	6.7213	7.4556	2.6671	6.4589	1.2597	0.4601		0.7131			0.1516	0.06812	0.9873	1.883	0.5779
184.0661	187.8128	164.0077	179.3717		163.2055	170.8373	161.2176		173.6502	150.0945	135.8677	73.3996			37.5954	41.6884	31.979	71.7877		33.6041	47.589			49.9761	21.6023	18.1828	17.0498		16.6534	4.6002			7.5094		2.3474	2.0614	1.1806	1.0059	2.7806	3.8015	9.2297	6.186	4.063	4.1539	0.7839		0.7518			0.05689	0.2559	1.896	4.3028	2.32
173.1015	170.0709	163.2856	150.1048		100.4709	168.7506	161.564		172.6563	141.6691	149.3695	136.4995			17.7938	28.0624	30.0508	29.9965		36.946	28.0434			33.6551	34.327	20.3811	35.2815		17.7566	2.3544			6.4791		3.2556	1.4578	3.1991	0.9425	4.237	8.8288	2.8944	6.4137	5.5707	5.7258	2.2366		1.6879				0.2314	0.535	0.8753	0.9858
154.1215		167.3784	173.2137		151.4549	171.3997	172.8069		174.2084	121.1892	162.3459	131.776			42.0333	35.2437	37.5524	38.6104		14.2078	48.6708			34.4568	25.915	17.7178	25.8523		22.6256	4.8054			11.2961		4.8174	1.277	1.0894	3.8382	4.7635	9.9366	2.5309	9.8027	5.916	5.4434	1.3455		0.8487				0.1273	1.2961	0.422	0.7809
185.3286		175.5408	181.5329		124.1591	174.2536	173.6742		137.7848	166.6852	153.2667	131.0241			27.3548	29.7838	33.2219	25.948		48.8275	33.2545			35.613	21.7545	16.3359	28.8647		23.3809	3.0944			4.4779		8.2922	2.5959	1.5245	4.6291	5.9439	4.9551	4.1741	5.202	10.4765	4.6298	0.7304		0.464				0.3491	2.1218	2.1551	1.9406
146.7359		173.0884	118.8371		182.1737	186.6794	170.1783		151.2143	159.6614	138.7356	141.5935			50.2209	36.999	54.9425	21.4158		35.0795	32.3318			27.3715	41.4708	22.5471	21.9606		26.3494	5.253			7.8848		2.068	1.2542	1.716	4.7687	3.3485	3.615	2.1952	5.3423	11.6865	9.1968	1.6018						0.0898	0.1071	0.6736	0.3995
182.5425		166.815	177.1494		175.1298	183.4439	171.8451		169.0156	143.1089	142.2656	109.5391			44.6374	38.2904	44.4592	20.556		24.4326				26.7165	18.499	15.0981	20.0631			3.3836			5.1399		1.4469	2.7518	1.698	2.1271	5.3971	4.3144	3.2692	8.2485	8.3237	3.6647	0.312						2.3659	0.2422	0.9706	0.9764
173.4696		178.7622	162.3721			123.553	168.0987		121.6196	113.6376	133.3375	149.7707			44.7513	41.5065	27.9346	26.2959		20.2386					27.8082	24.3953	26.6221			1.9993			1.746		4.4713	2.3656	1.5418	2.1888	5.0683	6.6978	2.2257	9.831	10.4275	8.6433	1.6474						0.184	1.4125	1.7651	
185.1239		169.4104	164.9226			133.4461	180.6613			143.4694	153.898	148.1642			45.3317	38.1382	24.2949	34.9573		19.6104					17.9282	32.8316	35.1712			1.7948			7.1176		5.0998	3.3589	2.1367	1.5493	1.2617	5.0949	3.7877	15.4272		3.7713	0.5414						0.184		0.8344	
175.0038		166.2118	126.5483			167.2529	183.0012			124.9042	159.1592	156.8754			24.5536	32.2677	31.8489	29.7625		33.3205					46.8625	11.3825	28.4663			2.959			3.7128		4.222	1.8688	4.0639	1.6499	3.2673	3.9688	4.7573	5.6564		4.4341	0.7716						0.725		1.8781	
183.2092		163.4503	187.0246			165.7883	180.7393			170.3116	163.4098	94.6427			28.4155	44.454	41.5392	59.9139		28.5303					16.7509	33.4528	18.5173			3.502			3.3455		2.6198	0.4468	3.2186	1.8172	1.6673	10.5476	5.0505	5.0806		11.4688	1.0112						0.418		2.3966	
178.9562		173.676	143.2404			180.7919	188.3778			159.9218	125.7955	153.2454			23.1547	33.0868	37.6877	44.595		22.5871						29.7443	17.4437			6.9016			3.4219		2.4533	3.1244	4.9743	2.6263	3.1634	6.7038	5.3459	8.5524		5.1066	0.4962						1.0645		2.723	
140.429		145.906	177.298			155.6362	179.7129			163.2119	153.8185	124.6639			17.7254	44.2788	26.4626	34.3413		59.7428							36.1274			5.0751			6.0474		4.6409	2.0306	1.9974	3.1063	2.4564	8.6461	5.3283	5.4913		4.6437	0.4513						1.4404		0.8923	
187.5685		138.1163	176.4663			153.7794	177.4774			149.2134	161.7636	111.0608			31.9228	41.3254	27.9444	24.7964		18.4826							27.1804			2.7871					3.529	3.1531	2.3511	2.9933	2.8354	10.1048	2.59	5.9969		4.0992	0.3949						0.4741		0.7361	
183.9287		119.9631	187.7068			190.9987	164.8293			139.2138	139.5849	147.915			24.8042	43.1049	39.5795	69.2869		42							41.5025			9.1647					6.8847		4.1326	4.5571	1.6897		6.8696	10.0451		4.9381	0.7083						1.271		0.7807	
145.7665			180.2895			175.9349	174.3099			145.5717		141.2101			19.2747	43.0264	32.994	27.0479		20.475							17.6041			7.0791					2.1139		2.0657	4.2054	2.8873		4.5139	7.5831		5.7576	1.0571								3.0056	
168.839			142.104				188.3626			143.4691		141.5963			44.8948	28.7009	31.8514	30.7235		19.896							23.6865			3.2775					5.6038		2.6891	3.3885	3.7199		5.67	6.3807		6.045	0.4376								0.2677	
160.1754			170.3762				166.8843			117.7783		131.2131			25.6768	30.1447	33.2049	45.8415		36.9073							25.868			7.326					2.2277		4.2174	3.2123	1.9461		3.872	13.9587		5.7088	0.1785								0.6664	
188.7106			178.2778				131.6321			140.094		137.8792			28.595	32.9639	34.7167	39.2639		26.1284							17.6782								3.0788		2.1965	3.5949	3.6677		4.1666	8.5432		4.5254	1.0955								2.2591	
127.6405			162.4865				136.8138			146.5176		117.3053			15.4415	34.9601	30.074	14.8709									14.8167								3.5586		2.9295	3.3952	4.0855		4.5573	4.0283		7.9836	1.0955								0.3323	
177.6335			120.2901				175.8484			135.1684		130.6788			22.7128	48.6497	18.5242	32.3959									15.3132								7.4629		4.0252	2.4879	1.2269		5.4236	3.9467		5.3484	0.1134								1.9628	
180.8012			169.0217				172.0837			119.1333		99.7034			31.0241	34.7742	31.8866	36.6845									19.5075								2.9193		3.7539	3.2705	2.512		3.7321	4.6926		5.3638	0.5589								1.8573	
150.1594			187.6209				180.2974			156.1499		142.6268			34.1887	33.4129	25.8026	31.025									10.9219											4.659	1.4719		3.3017	1.4891		3.3857	0.5954								2.8142	
151.8759			169.9648				179.082			170.468		123.6692			33.9053	11.5258	25.8076										26.3949											2.5801	2.2856		10.8658	6.5081		4.7316	0.7372								1.5349	
162.0969			122.799				160.2447			116.5726		120.3768			24.0187	38.4854											15.6967											4.6252	5.9056		5.5044	11.5394		3.5838	0.716									
157.4381			158.2925				140.4245			148.3918		126.932			33.4335	40.769											25.5518											1.7589	1.9312		8.1986	5.6205		2.8862	0.4742									
155.3785			182.8934				156.3871			149.2468		116.1321			34.695	42.6693											41.4505											1.9989	6.777			7.2982			0.5904									
							161.1836			146.1196		141.1858			41.7376	48.1784											21.6725											1.3033	5.3891			7.3773			0.5555									
							161.5958			158.0541		122.7291			32.9424	36.0237											17.5056											4.1743	8.1466			6.9751			0.22									
							147.6803			113.8669		131.3256			24.5606	53.5771											28.8409											6.4956	1.5732			8.1534			0.3827									
							174.6244			150.3172		112.2172			18.2037	37.9492																						1.2513	2.2061			27.0203			0.1267									
							187.3943			154.696		142.1234			23.5432	39.2604																						5.3597	2.2129			3.4606			0.4776									
										119.8119		142.6509			23.366	39.5842																						3.9199	0.7895			7.5733			0.3913									
										109.6558		153.0776			33.8566	33.0074																						1.8555	2.2994			9.5304			0.2189									
										155.9404		125.1801				16.3384																						2.5366	1.9587			7.6687			0.9628									
										161.5757		105.9271				17.5143																						2.1745	1.657			8.867												
										149.9863		99.8247																										2.1512	2.9049			3.1802												
										137.6265		128.0352																										1.2426	4.1586			7.4638												
										135.6584		125.8899																											0.8892			9.4354												
										150.7484		121.2781																											3.2234			9.2862												
										149.9973																													4.1591			7.1788												
																																							9.9214			8.6416												
																																							4.668			5.7143												
																																							4.518			7.1463												
																																							4.342			5.4644												
																																							3.7575			7.1616												
																																							1.4624			14.4277												
																																							7.3449			3.7066												
																																							2.8272			7.6655												
																																							2.1142			3.5357												
																																							4.0679			8.7531												
																																										4.8993												
																																										5.509												
																																										9.8935												
																																										4.5046												
																																										10.2915												
																																										12.239												
																																										10.3874												
																																										7.1491												

