mouse9	mouse0	mouse1	mouse2
12788.44192	9815.75127	7660.63634	9985.830721
12138.27614	10931.37391	8153.755407	8677.014587
11199.33775	13607.85958	8265.310597	10575.36116
9053.403566	15582.21301	8541.611047	12069.69512
14686.96911	13358.32991	8253.420446	9384.821609
12447.98399	15371.28713	9137.535411	7808.124077
13156.94237	11896.82387	9798.227513	8116.155203
13884.00813	16587.04847	10788.69088	14865.54164
11260.62975	14359.88713	8324.943196	7317.053427
11200.50185	17345.77998	10078.74904	9603.237015
13146.10152	15141.47802	8469.792531	10014.10475
13497.01705	12137.39479	9958.196721	10068.37771
11087.12627	16671.59004	11502.3395	9125.985138
14171.08336	14179.17198	8821.103349	8336.477987
10172.38267	11502.34008	7797.628743	8238.385269
11109.84143	10506.14196	12057.68844	6296.303142
12167.13401	12544.23428	9110.152284	8537.993092
17005.57641	14518.41317	7451.873885	7244.910283
12479.20736	14470.20098	8494.803409	8197.332035
9604.880267	23068.73863	10382.57135	7124.903827
13081.57196	26313.63338	12848.01568	9808.12065
9959.805389	20534.21155	14658.20234	7664.556962
11455.58757	13645.4617	11880.91223	7477.13998
13776.55818	11490.23517	11505.16104	7313.227408
13436.22077	14461.1059	11541.45635	7494.618749
18237.42847	12923.62981	11232.26886	8650.165436
11152.9016	12073.42657	10313.34946	7916.076994
13405.51242	15781.41833	11037.86311	6956.818755
15650.43968	11093.89175	9515.269309	8933.268216
10739.48718	13273.97533	8100.53437	7921.054843
17365.81926	9779.10698	8321.58822	8769.109224
9894.844224	8467.466186	8548.106807	9868.481881
11018.13743	9450.311554	9132.095782	9759.478782
14660.86245	12700.59469	6896.962096	6606.195186
10903.02106	8992.787626	11412.08687	7244.25119
8390.136441	9861.150568	8145.272969	7161.720333
9324.285245	8465.200327	8707.469209	9881.193528
10611.50314	8888.520827	8829.019981	11964.75659
9630.869565	10008.40271	7339.628713	11920.81602
10196.05719	10564.28006	12660.07075	9077.325927
7890.348947	10324.11674	10719.30197	4837.685795
11213.65591	7435.187354	10791.57562	8939.793916
9695.326223	11120.6396	7483.0557	12252.94639
10101.01332	9684.818228	6838.042801	16562.10354
10513.51779	11490.52064	7622.822222	14598.32423
17068.04866	13357.62661	8068.430335	9635.677989
12811.61163	16843.42629	6735.786436	16831.40902
10362.21235	13815.47842	7478.411458	9414.358001
8642.987421	13234.46493	10431.74328	12631.39665
11846.31227	21633.42333	8533.226496	9866.510803
10559.65398	16248.85709	10706.20115	9304.961273
9336.716891	11430.95332	8745.618624	11996.12145
9148.988994	13152.55189	10260.21916	7780.988526
8889.65849	12713.71946	12053.84814	9752.937853
9562.369957	14949.58929	10535.75432	8171.474848
11500.87311	11474.22306	10597.29158	8830.11773
9999.684741	13627.07052	8572.573733	8182.591093
12884.08163	8568.776824	8594.653419	10616.35469
8922.728236	9138.908451	7499.801784	8183.211797
14478.18222	12695.30308	10323.04462	9859.352142
9530.307554	14245.55813	9505.903642	9076.607507
9825.089974	13604.18493	9024.868783	9620.379538
7914.008043	11941.97725	12006.34573	10353.23472
8141.738887	15147.06274	12918.32145	7273.808981
8558.029197	13403.94411	12097.56878	6450.128056
6802.54833	5281.092778	11299.35241	10986.81098
8511.373093	11488.88134	11492.18938	9105.081172
9309.076893	13604.66736	10007.12159	10457.35545
8546.230599	12764.34576	15083.54344	11074.70745
8575.015995	15902.90392	15062.98475	9045.626221
8005.622864	13901.05325	12503.01867	9859.17987
6987.772162	9947.029338	12969.31736	9717.833456
8458.029302	13932.03956	9863.608563	10573.09692
9369.814072	12744.87363	14005.23758	8447.56823
8491.632722	15127.13508	11995.82781	13135.97775
8758.956229	17487.16216	12593.28475	9944.055556
9774.142302	16405.80591	13554.66875	10208.87784
9260.129366	14512.48643	13562.91434	11154.20112
9822.392975	17699.35099	10685.54701	12667.07368
10253.19099	17095.22495	15939.9877	8837.000175
9745.486548	10606.28397	12177.7193	10454.42469
8161.553151	15055.92004	12325.71826	11383.34318

