mouse6c	mouse6d	mouse1k
170.5551	158.401	128.2802
141.415	132.8966	145.6171
151.5737	147.9743	163.0053
161.0486	146.7563	165.2634
162.0796	131.1406	145.8258
151.0572	138.6593	152.3525
156.2861	134.6372	149.1556
173.5821	139.2859	111.1607
155.8723	115.5086	130.3709
152.645	127.7229	146.8484
153.9098	136.5723	136.823
167.9994	129.3935	127.3925
154.321	140.843	149.924
148.7193	149.4058	147.8461
150.3293	127.9453	147.325
167.9895	126.6017	121.9469
159.4605	139.5273	139.4412
136.815	139.9667	162.4195
136.9349	123.9522	141.4179
159.4224	133.8246	162.1356
131.0824	150.9184	157.7876
146.6282	142.3001	144.3014
167.4909	142.0102	156.6641
122.6828	151.7911	141.0701
157.3347	155.9708	107.322
118.0121	129.2751	142.2089
152.7576	142.0504	135.6258
138.2765	129.751	159.3095
135.8946	139.424	140.9955
120.8607	137.426	148.5966
156.6357	139.809	144.1282
152.0993	133.0755	144.8368
109.8448	153.064	141.9232
160.8582	158.101	133.3894
167.4747	138.7337	124.5588
133.2974	144.3841	158.5791
144.3785	138.4486	162.5823
155.588	151.0679	159.042
148.2111	140.8005	168.6853
153.8477	146.024	148.1039
166.5819	137.6028	175.7167
138.74	132.6463	135.1594
157.1074	130.0813	167.9633
146.7402	134.2309	127.8186
144.8104	141.7152	148.8476
137.1598	139.8591	147.7095
133.5363	156.0611	140.5315
148.3575	151.7172	135.0513
154.0761	147.1937	159.1668
79.5299	140.687	149.0985
134.8352	139.433	166.5087
128.2309	144.6585	156.4796
149.5247	111.0211	138.0676
159.0839	132.0024	133.7117
140.8321	110.6065	143.6044
112.3894	126.4916	123.9949
159.1775	149.8714	145.2696
154.072	137.0154	152.2554
153.0065	135.4927	130.0121
117.3018	147.0446	146.637
124.8372	143.0482	150.0322
155.1529	149.577	142.5616
160.5425	156.3133	133.1983
142.9037	129.8149	139.235
148.2299	117.1501	144.3894
156.6144	138.318	154.911
167.5658	133.476	153.3099
143.7175	118.1281	132.5761
143.125	131.3871	151.4492
138.5333	142.0882	135.2223
163.4123	128.7038	139.3946
167.7959	150.9055	146.5075
157.3461	134.7722	162.8856
142.2813	127.9979	130.4514
157.8137	134.3557	142.5296
128.516	149.2641	159.9465
130.7075	124.8687	146.8042
144.9453	136.2659	139.1677
138.4082	153.9923	152.1423
165.4384	154.8342	96.7297
146.4897	139.7901	157.9421
161.3868	126.8799	166.6322
163.106	145.743	135.264
134.2893	138.9064	166.6975
174.272	154.7201	147.5656
148.0234	121.6329	162.6856
124.489	151.454	143.7663
158.5527	151.3573	156.0582
159.6289	140.2519	154.1241
115.9327	136.643	158.5117
145.5584	100.748	154.7573
173.689	152.885	165.2435
161.6629	130.005	128.8073
132.4517	132.0742	122.8843
147.5716	134.6838	146.2429
166.8523	152.0357	155.097
162.7324	138.8105	158.3228
162.0682	146.1244	137.5957
151.9759	133.3588	152.3932
145.3043	131.5983	147.4669
149.7039	136.3263	116.6081
157.4305	127.6958	168.8453
157.8644	153.4636	155.6427
153.8304	155.454	145.2958
135.1067	148.4574	141.794
153.207	133.8744	165.3298
139.5843	149.9488	137.2622
133.6837	160.407	151.9183
153.8058	125.068	159.5583
155.9539	132.2886	150.2353
147.532	136.7617	123.126
156.3833	145.1659	155.4962
157.2126	135.0215	164.4313
137.8805	146.227	147.1032
159.1686	125.2823	152.4548
154.4264	131.54	146.8761
160.9916	125.3397	126.8396
149.6481	128.8123	108.7036
151.3968	144.8966	144.8263
162.6802	151.1275	160.9606
166.5547	159.3122	154.2358
133.2421	152.0567	156.9053
137.0866	149.49	160.7053
111.5648	160.0713	138.3466
144.9095	155.4874	149.5275
103.764	135.9972	166.0548
143.113	145.4012	153.2813
132.7164	140.7555	144.77
120.8328	132.4768	145.3636
114.2407	137.3044	162.9662
106.422	103.5405	145.1621
148.5274	124.9157	148.1714
136.7148	151.46	163.6814
73.1236	147.3693	143.75
59.002	143.2428	162.7359
152.3163	195.2311	162.9002
142.2705	171.4023	141.1706
134.0389	192.6188	154.2461
148.3894	128.1528	140.0965
146.2991	185.3278	118.0883
125.6128	193.859	109.6385
128.7503	181.6289	146.0645
135.4611	149.3867	136.8615
155.8245	190.1221	118.1255
157.2527	193.0847	116.1111
139.7645	140.7923	127.4738
138.7748	166.3332	122.6704
143.9966	171.825	103.1073
156.2716	97.5564	126.4167
115.6173	199.6111	119.5328
148.9275	178.4911	131.8138
51.5145	187.5417	124.5379
94.1641	184.8317	112.2344
112.208	186.1312	129.4844
58.35	163.9977	129.9391
131.4922	72.9775	125.8651
132.0795	180.2707	86.2721
128.4055	180.9912	114.4709
116.9851	188.7832	82.4409
119.663	190.3229	133.7579
131.6584	184.4807	131.0488
127.1944	166.8755	118.4312
126.411	180.7464	135.6789
145.7755	132.3118	130.4716
133.29	174.0515	89.7207
133.6495	185.4467	124.2567
133.0359	187.3156	119.214
146.1008	195.5208	117.3213
152.9517	166.7701	91.3149
111.9005	130.8513	114.0184
136.8395	167.0401	113.9448
141.0943	166.1972	142.6767
137.3818	184.9084	131.3766
135.4155	178.4845	126.8191
95.1686	190.0969	75.6394
135.5756	179.7596	97.9657
120.1324	192.0139	121.5876
133.4976	110.8313	117.7311
150.3232	118.4759	97.4738
154.4593	181.9721	123.0809
163.0917	161.5357	114.5037
148.2912	75.7214	101.9319
154.7529	169.8191	102.8455
141.748	187.3765	119.3537
88.0175	189.442	140.8218
110.2355	179.2174	129.1528
129.9763	195.7585	113.7231
167.2847	179.2889	130.3244
103.9089	199.1243	106.2752
80.7864	193.2518	44.5048
90.5428	159.2166	92.6278
106.8863	191.8126	122.8291
153.5394	144.7309	117.2585
145.2866	144.8339	125.1117
129.8578	125.2261	117.4211
159.4812	150.581	134.485
166.5952	97.4819	122.6766
164.7896	145.5665	133.3787
168.485	137.4452	117.74
120.591	98.818	133.7884
170.3156	92.9342	106.9372
147.1051	164.7644	123.5817
98.7194	162.2318	114.2342
144.1462	128.2352	113.785
130.7834	153.7672	69.2163
130.6801	141.871	146.3863
135.6086	125.018	92.5169
	154.7457	50.6676
	156.6619	112.2372
	160.6106	95.8883
	138.7131	100.7523
	109.6198	107.8268
	148.1264	121.6041
	128.8079	130.9531
	112.1064	98.2601
	146.9571	131.328
	155.0728	112.9513
	165.3719	133.5808
	150.9991	149.2476
	157.3708	125.0185
	135.7966	124.5089
	94.249	103.6756
	141.8189	129.8966
	145.7462	104.2574
	144.0142	134.8492
	143.9585	131.4746
	107.4422	142.3595
	103.1574	133.656
	117.3079	121.1168
	141.9075	111.4716
	145.1199	110.4852
	118.9046	98.8966
	73.7821	113.7303
	109.9052	130.1043
	125.0389	129.1829
	135.5321	122.2456
	146.2614	108.7364
	134.2911	96.7918
	161.4231	131.9717
	134.0583	117.1354
	137.8105	111.0516
	134.3666	125.6409
	107.3842	130.3444
	128.9967	122.9261
	130.8962	103.5479
	133.4526	121.4522
	145.7311	134.0275
	134.1362	103.6167
	120.0556	131.6703
	146.154	96.7258
	112.2821	117.9125
	89.1992	127.6071
	151.8911	132.4977
	150.3229	138.5131
	142.9526	97.0058
	122.5069	123.4516
	89.6449	135.05
	137.4522	119.4733
	95.2156	154.9285
	83.6929	129.9394
	96.8472	120.0747
	129.1587	105.53
	137.8662	115.3049
	119.8372	132.7876
	102.2431	130.6512
	108.2444	125.1568
	110.3745	31.783
	148.1712	64.6792
	141.5611	98.0352
		120.3471
		140.9542
		139.9644
		138.6248
		57.7772
		83.773
		104.0107
		125.4905
		139.3614
		117.5659
		98.791
		111.955
		71.6191
		129.8802
		117.2307
		116.2991
		119.7013
		132.1367
		101.5483
		79.45
		138.0293
		186.9297
		156.5382
		160.0328
		168.7943
		128.0503
		182.4359
		187.4642
		179.7224
		156.755
		162.2083
		164.6207
		147.3604
		172.0756
		126.6405
		162.4651
		77.1384
		134.2646
		122.3544
		184.7781
		134.4852
		173.9978
		181.1662
		159.5793
		177.5232
		175.6205
		162.6083
		160.9552
		173.084
		156.1082
		191.2129
		175.342
		192.9817
		175.8009
		178.3396
		183.5105
		172.9804
		189.3136
		188.0648
		181.2573
		160.9336
		191.3772
		184.0487
		177.011
		146.2435
		185.786
		83.8305
		187.4379
		174.2248
		142.2452
		127.3438
		120.2311
		176.8205
		140.9496
		170.9617
		158.8379
		131.6378
		170.8648
		176.2855
		147.9626
		136.285
		160.2716
		183.0484
		173.5201
		184.4042
		171.3678
		126.9362
		177.4699
		172.4567
		166.5583
		165.9774
		166.9992
		162.2119
		107.0357
		169.7788
		184.0878
		164.2345
		134.3584
		149.5095
		136.8569
		141.5366
		111.6277
		133.4463
		89.4521
		66.9568
		100.7566
		122.0712
		111.6254
		161.0294
		145.5963
		151.2972
		143.7776
		132.7944
		152.2578
		133.53
		130.8421
		146.4681
		121.3125
		163.6422
		140.7877
		109.0258
		126.4417
		129.0986
		140.1842
		152.251
		137.2346
		135.3567
		154.5118
		148.179
		136.9065
		85.4402
		159.6684
		78.8064
		118.6359
		102.0724
		137.455
		128.5813
		129.7427
		140.1574
		62.9987
		98.8475
		114.5186
		113.822
		107.7472
		100.1042
		123.6296
		134.2356
		93.8216
		121.8633
		134.0149
		108.6652
		119.338
		111.3717
		107.0677
		102.2635
		129.9891
		90.3461
		104.6238
		113.4357
		98.6282
		110.3144
		101.3615
		99.2272
		106.3705
		92.7948
		99.3808
		99.2499
		139.612
		99.196
		133.1584
		60.3099
		104.1995
		134.2515
		111.8285
		132.2338
		88.263
		99.322
		114.9732
		78.9771
		103.9495
		105.0128
		122.1149
		107.611
		118.5392
		114.8211
		121.6021
		92.1805
		112.837
		116.0947
		44.5102
		113.1508
		127.3742
		118.8168
		123.2295
		116.2939
		96.7765
		110.9677
		89.3215
		96.8455
		124.8943
		119.9421
		105.2775
		128.013
		119.7905
		134.1782
		120.2149
		107.6136
		125.4939
		132.673
		118.3727
		99.848
		121.5062
		122.6861
		131.0765
		122.737
		86.6179
		124.1871
		115.6504
		117.299
		109.66
		106.3222
		80.6769
		110.6053
		124.8558
		117.8575
		136.5274
		125.6993
		84.4925
		103.1458
		92.0043
		99.5022
		79.2821
		118.6107

