0.0017319,0.0010232,0.0017929,0.0020583,0.0016827,0.0013757,0.003599,0.0054192,0.0055242,0.0024715
0.012672,0.0090108,0.0037009,0.0050261,0.0014,0.0020006,0.0050363,0.0036691,0.013853,0.0029021
0.0056365,0.0076659,0.009891,0.012514,0.002474,0.0038404,0.001786,0.0051266,0.013881,0.0056175
0.0071085,0.0029636,0.0064887,0.0054427,0.0029251,0.006666,0.0029766,0.0070099,0.0093625,0.0049717
0.0091857,0.0064824,0.007939,0.016673,0.0043681,0.0084904,0.0038412,0.0051744,0.0047797,0.0051862
0.0072857,0.0072098,0.006882,0.0054103,0.0014474,0.0034313,0.0026942,0.0043747,0.00288,0.010501
0.0068281,0.0073316,0.0028417,0.0028195,0.01508,0.0054096,0.0011305,0.0016052,0.01211,0.0025132
0.0054972,0.013332,0.00068001,0.0070541,0.0060173,0.0091431,0.0050753,0.0071173,0.0052427,0.0033172
0.0041624,0.015107,0.0056312,0.0033065,0.0030822,0.0041672,0.0074393,0.0059569,0.012327,0.0079681
0.0099272,0.0078834,0.00086312,0.0054907,0.004294,0.015559,0.0099513,0.0035261,0.0090969,0.0026408
0.017592,0.0025733,0.019475,0.0081962,0.0097604,0.0026517,0.0091394,0.0033713,0.0081819,0.0050477
0.0053921,0.0032729,0.0074521,0.0063521,0.0075109,0.012031,0.0053662,0.010388,0.0023758,0.0088664
0.0086784,0.0037144,0.0081572,0.0017609,0.0036562,0.0061847,0.032987,0.0035942,0.005191,0.0056954
0.0011682,0.0081206,0.0052692,0.012903,0.010119,0.010241,0.016408,0.0076406,0.004141,0.0026037
0.0046849,0.004045,0.00041488,0.0030361,0.012922,0.00067066,0.0038431,0.0017091,0.0083917,0.0033202
0.0032432,0.007903,0.012119,0.0075385,0.0028649,0.0031359,0.017653,0.0089703,0.0053558,0.0031843
0.0022064,0.0035933,0.0040851,0.002939,0.0041512,0.0036879,0.0058975,0.0011031,0.0032049,0.016496
0.0038026,0.0083967,0.0057435,0.0019013,0.0088087,0.010661,0.0014949,0.0097927,0.0075144,0.007189
0.0056105,0.011606,0.0058363,0.0032413,0.0068562,0.0045656,0.0092731,0.0021655,0.01223,0.0078087
0.020879,0.0069927,0.010967,0.0064855,0.0029334,0.0029306,0.0035486,0.0040259,0.005532,0.011896
0.017587,0.0044673,0.0051659,0.0035106,0.0038718,0.0050236,0.0033694,0.0045546,0.011823,0.0046671
0.0030014,0.0036849,0.0086641,0.0012671,0.0059136,0.0049121,0.014913,0.0068788,0.006305,0.0029889
0.010415,0.0082642,0.0084704,0.050194,0.0054366,0.0086662,0.0051842,0.0015104,0.0019493,0.0074353
0.0015675,0.0092345,0.0092983,0.012346,0.002329,0.0056242,0.0013375,0.0030409,0.003156,0.016159
