Eso-0-6c-1	Eso-0-6c-2	Eso-0-6c-3	Eso-0-6c-4	Eso-0-6c-5	Eso-0-6d-1	Eso-0-6d-2	Eso-0-6d-3	Eso-0-6d-4	Eso-0-6d-5	Eso-0-1k-1	Eso-0-1k-2	Eso-0-1k-3	Eso-0-1k-4	Eso-0-1k-5	Eso-7-1c-1	Eso-7-1c-2	Eso-7-1c-3	Eso-7-1c-4	Eso-7-1c-5	Eso-7-1i-1	Eso-7-1i-2	Eso-7-1i-3	Eso-7-1i-4	Eso-7-1i-5	Eso-7-1j-1	Eso-7-1j-2	Eso-7-1j-3	Eso-7-1j-4	Eso-7-1j-5	Eso-12-6e-1	Eso-12-6e-2	Eso-12-6e-3	Eso-12-6e-4	Eso-12-6e-5	Eso-12-6g-1	Eso-12-6g-2	Eso-12-6g-3	Eso-12-6g-4	Eso-12-6g-5	Eso-12-1a-1	Eso-12-1a-2	Eso-12-1a-3	Eso-12-1a-4	Eso-12-1a-5	Eso-18-1d-1	Eso-18-1d-2	Eso-18-1d-3	Eso-18-1d-4	Eso-18-1d-5	Eso-18-1e-1	Eso-18-1e-2	Eso-18-1e-3	Eso-18-1e-4	Eso-18-1e-5	Paw-0-6c-1	Paw-0-6c-2	Paw-0-6c-3	Paw-0-6c-4	Paw-0-6c-5	Paw-0-6c-6	Paw-0-6d-1	Paw-0-6d-2	Paw-0-6d-3	Paw-0-6d-4	Paw-0-6d-5	Paw-0-6d-6	Paw-0-1k-1	Paw-0-1k-2	Paw-0-1k-3	Paw-0-1k-4	Paw-0-1k-5	Paw-0-1k-6	Paw-7-1c-1	Paw-7-1c-3	Paw-7-1c-4	Paw-7-1c-5	Paw-7-1c-6	Paw-7-1i-1	Paw-7-1i-2	Paw-7-1i-3	Paw-7-1i-4	Paw-7-1i-5	Paw-7-1i-6	Paw-7-1j-1	Paw-7-1j-4	Paw-7-1j-5	Paw-12-6e-1	Paw-12-6e-2	Paw-12-6e-3	Paw-12-6e-4	Paw-12-6e-5	Paw-12-6g-1	Paw-12-6g-2	Paw-12-6g-3	Paw-12-6g-4	Paw-12-6g-5	Paw-12-6g-6	Paw-12-1a-1	Paw-12-1a-2	Paw-12-1a-3	Paw-12-1a-4	Paw-12-1a-5	Paw-12-1a-6	Paw-18-1d-1	Paw-18-1d-2	Paw-18-1d-3	Paw-18-1d-4	Paw-18-1d-5	Paw-18-1d-6	Paw-18-1e-1	Paw-18-1e-2	Paw-18-1e-3	Paw-18-1e-4	Paw-18-1e-5	Paw-18-1e-6	Paw-18-1f-1	Paw-18-1f-2	Ear-0-6c-1	Ear-0-6c-2	Ear-0-6c-3	Ear-0-6c-4	Ear-0-6c-5	Ear-0-6c-6	Ear-0-6d-1	Ear-0-6d-2	Ear-0-6d-3	Ear-0-6d-4	Ear-0-6d-5	Ear-0-6d-6	Ear-0-1k-1	Ear-0-1k-2	Ear-0-1k-3	Ear-0-1k-4	Ear-0-1k-5	Ear-0-1k-6	Ear-7-1c-1	Ear-7-1c-2	Ear-7-1c-3	Ear-7-1c-4	Ear-7-1c-5	Ear-7-1c-6	Ear-7-1i-1	Ear-7-1i-2	Ear-7-1i-3	Ear-7-1i-4	Ear-7-1i-5	Ear-7-1i-6	Ear-7-1j-1	Ear-7-1j-2	Ear-7-1j-3	Ear-7-1j-4	Ear-7-1j-5	Ear-7-1j-6	Ear-12-6e-1	Ear-12-6e-2	Ear-12-6e-3	Ear-12-6e-4	Ear-12-6e-5	Ear-12-6e-6	Ear-12-6g-1	Ear-12-6g-2	Ear-12-6g-3	Ear-12-6g-4	Ear-12-6g-5	Ear-12-6g-6	Ear-12-1a-1	Ear-12-1a-2	Ear-12-1a-3	Ear-12-1a-4	Ear-12-1a-5	Ear-12-1a-6	Ear-18-1d-1	Ear-18-1d-2	Ear-18-1d-3	Ear-18-1d-4	Ear-18-1d-5	Ear-18-1d-6	Ear-18-1e-1	Ear-18-1e-2	Ear-18-1e-3	Ear-18-1e-4	Ear-18-1e-5	Ear-18-1e-6	Ear-18-1f-1	Ear-18-1f-2	Ear-18-1f-4	Ear-18-1f-5	Ear-18-1f-6	Back41-0-59-1	Back41-0-59-2	Back41-0-59-3	Back41-0-59-4	Back41-0-59-5	Back41-0-60-1	Back41-0-60-2	Back41-0-60-3	Back41-0-60-4	Back41-0-60-5	Back41-0-61-1	Back41-0-61-2	Back41-0-61-3	Back41-0-61-4	Back41-0-61-5	Back41-0-62-1	Back41-0-62-2	Back41-0-62-3	Back41-0-62-4	Back41-0-62-5	Back41-5-63-1	Back41-5-63-2	Back41-5-63-3	Back41-5-63-4	Back41-5-64-1	Back41-5-64-2	Back41-5-64-3	Back41-5-64-4	Back41-5-66-1	Back41-5-66-2	Back41-5-66-3	Back41-5-66-4	Back41-5-66-5	Back41-5-65-1	Back41-5-65-2	Back41-5-65-3	Back41-5-65-4	Back41-14-67-1	Back41-14-67-2	Back41-14-67-3	Back41-14-67-4	Back41-14-67-5	Back41-14-68-1	Back41-14-68-2	Back41-14-68-3	Back41-14-68-4	Back41-14-68-5	Back41-14-69-1	Back41-14-69-2	Back41-14-69-3	Back41-14-69-4	Back41-14-69-5	Back41-14-70-1	Back41-14-70-2	Back41-14-70-3	Back41-14-70-4	Back41-14-70-5	Back29-0-71-1	Back29-0-71-2	Back29-0-71-3	Back29-0-71-4	Back29-0-89-1	Back29-0-89-2	Back29-0-89-3	Back29-0-89-4	Back29-11-80-1	Back29-11-80-2	Back29-11-80-3	Back29-11-80-4	Back29-11-81-1	Back29-11-81-2	Back29-11-81-3	Back29-11-82-1	Back29-11-82-2	Back29-11-82-3	Back29-11-82-4	Back29-11-90-1	Back29-11-90-2	Back29-11-90-3	Back29-11-90-4	Back24-0-4-1	Back24-0-4-2	Back24-0-4-3	Back24-0-4-4	Back24-0-5-1	Back24-0-5-2	Back24-0-5-3	Back24-0-5-4	Back24-0-8-1	Back24-0-8-3	Back24-0-8-4	Back24-0-8-5	Back24-0-9-1	Back24-0-9-2	Back24-0-9-3	Back24-0-9-4	Back24-21-6-1	Back24-21-6-2	Back24-21-6-3	Back24-21-6-4	Back24-21-6-5	Back24-21-7-1	Back24-21-7-2	Back24-21-7-3	Back24-21-7-4	Back24-21-10-1	Back24-21-10-2	Back24-21-10-3	Back24-21-10-4	Back24-21-10-5	Back24-21-11-1	Back24-21-11-2	Back24-21-11-3	Back24-21-11-4	Back24-21-11-5	Back24-21-11-6	Sca-0-6c-1	Sca-0-6c-2	Sca-0-6c-3	Sca-0-6c-4	Sca-0-6c-5	Sca-0-6d-1	Sca-0-6d-2	Sca-0-6d-3	Sca-0-6d-4	Sca-0-6d-5	Sca-0-6d-6	Sca-0-1k-1	Sca-0-1k-2	Sca-0-1k-3	Sca-0-1k-4	Sca-0-1k-5	Sca-0-1k-6	Sca-7-1c-2	Sca-7-1c-4	Sca-7-1c-5	Sca-7-1c-6	Sca-7-1i-1	Sca-7-1i-2	Sca-7-1i-3	Sca-7-1i-4	Sca-7-1i-5	Sca-7-1i-7	Sca-7-1j-1	Sca-7-1j-2	Sca-7-1j-3	Sca-7-1j-4	Sca-7-1j-5	Sca-7-1j-6	Sca-12-6e-1	Sca-12-6e-2	Sca-12-6e-3	Sca-12-6e-4	Sca-12-6e-5	Sca-12-6e-6	Sca-12-6g-1	Sca-12-6g-2	Sca-12-6g-3	Sca-12-6g-4	Sca-12-6g-5	Sca-12-6g-6	Sca-12-1a-1	Sca-12-1a-2	Sca-12-1a-3	Sca-12-1a-4	Sca-12-1a-5	Sca-12-1a-6	Sca-18-1e-1	Sca-18-1e-2	Sca-18-1e-3	Sca-18-1e-4	Sca-18-1e-5	Sca-18-1e-6	Sca-18-1e-7	Sca-18-1f-1	Sca-18-1f-2	Sca-18-1f-3	Sca-18-1f-4	Sca-18-1f-5	Sca-18-1f-6	IS-0-6c-1	IS-0-6c-2	IS-0-6c-3	IS-0-6c-4	IS-0-6c-5	IS-0-6c-6	IS-0-6d-1	IS-0-6d-2	IS-0-6d-3	IS-0-6d-4	IS-0-6d-5	IS-0-6d-6	IS-0-1k-1	IS-0-1k-2	IS-0-1k-3	IS-0-1k-4	IS-0-1k-5	IS-0-1k-6	IS-7-1c-1	IS-7-1c-2	IS-7-1c-3	IS-7-1c-4	IS-7-1c-5	IS-7-1c-6	IS-7-1i-1	IS-7-1i-2	IS-7-1i-3	IS-7-1i-4	IS-7-1j-1	IS-7-1j-2	IS-7-1j-3	IS-7-1j-4	IS-7-1j-5	IS-7-1j-6	IS-12-6e-1	IS-12-6e-2	IS-12-6e-3	IS-12-6e-4	IS-12-6e-5	IS-12-6e-6	IS-12-6g-1	IS-12-6g-2	IS-12-6g-3	IS-12-6g-4	IS-12-6g-5	IS-12-6g-6	IS-12-1a-1	IS-12-1a-2	IS-12-1a-3	IS-12-1a-4	IS-12-1a-5	IS-12-1a-6	IS-18-1e-1	IS-18-1e-2	IS-18-1e-3	IS-18-1e-4	IS-18-1e-5	IS-18-1e-6	IS-18-1f-1	IS-18-1f-2	IS-18-1f-3	IS-18-1f-4	IS-18-1f-5	IS-18-1f-6	IS-18-1f-7	IS-18-1f-8
185.5107	178.9488	179.0555	175.5891	179.7701	186.7212	163.8608	171.0657	168.2977	168.3944	168.9199	160.5186	141.1092	154.6124	166.1366	33.5851	59.6279	35.6528	41.8174	23.4646	36.0134	36.4673	29.111	28.054	55.982	37.8191	26.8794	27.6145	23.5211	30.7642	4.9841	4.9975	4.4392	6.5596	8.8147	3.0803	2.5864	2.7529	4.3877	7.7109	14.8011	6.5703	4.8327	8.5505	8.8291	0.07828	3.1286	2.5309	2.6551	4.4849	1.0497	0.2577	1.4127	1.9044	1.722	156.5363	165.1335	177.3737	140.4772	123.4742	168.1247	184.4512	153.6864	170.0404	147.1655	150.3468	162.863	132.5322	116.3207	107.2437	187.9407	116.2157	118.0883	35.1099	25.5956	51.6346	27.3596	48.5717	61.66	65.3532	54.7244	52.0088	78.0325	89.7705	63.339	71.8449	66.0077	32.0474	23.3372	33.5762	10.445	33.061	4.4434	35.1841	23.3356	66.7285	37.1278	43.1114	14.8709	17.895	24.4697	23.75	17.9669	30.3621	5.0438	2.9579	0.9613	1.2549	8.771	3.349	4.1608	3.2492	0.8303	0.7612	2.4444	2.2264	3.6097	2.538	124.3994	115.3241	68.9959	131.0669	104.8821	113.0674	142.0502	64.3303	148.6324	25.221	56.1355	147.1573	110.6724	80.4248	96.5201	59.1098	106.4268	176.1965	35.9564	51.4248	39.869	56.1148	36.5257	44.2758	20.5077	77.842	83.1427	41.7271	88.2048	96.9488	28.5458	49.9353	26.5686	36.1391	39.7677	87.6913	65.8071	30.4459	49.5208	72.7263	45.8672	62.5398	4.4468	21.6143	24.1477	17.3322	42.3516	34.9777	13.7333	10.5745	18.386	28.9764	12.3109	12.3278	3.7754	11.7256	4.0465	1.009	5.2169	5.6347	14.0658	18.688	8.6046	4.4316	6.7801	8.833	14.6107	2.5938	3.7551	38.6033	11.5365	18980.14046	8438.303887	12788.44192	10903.02106	7914.008043	13192.9768	11916.47245	15582.21301	8888.520827	9947.029338	8014.247312	13536.31045	10305.70354	9515.269309	9505.903642	12653.8503	11298.64956	10575.36116	12252.94639	10208.87784	7568.286946	7896.729934	6083.181693	11712.91452	4449.048544	8767.150422	5016.502071	3620.316144	9397.746316	8432.949727	6544.20589	5074.175935	3680.791546	3338.313103	4804.958184	4664.829711	3743.408284	1814.50665	2424.785346	1060.477273	2318.580024	2272.804124	1377.655409	1696.610169	2809.914842	2249.19103	2025.327848	1300.616219	3388.190476	1823.490427	2787.171699	8479.775961	3820.053209	673.1829216	2408.479797	4800.659109	4072.899007	3791.380552	3254.925723	5716.042781	4601.270983	2792.530995	2291.782522	3437.838731	2816.634008	1397.001666	1156.921824	1289.303212	772.0006565	830.045425	354.7223995	831.0805577	2127.795945	1868.663037	1619.616838	2256.680766	2164.507166	1544.077715	1311.363094	1939.178515	25715.62278	18701.75326	16180.4384	30202.08648	26469.82334	16282.536	46163.30275	20388.01506	40088.38761	38699.78247	35187.36383	36903.10225	19438.39572	14029.9602	5972.431031	10064.29071	5056.110799	2972.766675	2728.027123	3457.864476	4202.858002	3750.492468	2323.437255	2429.496899	3146.170839	2930.246305	1650.661925	1973.970561	1381.047892	3682.538985	5651.74954	1631.492793	1944.595839	555.7631359	2131.94942	4963.921921	169.4738	86.0421	113.6861	35.0535	58.6728	58.7506	52.111	48.2407	41.8685	40.0126	51.466	159.1357	113.1614	48.4378	147.7648	129.8197	98.9656	20.9562	42.5112	37.9485	24.6675	10.2466	7.6755	14.0301	17.4234	19.6832	11.7869	12.3991	8.9839	7.1753	8.0309	5.0614	5.4766	42.3089	27.7304	35.8356	36.3225	33.8235	43.7352	20.0182	20.0784	13.3602	9.7271	9.0118	10.3993	43.071	23.2776	32.2209	57.1726	42.5143	24.0166	36.0912	22.3758	25.0446	12.176	23.0019	13.8609	10.9355	3.1339	3.229	4.2463	2.0629	3.4011	6.8116	153.8251	121.4251	111.9018	126.6354	151.7177	134.3849	105.6585	107.5987	116.6355	115.8819	117.7687	61.233	145.7553	121.1592	88.9893	136.7989	144.1696	167.1769	9.2012	14.2995	5.1143	9.6809	6.3548	8.3001	4.782	4.1969	2.4405	4.5489	11.5204	6.683	10.4721	3.6195	3.7636	4.7263	44.4491	42.8948	39.3263	61.1713	90.1951	51.3959	7.866	7.0165	12.6572	10.6312	2.9804	11.0165	21.3006	6.8653	9.8609	13.1139	6.7382	10.8407	21.0087	66.6787	24.5883	36.5777	48.2407	47.8745	0.6194	6.5607	13.1378	1.7063	11.0496	1.3926	1.423	1.5029
188.9168	178.4501	187.953	200.9375	185.066	190.1687	164.1037	174.638	170.3642	189.0929	163.7454	128.117	132.9497	157.0444	161.9529	30.9125	36.5833	37.1041	52.0559	29.4827	33.6886	23.0131	24.8076	44.5545	44.8593	43.927	18.0591	31.6147	40.734	28.1982	3.4418	3.567	7.6746	4.2123	7.827	2.3604	6.3394	1.5925	6.8201	5.3107	5.9776	4.6416	8.884	4.4167	7.0155	2.0268	0.05411	8.1296	1.4471	2.2008	1.0043	0.3312	3.2231	0.1522	7.2873	173.0007	159.0645	201.1432	157.3428	131.5818	168.2969	183.4502	148.2414	186.4122	189.4078	147.256	142.1851	102.973	91.3101	166.2717	175.5051	159.8306	109.6385	38.9424	27.2818	59.2316	10.585	42.36	50.8478	77.6108	72.1088	91.2141	67.7607	77.719	46.4576	52.3263	70.2732	35.1867	19.6646	100.0305	9.8797	29.8181	45.3807	22.707	38.2759	56.8733	7.7758	55.4249	15.9243	18.8441	27.3173	4.7859	29.3936	36.6661	3.909	4.1238	3.7052	1.0147	5.7684	2.8235	3.9088	2.9116	7.928	1.6745	1.1598	2.5922	5.2253	2.8754	89.1556	132.2799	95.7583	98.8026	91.904	142.1901	142.7014	75.5087	136.5983	77.9544	80.1312	143.8175	87.5443	103.0315	116.5968	111.1563	148.8037	147.3754	31.8143	33.917	34.0733	41.0447	14.5565	36.1109	33.9768	59.3008	62.3781	26.8642	120.9233	113.5996	27.1834	30.3243	18.5428	27.1868	54.0017	73.2878	57.2394	65.1345	53.4341	47.358	54.89	88.2417	21.3863	26.3539	25.8125	39.7602	18.3583	17.7604	20.0427	9.8047	12.6209	6.3792	8.754	11.1314	1.9468	8.8495	4.2166	1.1822	2.8032	3.7327	14.1241	8.0458	17.8078	9.7904	13.0734	8.1449	6.6506	2.3458	4.4831	20.6962	9.2915	18694.29595	9841.662981	12138.27614	8390.136441	8141.738887	11727.91878	13605.67204	13358.32991	10008.40271	13932.03956	10277.20167	17331.03086	10524.54772	8100.53437	9024.868783	14623.01524	10044.60395	12069.69512	16562.10354	11154.20112	10843.68271	7958.39603	6656.155568	8589.726801	4559.572248	8626.186944	7909.152598	4731.714126	7136.067708	9656.476439	10367.36658	4324.710871	5130.084137	6482.389581	4660.949099	2631.514928	5936.168788	1773.833839	2464.456671	657.8713147	4133.003016	1216.865417	1197.246828	682.4887749	2139.637649	1832.723053	2205.128205	1278.699679	3001.087942	2107.761998	1727.000665	2914.494849	3867.180805	889.6963314	3444.450969	4621.285034	3569.350962	4167.190271	3624.425476	4467.419712	4521.197686	3649.389222	2096.78744	3370.552576	2945.665218	1251.89579	1088.177227	987.4507988	973.3006042	509.1816367	376.20055	1002.147838	1260.913405	1500.433034	580.3272522	2108.241291	1896.402981	944.996141	1336.924104	2655.506141	38175.07877	27926.32252	16918.27324	25501.74962	24335.70099	24871.83563	37415.26587	18019.19595	28557.18824	39317.93663	30656.11785	32208.51439	26883.66903	15805.33907	6338.583351	9058.292079	4728.03081	1457.452155	2603.825011	2609.905495	4233.797393	1918.744723	1715.434084	3717.28526	3403.07971	2630.039526	2143.453786	1880.15578	4121.613721	3938.508171	2446.532999	1911.707989	1471.930654	500.0868244	5125.238745	4238.01054	163.2035	99.33	112.2063	48.8802	56.4984	51.7652	68.2839	29.8625	53.3148	43.4562	43.7771	153.3296	92.4289	92.6781	118.1714	105.0038	161.7106	21.9989	45.8823	41.368	24.9661	9.816	5.6312	14.1702	18.9744	21.2264	12.2281	12.4478	10.8053	7.4955	7.5883	5.8527	4.6037	43.9631	22.2139	45.7337	31.3783	32.8609	31.1678	17.5745	19.5904	12.1532	10.1899	9.3454	12.2135	44.8128	29.534	31.276	52.3825	55.2497	30.7346	33.3772	19.299	30.1428	13.4222	23.74	15.3162	9.3969	1.3982	1.8358	3.8411	1.533	8.7386	5.3169	104.639	73.3595	97.1356	137.0756	121.4608	150.4693	91.0641	61.1765	96.9924	83.255	105.443	53.8213	147.1108	165.7648	94.0841	183.7288	147.4908	184.1564	10.2701	11.428	8.0226	7.4972	6.0256	8.5754	5.9173	4.3935	2.3928	4.3322	6.2488	5.7402	10.5278	4.0326	3.476	5.8897	57.8386	47.7822	31.9849	85.9779	63.9677	49.5653	8.219	7.2704	7.443	9.2934	3.6887	13.2995	11.8681	6.7182	4.9779	18.4641	4.9365	14.5299	21.758	29.9419	30.0851	63.8243	23.059	43.8801	0.2862	4.0567	18.0135	5.0585	4.4732	3.3052	5.4954	6.3411
185.8804	184.6817	186.1723	191.4309	188.9916	182.7395	169.2197	169.5878	168.3023	170.1587	170.3695	134.2654	146.2712	129.5496	145.3216	30.8038	42.789	63.0866	49.0631	22.5411	34.465	40.9531	40.9026	27.505	21.3924	29.7473	23.8013	51.2204	20.5662	30.6271	9.7703	4.6101	7.8986	7.7066	4.2491	2.0485	2.8008	4.805	3.8645	3.4276	15.71	6.6976	4.9681	3.5745	5.1897	0.1968	0.04643	1.3072	0.7338	3.486	0.2685	0.6748	0.5772	1.2362	1.3534	146.5971	194.9224	185.4328	157.6296	152.2158	156.0891	178.7924	167.454	188.3289	197.0645	150.1145	125.0142	133.9003	105.4009	166.4871	180.4883	141.6423	146.0645	41.9572	11.3346	73.8906	35.0389	92.2361	51.8521	82.6454	62.5053	69.9673	81.7759	60.4184	51.436	88.1131	48.8312	59.4225	10.9437	75.858	11.8045	25.9994	26.8884	64.8974	46.7365	40.4806	7.5802	89.0383	8.4069	13.0752	23.1105	36.0656	25.5582	34.6283	2.4801	2.0111	0.9222	0.8809	2.9664	1.5786	3.4916	4.6613	4.3561	2.1625	1.6306	4.3698	1.7607	2.4168	102.4453	105.8679	87.1981	83.3932	136.5061	181.5642	65.8434	73.7176	141.1633	98.1918	104.0989	94.7966	82.5835	60.4819	130.9945	120.7182	147.7728	163.4461	15.2633	48.271	33.7296	48.9476	74.7283	38.0982	37.4032	41.825	121.6727	54.1531	84.7617	121.0037	32.6274	18.1167	47.33	20.842	47.1563	72.975	41.208	46.3232	62.5773	89.9483	20.5816	52.0739	8.4297	19.0929	35.4966	23.3635	55.3411	18.9914	9.5701	8.6562	8.1548	10.275	10.6236	11.759	1.4542	6.855	12.3089	6.7775	1.4527	3.9815	17.0994	13.2647	14.9571	4.4211	8.5545	24.9381	7.5157	1.7531	7.0772	12.2474	74.7471	21101.3895	9216.990432	11199.33775	9324.285245	8558.029197	11258.54176	15120.82448	15371.28713	10564.28006	12744.87363	8524.941477	15872.90995	9593.700286	8321.58822	12006.34573	8403.810296	7644.436507	9384.821609	14598.32423	12667.07368	8785.016898	8392.916578	7630.166196	13000.84442	4387.639061	5986.758305	5087.812971	3148.250653	10423.39559	8346.541878	4778.496008	6597.166989	3618.522373	6130.339213	5246.515019	4919.468163	5378.245422	2227.396254	2023.022064	282.6345083	1405.889631	1345.221394	2460.44686	724.8220641	2092.28265	1867.348114	1386.851767	3032.226119	911.1560045	2746.162737	3682.25692	6230.839866	1942.321924	764.2149088	1847.140619	3912.923687	2756.476306	5315.400481	2749.773975	5616.085669	3779.382958	3685.575642	2280.246523	3072.329566	2323.453396	1641.269493	1205.699159	848.4615385	749.2236338	871.5433259	459.7983991	901.5622457	1080.608147	1286.65759	753.653169	1646.694698	3312.275807	2678.120137	1485.628043	2816.929963	27473.28198	21771.13335	14115.21959	28410.90434	19905.63611	23607.07602	25956.73365	13965.37524	32292.27738	39753.50095	34645.59271	33523.82865	18774.72308	18978.99421	5455.892138	11137.51278	1435.632505	1500.995608	2501.400813	2242.324561	4053.299349	1569.928966	2200.958466	1730.567316	1129.952941	1350.591466	1815.522107	3367.965464	5014.251554	3636.732974	1731.569525	1948.212303	1449.837955	769.0312902	2478.681931	2731.25164	167.6108	53.7349	111.1971	27.884	48.5334	48.6111	63.443	35.6453	57.1003	40.6625	49.9629	147.1616	84.8675	55.5755	119.5699	106.3952	101.566	20.7211	48.2527	39.809	23.9798	8.6892	6.2348	14.3298	16.464	19.5878	12.4172	13.8448	13.6385	6.7258	6.9113	5.3427	5.6821	47.7839	31.6662	26.575	22.588	30.359	33.7271	17.2111	17.3175	11.124	10.8143	8.4253	12.1103	40.7636	21.3483	38.5782	58.4696	48.2643	32.222	36.1987	21.4343	33.0965	13.4527	20.0782	13.1364	11.8492	2.0024	1.525	3.7901	1.3295	8.5972	9.578	108.1123	112.2616	73.8867	110.7833	150.1506	146.376	131.6225	70.9347	117.3634	114.2222	99.5985	135.9391	168.0084	168.5141	99.9852	166.784	152.0006	184.8293	14.4979	9.4249	3.8322	7.8262	6.4907	6.7913	5.9626	4.2198	2.4911	3.9473	11.0898	6.6285	11.0593	3.6166	4.6213	6.2737	20.2756	61.194	36.6929	57.8439	41.8378	60.6638	6.6682	7.0138	13.3118	15.1094	2.542	12.8722	12.8246	13.5231	11.3373	19.8488	4.635	9.1325	15.8585	65.8191	9.9562	7.3812	34.8934	21.6599	1.0536	0.7384	6.064	4.7125	3.555	1.8736	6.747	2.2646
184.5483	183.9897	162.7453	176.2179	180.3539	185.1016	170.1602	178.881	185.7077	178.004	158.6964	121.1118	125.3223	151.8629	156.0198	36.9251	39.0385	35.0376	42.8533	26.9318	47.8152	30.257	39.2862	16.9024	28.5909	20.3041	32.207	40.9057	38.5523	21.8424	5.2398	5.0287	4.9383	3.0134	7.5959	6.5521	2.5314	3.3962	4.3899	4.7815	10.2607	9.0113	8.4993	8.2056	7.9251	0.5987	0.7643	0.5405	0.679	1.4558	0.2564	0.6984	1.5838	2.2075	1.9603	191.862	175.3792	182.6629	159.2293	137.0124	160.6746	165.4393	163.0141	179.3108	199.1052	153.824	142.737	120.6012	122.5	165.8074	191.6751	145.6915	136.8615	46.0352	30.9278	49.7509	40.2439	55.827	45.6501	85.0074	42.3094	119.1775	46.0553	105.5223	39.0659	87.3303	50.2574	54.8881	18.173	32.4961	15.258	17.574	13.0398	14.2735	29.3741	36.2093	44.1226	50.6566	14.8181	16.1297	42.9546	36.028	20.0877	21.3278	3.0786	3.5112	0.5831	0.8784	11.6588	1.3482	2.4205	2.2877	4.0386	0.8834	1.5645	1.1335	3.2874	0.2099	164.3224	61.2969	115.1728	122.7412	144.9646	124.1608	109.5235	77.1171	152.8921	106.815	126.8349	133.3871	55.8215	135.9824	112.8569	180.8874	55.8122	147.0519	30.3644	35.7414	9.701	42.2805	36.4891	31.1839	32.9107	46.6537	56.709	59.9415	77.8502	86.5452	47.4345	6.8788	32.8398	26.7922	92.2284	52.4252	48.9053	88.6561	17.0854	84.5584	64.2022	38.0469	7.9518	17.0253	44.2663	15.5097	25.9383	24.3971	16.1352	5.0904	21.1286	10.4245	14.3352	12.724	1.4355	7.8378	5.2211	9.3797	1.3409	4.7216	10.8126	11.3693	12.1239	4.1626	9.5366	16.9568	4.878	0.5987	8.3422	12.267	15.7953	19192.2296	7861.858834	9053.403566	10611.50314	6802.54833	12233.03178	12917.16563	11896.82387	10324.11674	15127.13508	9634.853029	16642.19097	9834.407605	8548.106807	12918.32145	10273.51544	6428.410811	7808.124077	9635.677989	8837.000175	6641.838352	6668.412233	15070.2585	14373.37976	4221.983716	4957.590547	6442.466422	4076.443812	8956.580882	8778.508772	8304.236828	4848.341787	6019.262782	5846.077638	4913.7577	3244.785408	4792.919359	2145.355045	1295.800753	884.1160509	923.1180297	1118.151616	1093.214352	1313.873275	1078.646035	2793.762733	1335.73902	3094.282238	1306.700721	3004.033688	1651.467474	4229.039039	3488.020977	923.5149125	1236.527088	3374.210963	2730.500671	4455.805637	4059.240108	4215.849957	4996.904812	3451.587916	2223.512093	3211.940656	3615.770115	1110.145985	1364.495264	1593.121417	1084.857143	914.5690673	405.0394885		2218.377425	1197.680339	1671.542251	2196.599084	4346.377749	1009.766277	1610.77463		22552.20388	23219.86963	22978.80293	22667.38334	18224.70551	20378.76802	33281.56588	22753.16214	30175.37258	33387.53527	30017.22062	33817.12786	14262.52324	14623.39802	5964.508524	6242.448726	2162.964837	2472.778828	1648.568182	1577.581358	3674.990146	1284.702818	1935.76524	2028.912363	703.1907514	2913.120269	2997.149739	2312.716127	3004.969291	4005.313869	1529.691294	2790.954923	4297.956522	899.6425735	1390.857821	2599.376869	149.8179	92.5833	132.635	49.0473	45.0682	47.9378	53.7752	43.0647	51.2982	36.4773	39.1171	161.0037	79.3135	53.9273	123.8895	121.1118	139.6202	20.5069	43.8991	34.6979	25.7206	8.9582	11.5942	13.7146	17.3641	20.8928	11.8949	10.4864	10.1172	7.8185	6.341	4.7965	5.3688	44.6292	31.5276	24.7511	21.5108	30.5345	38.41	17.3105	16.1718	12.3309	9.9304	9.5632	11.6626	38.8894	24.5119	26.4922	61.8856	45.6635	30.6592	31.8692	24.8746	30.1281	13.7493	22.4036	13.2191	9.2088	2.5	1.2618	2.1983	1.6587	4.0921	9.0198	114.6341	109.8704	117.444	96.6399	107.5802	170.5315	88.8479	126.7014	122.1996	90.5133	117.9939	90.5599	140.6754	168.6567	123.699	167.8805	174.4056	186.5561	6.3343	5.8035	5.0172	12.0078	8.2918	5.5823	5.7112	4.6297	2.2537	4.1888	11.1439	4.6746	10.3008	3.7224	4.8167	5.3444	45.0269	74.9298	69.0722	55.4157	30.866	43.9204	6.8303	7.2273	12.8551	10.1738	2.6079	13.3458	12.924	7.1827	18.961	11.847	5.5124	12.8685	10.781	38.6276	30.0013	37.478	40.083	20.2783	2.5174	2.7412	4.3872	2.5616	10.4204	4.9918	7.1062	15.9761
