sca12mouse6e	sca12mouse6g	sca12mouse1a	sca07mouse1c	sca07mouse1i	sca07mouse1j	sca00mouse6c	sca00mouse6d	sca00mouse1k	sca18mouse1e	sca18mouse1f	eso00mouse6c	eso00mouse6d	eso00mouse1k	eso07mouse1c	eso07mouse1i	eso07mouse1j	eso12mouse6e	eso12mouse6g	eso12mouse1a	eso18mouse1d	eso18mouse1e	backkm4100mouse9	backkm4100mouse0	backkm4100mouse1	backkm4100mouse2	backkm4105mouse3	backkm4105mouse4	backkm4105mouse6	backkm4105mouse5	backkm4114mouse7	backkm4114mouse8	backkm4114mouse9	backkm4114mouse0	ear00mouse6c	ear00mouse6d	ear00mouse1k	ear07mouse1c	ear07mouse1i	ear07mouse1j	ear12mouse6e	ear12mouse6g	ear12mouse1a	ear18mouse1d	ear18mouse1e	ear18mouse1f	paw00mouse6c	paw00mouse6d	paw00mouse1k	paw07mouse1c	paw07mouse1i	paw07mouse1j	paw12mouse6e	paw12mouse6g	paw12mouse1a	paw18mouse1d	paw18mouse1e	paw18mouse1f	backkm2900mouse1	backkm2900mouse9	backkm2911mouse0	backkm2911mouse1	backkm2911mouse90	backkm2911mouse2	backkm2400mouse4	backkm2400mouse5	backkm2400mouse8	backkm2400mouse9	backkm2421mouse1	backkm2421mouse0	backkm2421mouse7	backkm2421mouse6	is00mouse6c	is00mouse6d	is00mouse1k	is07mouse1c	is07mouse1j	is07mouse1i	is12mouse6e	is12mouse6g	is12mouse1a	is18mouse1e	is18mouse1f
30.1961	14.3605	30.3653	44.5511	6.7257	11.6654	85.7891	56.4164	116.854	38.8663	4.3721	159.236	161.2628	146.2411	83.5435	36.0622	29.5215	3.7663	4.0286	12.4292	0.3889	0.6613	6987.772162	9947.029338	12969.31736	9717.833456	8203.956769	4382.667635	8696.724566	4819.947781	1224.960349	2847.772447	1481.068859	1298.909513	176.9966	87.4547	109.8102	20.3725	41.0283	21.0452	24.7807	9.9973	10.121	8.4251	10.8982	1.5957	164.5071	153.7814	125.2029	26.3052	43.0989	42.2978	14.0405	48.0169	20.0098	1.2624	0.4659	3.4078	4707.983871	3178.568456	945.4639889	415.1515152	2395.656394	897.3972198	23658.9767	27073.38286	26026.39692	9330.550203	1780.099764	4242.652959	1886.783547	2741.399417	158.5115	136.1124	148.1352	3.4768	5.8759	1.8446	58.0931	6.1646	5.1717	36.4302	1.1898
27.2095	17.175	25.136	43.2779	5.388	9.6748	84.8176	53.5291	60.9569	31.6461	1.5802	193.0581	164.0008	142.1717	23.7376	26.4767	34.9493	3.0436	1.7535	11.1413	0.985	0.8234	8458.029302	13932.03956	9863.608563	10573.09692	10421.72595	4176.478906	5047.764762	4241.930003	827.2676683	3340.59501	2898.008214	4072.899007	182.2861	70.1456	113.1198	56.7898	29.696	39.0127	41.4286	9.5555	12.0216	10.258	10.8179	37.2357	146.9649	151.3041	99.5208	23.4614	64.9185	70.3961	26.1532	27.379	16.4248	3.4944	2.8596	3.211	4834.275875	3008.936891	708.7584216	512.9399848	710.8551069	865.8678756	20198.74477	21072.96219	35120.87552	6701.538108	1178.009723	1610.327784	2171.59309	1630.212014	113.2186	124.0788	66.4483	3.5728	6.4472	1.9834	36.7272	6.0569	6.236	54.7923	0.9334
28.457	16.2211	24.6513	40.2172	6.6566	13.1098	73.0974	58.8085	70.2967	25.8787	5.2969	183.6033	195.337	157.7589	38.8746	35.5329	18.9981	4.958	2.8715	5.9043	0.6825	1.4646	9369.814072	12744.87363	14005.23758	8447.56823	8437.458268	2746.360789	7758.226639	3046.698752	1278.318787	2962.958533	8479.775961	3569.350962	125.5084	97.3806	139.0678	61.4215	30.7187	73.9612	83.1352	13.3339	29.4669	9.6593	5.4319	0.6494	159.3772	138.3055	100.8673	23.9309	84.6635	32.3557	16.2013	28.4824	15.8621	2.7711	1.9829	5.8958	2706.552474	2895.557925	954.8216976	456.0103834	872.7234578	2341.466539	21778.78907	28545.97908	29874.70474	8429.240434	522.1815222	2214.618974	1407.523328	2066.548501	119.4434	72.965	84.0207	13.3244	9.6888	2.0039	56.6372	6.119	8.2605	55.7127	6.6325
23.5814	15.9326	25.8187	45.8165	5.5722	9.4702	81.9253	40.0932	54.3986	37.106	1.9908	167.7904	167.8494	160.5765	19.6494	40.132	20.8254	4.2666	3.9646	5.9388	0.1928	0.9027	8491.632722	15127.13508	11995.82781	13135.97775	15485.62547	3148.793906	6986.755925	4673.390152	3328.3054	2082.32947	2914.494849	2756.476306	138.8865	113.2195	74.9703	42.0091	44.3159	27.1886	59.8189	11.7277	13.2685	10.0277	6.8207	9.2535	146.5863	134.173	122.5246	25.9882	82.6863	33.1866	27.6241	30.3686	18.9179	0.9888	3.291	3.306	3762.289935	3937.007691	969.5740365	548.4504449	1199.533582	833.8165774	17452.00297	24340.28695	39724.39556	5099.585921	289.4326379	1717.075366	1916.303295	2106.886819	80.8001	153.8118	148.6866	3.7355	5.027	1.9481	36.2565	6.441	8.4476	61.5959	1.395
29.0133	15.819	27.9088	39.3533	6.5707	8.4427	75.3925	54.6093	72.4881	30.0551	1.9282	185.0822	141.2136	169.8994	25.906	40.5043	29.9289	3.7492	8.7524	9.2499	0.7797	0.8604	8758.956229	17487.16216	12593.28475	9944.055556	7355.952574	4395.302736	3680.791546	2350.372103	1900.611396	658.4184514	6230.839866	2730.500671	87.1746	43.8829	125.4304	22.2294	17.198	16.5481	56.1402	8.6615	8.6025	9.0235	6.6416	14.8546	174.2031	146.0209	117.8314	39.2346	83.1818	38.6081	24.5604	39.2757	12.456	3.784	3.2291	1.5795	3518.848168	3672.455315	598.8218322	438.7637363	1243.440983	1547.615283	24026.05616	16554.07986	27007.46787	14356.69761	277.6675538	1934.733158	5370.916539	2526.688572	152.8314	48.2217	115.4094	8.2947	5.5787	2.2214	51.8042	6.2682	5.109	55.539	1.5526
25.5788	16.7304	29.7331	44.8585	6.2875	13.4693	72.3212	50.7655	71.4317	30.9066	4.1237	173.2366	165.6048	165.1	39.8682	51.0623	23.9672	5.1426	9.0382	10.2352	0.5588	1.6187	9774.142302	16405.80591	13554.66875	10208.87784	4845.502392	1786.074271	5130.084137	2396.89155	2272.804124	1172.608053	4229.039039	4258.793139	160.0776	47.3945	109.6252	47.6164	29.8795	14.6139	80.2264	16.6754	13.9891	8.8931	5.3087	17.9952	167.5748	145.9093	98.5865	23.4745	44.7636	87.8336	31.7481	33.264	15.2898	2.4705	3.9315	1.7158	3292.837466	2065.889015	843.5270936	565.2315485	1577.920082	1442.961992	16725	14756.41204	25059.43921	5389.468673	4963.921921	2009.198813	3651.102589	2268.98263	144.6811	102.2831	88.5944	10.6081	8.9869	1.9107	46.8154	6.608	6.4988	45.82	3.176
19.6043	15.5817	24.0371	46.8678	5.4318	12.0275	88.6103	54.3003	75.1343	30.4126	2.7816	163.3635	176.9896	122.9298	20.9317	45.732	15.1101	5.86	6.0394	8.8838	0.2941	0.5986	9260.129366	14512.48643	13562.91434	11154.20112	12230.08794	7091.942446	3618.522373	4365.763945	1216.865417	3005.576874	5003.977862	2053.803042	136.3701	64.9291	129.8949	28.0518	50.4292	41.7184	58.2455	8.2096	9.9075	12.2582	7.504	0.8404	164.9524	169.9961	118.9013	20.8695	67.5991	90.2169	26.0787	28.2093	17.8342	4.0107	4.9939	1.1496	4601.270983	2507.898057	896.4850048	401.9216182	1243.888071	1050.054795	22007.91993	14714.38688	27901.73959	7632.792984	4238.01054	1689.731051	1447.505482	4202.858002	143.3833	109.0075	136.5131	5.9174	4.6966	2.0753	62.9408	5.9484	11.4135	59.5401	0.2782
18.7783	13.9833	24.2166	43.1481	7.9589	10.7403	77.374	45.4243	62.8116	28.1287	4.2267	185.9559	171.0632	154.3044	24.676	43.0458	17.865	7.3689	6.7569	5.2973	3.8033	1.2369	9822.392975	17699.35099	10685.54701	12667.07368	7755.333626	2253.900256	6019.262782	2476.891616	1345.221394	1227.837489	4817.738736	2020.513987	94.5754	61.3937	112.4935	59.8064	34.532	57.4069	53.8057	19.7952	6.7165	11.1578	8.8597	13.9021	160.0521	146.6824	81.9209	18.6765	48.5893	59.4491	16.3725	49.7681	17.35	1.4093	2.6028	3.7101	4521.197686	2391.854265	751.2542645	762.3335944	1595.787339	1875.046407	20828.75338	14270.30932	24615.45396	3791.127695	2731.25164	2261.572933	433.0996885	4233.797393	161.2286	102.4728	155.4293	4.4987	7.1364	1.8815	42.2973	5.8774	5.7108	24.5991	3.0792
27.4368	18.2624	27.0527	44.1561	7.4248	15.7638	105.4792	53.6507	41.5705	32.1887	4.0739	179.6293	169.6374	163.6399	37.2541	51.088	22.0577	5.0454	2.7102	7.4496	2.7522	0.2648	10253.19099	17095.22495	15939.9877	8837.000175	7265.95326	1884.240989	4692.131897	4642.853312	1118.151616	2991.097993	1604.623853	2966.616299	148.1004	121.6033	116.0354	24.4856	26.7832	68.148	36.5044	9.4949	8.6179	3.5085	6.1048	15.2106	167.5778	165.577	108.7758	50.7156	46.3257	35.7914	27.06	30.731	24.0645	4.5319	2.8504	6.5703	3779.382958	3167.878788	732.6355453	831.0805577	1939.178515	2407.647776	22417.19644	16473.97504	26849.54238	6378.540237	2599.376869	1227.739813	379.4555607	4053.299349	168.4511	54.0554	100.3556	4.243	7.2144	2.1221	58.4105	5.9822	8.639	31.3908	1.4144
23.9927	18.407	31.0315	37.1981	5.5444	11.5393	84.1883	50.1681	75.332	31.0618	2.3794	189.1863	174.1531	140.726	51.5302	38.1946	17.4344	6.0541	4.1261	10.4725	0.7529	0.1782	9745.486548	10606.28397	12177.7193	10454.42469	12386.74723	1727.555556	7398.432386	4398.570294	1749.121303	4007.464607		4510.765217	127.0925	51.4096	111.9445	45.9209	61.3003	48.7373	55.4148	19.9428	20.5606	10.5981	8.664	17.0311	169.8836	156.0815	97.536	23.3375	65.3532	100.7135	54.0788	31.0364	23.3872	1.4253	2.1605	3.8992	4996.904812	4919.251754	731.2300516	1002.147838	2655.506141	1613.988868	25543.01211	16321.84991	37140.96557	5942.086331	2615.554441	1860.679773	751.2032473	3674.990146	163.0786	104.239	94.4118	12.8297	7.0942	1.7641	54.5679	6.4924	5.9086	53.3669	2.8124
17.3328	16.101	27.3612	43.0138	7.984	10.8242	107.089	48.414	54.4836	29.1387	1.4012	189.0862	178.3213	166.0097	35.0372	34.3672	33.3519	3.1287	2.1289	7.7833	0.6673	0.3741	8161.553151	15055.92004	12325.71826	11383.34318	5118.399362	2532.102023	3270.414554	4387.312974	1077.487733	2696.6875		1467.135836	143.1846	49.5532	108.0085	55.2103	25.238	29.6472	79.5074	15.6017	25.2367	14.76	6.5915	5.9985	148.1633	144.73	97.2634	28.2882	77.6108	78.2463	22.158	37.5954	13.606	6.1195	4.2469	3.3959	4093.304288	3004.940476	1502.722063	901.5622457	2816.929963	973.5714286	20857.57296	21470.15906	34075.12879	10121.25226	2649.020705	1779.538964	864.729275	1714.356143	170.1946	94.4445	153.7447	11.4947	6.4375	1.8986	91.0422	6.675	7.2135	19.3948	2.2794
30.8274	15.1785	31.2082	42.0106	7.1458	11.7115	64.8007	44.0504	52.3701	26.6508	4.2493	191.7172	185.3366	176.628	38.2211	56.7432	23.5416	4.4544	4.4097	7.7512	0.8869	0.4469												5380.659126	161.2995	125.692	99.0704	36.6111	24.5698	35.2249	91.2394	7.4498	8.7313	2.1647	8.0272	1.1602	134.3313	146.3586	92.4647	14.4379	82.6454	81.192	15.1178	32.2864	21.6063	2.6424	3.9832	4.5227															99.0083	117.0194	167.8143	10.8677	7.6116	1.9684	39.0575	5.756	8.6622	33.7132	1.8498
20.6683	15.3912	28.1943	41.7968	5.9011	12.7077	60.0297	53.397	58.8489	27.2348	2.8618	168.8006	190.7952	173.8403	41.1421	60.7235	17.8956	4.2678	3.5846	9.5231	0.4662	0.9847												1253.882397	143.0423	99.1911	112.801	23.344	26.5561	92.3205	68.4793	15.5914	10.3022	12.9409	6.7336	12.7113	149.5651	159.0264	104.8491	31.4816	85.0074	95.3737	11.9192	35.9156	40.2884	0.1958	3.2727	1.4798															159.3436	117.615	143.9407	7.8838	6.9166	1.6992	59.577	12.6572	10.0896	25.585	0.437
31.8536	17.2487	28.1359	41.8659	5.5262	8.84	110.6258	50.7473	40.677	28.5616	3.4774	182.1429	179.0716	149.8138	33.9314	42.4547	23.3743	6.3809	4.3419	6.4747	1.3454	0.3422													131.6636	83.4418	129.1814	34.0682	68.8228	21.8996	62.2919	38.8008	21.3549	18.9504	6.8907	8.2255	160.0782	76.1029	93.8651	22.0608	81.4382	43.0105	41.4643	45.7973	14.3957	2.0953	2.5399	3.0668															163.4392	113.6063	162.9374	4.2641	5.6962	2.156	59.7238	7.443	10.8988	50.2389	0.6848
17.5729	12.7004	29.6299	40.4254	7.6189	11.6153	62.1533	56.836	74.8755	25.4719	2.4383	182.1456	184.5905	135.4947	30.2471	42.8357	35.0933	4.2461	4.2537	7.8942	0.3753	1.8778													130.6922	74.1613	82.8937	10.436	12.4336	50.1533	63.2476	13.1182	17.3599	7.1292	6.0712	1.0659	159.8443	156.1298	91.7512	32.425	69.7085	59.5634	27.3196	21.7982	13.8098	0.3638	1.5518	1.9653															153.813	139.6404	146.3102	7.4738	7.0167	1.7952	50.15	13.3118	11.7397	60.8749	8.4829
27.0459	13.5031	30.2304	43.6595	6.8348	11.9799	97.4004	47.0564	78.8445	35.173	1.5641	184.2822	168.2664	162.4294	50.0907	61.6552	38.3144	2.9087	2.8427	5.6384	1.1144	1.1969													101.3153	45.8913	101.2653	36.8415	19.5143	20.4499	39.0367	19.4282	17.3324	11.4718	5.3231	0.6564	163.3857	120.9667	102.1026	24.5061	98.8355	79.6171	43.5253	34.3029	44.7348	1.197	3.1767	1.6896															152.415	132.8308	92.499	6.4463	5.3464	1.9573	86.2882	12.8551	5.2284	21.9967	2.4053
26.702	15.6762	36.6246	42.187	7.769	10.7169	80.9844	51.2621	65.2176	28.9905	2.0631	189.832	176.7291	155.4887	29.9585	30.7243	21.0994	3.0408	5.1306	8.8569	0.1857	1.1043													113.0278	52.0093	124.1779	50.0932	39.3886	70.9794	89.7941	4.515	16.5429	19.3662	5.5751	4.7575	173.199	138.2032	101.6223	32.1584	73.165	60.3126	15.9165	31.4196	27.929	1.1508	4.2326	3.5592															126.023	118.902	179.0765	10.867	4.3427	1.9512	69.0519	7.0907	6.6672	23.2303	0.9216
25.9532	17.4014	29.551	44.801	5.8982	12.6692	95.7113	49.0365	79.0889	30.1769	2.841	165.4195	174.8698	164.217	41.6558	31.023	28.6013	5.0297	4.0681	10.3617	0.783	0.7086													185.0502	54.2366	28.5279	36.861	10.6384	64.7131	68.9302	8.2442	18.3623	8.1018	4.6043	0.9522	165.1335	148.5652	112.5598	18.1169	101.2179	70.5102	68.0327	27.7554	35.3112	2.3161	3.5837	2.9572															95.4942	87.2502	108.0778	3.0195	6.284	2.2226	96.6757	8.4973	8.6664	25.8439	7.5744
16.817	13.8573	26.7639	40.7579	6.3138	10.7914	114.0984	53.6203	60.2347	23.5544	1.9957	178.2231	172.8243	164.7394	28.2082	33.953	19.2991	2.373	2.8498	12.3575	3.2914	1.7674													87.3603	66.8732	127.5764	45.2122	73.7918	32.3749	38.9228	11.557	21.3507	3.4688	6.2138	20.6283	159.0645	152.5849	85.5702	31.0346	77.1497	45.8965	46.0212	42.5279	24.624	0.9518	2.4089	2.8992															145.5148	109.1675	122.1768	12.52	6.3088	2.2843	46.2133	13.4737	6.7878	15.5341	3.0564
19.1005	16.9738	25.9409	40.8717	8.745	12.0727	111.2015	51.6155	77.5675	29.4992	2.0403	132.3065	187.5192	152.3694	37.6966	30.0044	41.0087	3.7567	2.9602	8.6644	0.33	0.5713													140.4998	115.9657	98.1783	58.242	71.3524	44.381	72.2287	11.5015	12.7967	7.1648	5.5654	6.896	194.9224	150.1863	90.1182	33.7045	85.779	43.9386	36.9861	46.7264	21.8638	5.9581	4.3128	1.7516															80.8777	19.8308	159.3404	4.9648	6.4906	2.5648	103.3845	13.8882	7.719	40.4903	2.0055
17.6487	16.3046	25.6009	39.4574	7.6001	11.0254	89.3736	47.8805	77.7452	29.8589	2.1141	173.5026	178.8785	174.2482	51.2697	41.7405	22.462	4.2996	4.506	9.004	1.3808	0.4954													107.7105	65.8736	93.7741	87.0019	15.6771	25.5285	61.9328	6.9203	8.9222	14.8085	7.4766	4.5329	175.3792	124.4076	106.1404	22.5462	76.2741	45.7414	32.0046	30.3964	45.3177	0.901	0.6287	1.904															165.7045	137.2475	169.5692	11.8725	6.6068	2.8323	88.73	11.6825	8.5889	18.0199	1.5302
19.3964	17.2283	26.9451	45.1078	6.1643	11.2922	100.3739	45.5387	72.6835	26.6383	1.4168	183.4909	165.7169	155.163	37.6772	38.7311	30.6996	4.7398	5.7236	9.4983	2.5069	2.3118													129.5936	88.103	124.5396	16.1129	17.4933	59.1604	37.637	11.5503	8.2949	14.1898	12.2883	20.1082	193.4273	148.2825	125.7942	21.6817	83.4343	59.9793	34.5069	29.0356	23.4687	1.4817	2.0803	4.5511															167.152	136.8561	147.4721	3.0748	4.5835	1.6697	89.8744	13.0494	8.2636	26.4284	2.7562
29.1859	13.2275	26.9347	36.6321	6.9433	10.9854	102.7805	47.1358	67.733	23.4709	2.5918	189.3862	189.4606	161.1929	22.2652	36.6647	26.2538	4.303	6.148	12.1399	3.2359	0.5151													101.294	66.8203	134.8034	32.0897	85.3331	23.3862	108.1631	21.7234	13.3186	2.9946	3.0665	20.2254	172.9882	153.3065	79.7098	24.0166	71.1815	52.5203	52.3609	38.2234	32.5821	1.6427	2.0302	1.5898															176.0865	74.5117	138.994	3.7826	6.5522	2.062	85.1755	6.6667	10.5537	14.4925	1.2982
25.963	15.5522	26.9974	42.952	5.0743	13.911	86.7434	46.6229	59.0024	22.7247	3.8801	191.9829	175.6371	161.6677	32.5917	45.6262	23.0097	9.9404	6.5257	4.5741	0.2703	2.1599													184.2909	105.6343	137.1878	37.0386	66.5274	45.0238	49.3193	14.0557	10.0687	9.8988	6.8657	2.249	182.9218	151.2839	107.296	25.4612	93.5766	82.5418	23.9018	33.0587	18.5317	1.7458	2.8791	4.1596															114.0906	118.6413	154.7291	7.8297	7.9449	2.1072	44.4016	8.4492	6.8117	14.4897	5.2446
22.8327	13.6919	27.3364	39.1179	5.9397	10.9212	65.2569	39.0297	47.7209	26.0136	1.7647	172.1088	172.3733	165.2673	37.8974	38.0016	22.9198	4.2078	15.8881	5.1181	0.4535	1.3244													134.5008	55.0429	135.2759	37.6628	28.2236	34.6586	72.9913	11.1943	11.8643	9.0505	13.3099	10.4246	156.941	149.4443	92.297	33.5779	77.4149	28.5055	18.3689	22.7508	24.4586	1.6168	2.1356	2.7033															145.5126	16.7669	165.4121	3.6469	6.402	2.4268	115.907	7.9526	8.1493	18.4813	1.2831
29.4331	13.243	27.7145	38.1121	8.5834	11.7629	102.2844	46.3874	57.4108	32.3601	2.0725	174.6986	182.2411	141.6504	36.0688	32.6978	17.8119	4.286	5.3965	2.3452	1.1727	3.1784													108.0787	88.8215	123.9281	30.6561	34.8997	57.6037	36.4585	11.2675	7.0308	8.9668	6.6942	3.8724	169.9885	134.4698	104.2644	23.0111	73.1684	50.4354	33.5762	27.3485	32.9456	1.8783	2.6263	3.4049															160.6945	21.8745	99.0406	4.3863	5.9141	2.1282	82.2926	15.0625	8.15	17.6841	1.6169
21.5213	15.807	28.3726	42.5436	8.366	12.6637	78.4818	48.8762	42.7971	32.6308	1.4807	171.4212	173.6205	146.3007	28.858	24.2297	14.318	4.3124	4.2763	2.7762	0.4494	0.6253													114.7139	63.7755	83.881	56.4033	38.1598	23.6769	42.4071	24.7529	10.2017	6.1169	11.2555	14.3444	156.4633	148.061	86.1578	35.7616	82.1174	57.6541	100.0305	31.5972	31.8885	0.5555	2.0147	1.7063															94.6182	118.426	107.8062	8.0081	4.6387	2.0593	78.0446	11.5329	8.6884	14.1066	1.0089
33.8867	11.8217	28.5756	42.1724	7.2117	14.971	77.5878	48.8643	71.9303	27.0892	2.1649	186.1406	158.2206	171.6169	41.4811	46.0255	31.0684	5.8657	2.9794	3.4122	0.2326	1.1233													56.2212	81.4191	126.7516	42.0024	32.7687	24.1321	70.4203	11.8619	12.7962	33.8629	7.0599	1.2112	165.9664	136.5589	110.2939	33.1641	76.4512	46.4887	75.858	50.6839	7.1166	0.3955	2.9369	3.8299															173.8338	134.8108	149.5178	9.2164	7.6154	2.1555	93.8432	6.1948	10.5044	8.5865	1.0607
28.8799	17.2908	27.1028	42.6357	5.8689	11.6992	108.4687	58.8575	73.3842	25.1469	2.0684	179.0555	184.3607	142.9748	34.0123	34.2253	28.0603	3.6855	3.0424	4.1616	0.3678	0.6452													98.4412	69.4307	106.4151	42.2194	79.7066	32.6169	44.8637	9.3776	14.683	10.7127	5.1424	17.255	169.7879	135.342	86.0427	21.6832	69.5579	50.0164	32.4961	40.8471	20.3602	2.4855	4.1045	3.2772															93.1232	103.2455	185.7583	9.8657	5.1585	2.4373	86.3255	6.4216	7.636	13.4739	2.9765
18.062	14.4874	26.9068	45.2697	4.8738	11.3956	64.903	41.7738	68.2466	29.9013	3.5582	187.953	160.4356	175.5701	44.5245	16.7475	21.5849	4.576	1.5395	10.2258	0.9472	1.7417													159.4946	76.1679	126.6877	47.6961	29.1927	14.3696	54.908	12.6188	11.0651	12.4939	5.506	8.9631	171.9972	137.7864	82.2178	38.0103	69.4876	54.5724	52.9748	37.4298	30.2528	1.4162	4.2813	2.0626															171.364	83.2161	153.868	7.3772	4.8371	2.0863	97.1203	12.1895	13.3587	54.5208	2.111
16.0883	13.596	30.215	43.0602	7.1879	12.0443	69.2233	45.9539	40.2264	25.7044	1.5046	186.1723	180.4127	149.4707	36.6602	32.2095	18.4057	2.1062	7.4465	9.9309	0.2427	1.4889													98.6245	37.6291	107.6047	28.1244	3.9054	48.2412	64.4707	8.1874	16.869	5.407	9.7881	4.1157	167.2924	159.9534	93.0323	18.849	48.1918	46.7555	61.8233	31.1437	24.4697	1.8836	3.1432	2.0426															140.6919	17.2408	91.7206	6.7145	6.208	1.9892	92.1172	12.9476	6.7897	17.2668	2.858
24.4254	19.0052	28.4243	43.9481	7.53	13.4526	83.7958	36.4883	74.7468	31.4894	1.3847	162.7453	189.7373	167.469	20.9062	36.2046	15.4196	9.716	3.65	8.2585	0.108	2.6752													111.6795	54.9229	112.0955	41.7883	39.9242	21.415	47.3072	8.614	12.4654	8.2214	11.417	14.4025	163.2758	146.3718	109.0891	37.4408	83.1658	118.5677	75.4242	20.2447	27.3173	1.2287	4.6403	3.4744															74.3517	81.5044	112.8585	2.526	6.7712	1.9442	89.216	7.7549	7.7255	13.4663	1.8341
17.5609	16.7006	28.4737	45.1987	7.3179	11.9238	130.8312	44.0576	43.3226	25.2127	2.1747	185.5106	177.9447	138.63	34.9685	36.8496	40.0239	3.1804	4.1403	5.245	0.154	0.7437													121.5984	43.6866	59.3227	44.8098	36.4735	50.6106	42.8495	13.6785	13.4686	5.0078	3.1429	5.4863	176.0725	138.508	102.1105	25.7651	85.9306	63.3253	33.0126	28.3595	23.1105	4.1149	1.753	3.1491															159.7846	103.36	120.2942	8.6366	6.2191	2.0144	88.052	8.2451	14.0854	28.9815	1.3955
25.9052	12.5361	31.8068	37.1876	6.0868	12.1553	84.4326	46.113	62.9463	25.5209	2.1175	180.5249	166.7084	163.4132	52.0887	28.5403	35.2968	4.2049	3.8521	8.4069	2.5302	0.2248													144.6489	115.173	109.2023	19.7387	51.8207	33.1052	30.7853	7.7071	10.3924	3.6958	9.7676	14.2711	186.246	131.929	92.5464	52.2374	89.4157	80.622	31.8138	33.5339	42.9546	1.8902	2.3556	3.1836															150.0509	94.5412	128.9334	9.3661	6.0966	2.005	103.0747	6.9265	9.4104	31.5069	1.4218
24.0282	13.0114	26.5687	43.8646	7.4566	11.6518	102.5373	53.9317	74.2403	31.0863	2.6725	191.9709	154.1489	162.6942	27.1926	42.6024	17.059	8.9603	4.1371	2.2019	1.0189	1.6306													109.279	69.506	112.6054	36.2938	67.9769	33.6631	52.89	15.9364	11.9209	25.1742	9.2863	19.5503	164.9022	145.1521	105.3065	25.2302	55.2216	43.7605	73.2827	38.0341	24.7823	0.1138	1.8127	1.432															160.7962	82.1418	127.7663	4.5205	6.1967	2.1612	92.6693	4.9463	9.013	28.2454	4.0381
19.0902	15.605	26.399	43.0777	4.6627	11.0905	93.8243	48.6483	72.4323	25.3254	1.2995	189.567	146.2531	131.4557	30.2873	48.3858	22.7614	8.6625	3.3446	12.5418	4.2697	0.3043													176.9068	64.336	110.6147	17.7305	42.3816	20.8524	51.2824	17.8011	7.7614	4.4896	6.3606	10.8522	165.8835	163.8346	97.0085	30.3387	59.844	129.076	25.9562	40.2806	28.8662	5.7192	1.8101	3.2976															137.7612	146.4093	165.7336	2.3729	6.4819	2.1169	94.3047	6.9616	10.6244	16.9956	1.0155
18.0368	11.5743	27.5167	42.0078	5.035	14.7259	83.3882	40.0126	56.9214	31.6007	1.9848	156.8473	173.5754	129.7552	50.6895	34.5529	6.4721	2.6145	3.1573	4.2837	0.06754	1.2242													157.8816	72.3653	88.4493	21.6742	53.3424	43.0656	62.4943	24.6047	31.9334	5.2924	10.8856	1.2496	177.7912	163.5807	104.6577	23.8718	99.4237	94.8177	70.4563	27.8998	26.497	1.2302	2.0912	1.4246															170.4549	20.2379	111.2189	1.7364	8.5	2.0593	129.8608	5.1878	9.1132	25.4883	1.2436
34.5739	16.4492	29.0233	42.3033	7.5749	12.6228	117.2788	43.4562	62.7839	27.0694	1.8973	181.153	173.6457	142.4716	20.4741	17.8758	37.6425	4.917	3.2461	8.5863	0.9809	2.2044													134.5178	78.135	104.6646	31.753	16.0424	30.6701	67.4449	7.4536	13.8687	5.6271	6.9	33.656	165.5922	132.9775	124.8529	23.2659	68.1581	110.4431	67.7094	21.5135	34.2455	1.3125	4.6275	4.4565															147.4182	53.9095	147.6661	11.1573	5.8509	1.9881	92.5759	5.8727	6.8279	28.6047	2.3792
19.2287	13.1116	25.5893	42.2325	7.5091	15.515	80.0384	40.6625	72.8426	36.1543	1.6962	180.9843	178.059	161.2739	32.9441	48.8451	17.4474	3.3197	4.7138	7.5135	2.1923	0.1125													120.1191	75.8051	78.9767	38.2501	23.9226	71.7898	62.8046	11.1827	15.1889	7.7646	3.385	13.5271	142.6415	154.5541	100.4249	31.1377	54.5863	104.8189	40.9777	68.3708	18.5694	2.0343	1.8502	1.6156															175.2536	112.8787	99.2507	5.6192	6.5258	1.9733	113.1057	7.2747	10.7194	26.1648	2.2986
25.5213	13.8233	27.7522	39.1753	6.8761	11.6216	74.9282	36.4773	71.9964	25.8425	1.9246	185.4019	185.2969	173.3763	33.9159	68.7104	11.6398	5.2787	9.1074	9.1599	0.3902	0.3456													130.0661	59.1474	98.0963	25.3418	27.6398	43.5644	46.1613	12.4953	12.643	9.7357	6.7662	10.6453	153.8695	141.7561	101.8297	32.0451	70.8493	99.4658	62.8917	16.4961	21.9607	1.8368	1.7112	4.979															167.3545	137.451	114.9051	9.0119	6.7429	1.9185	107.1819	6.4501	11.6906	25.3712	1.5645
18.5714	12.9298	33.5934	44.0382	6.7008	11.3827	77.7544	39.3817	62.3201	27.3777	1.7941	169.0099	184.3033	145.3219	48.7859	28.3577	13.1541	4.3541	9.2105	9.8428	0.3698	1.5274													136.2321	69.8955	99.3141	43.5174	34.0651	16.4453	65.6847	6.5527	10.0508	9.4849	5.6491	13.4573	155.9221	152.6675	76.2486	18.4609	83.1038	102.726	76.3268	68.5314	33.2185	1.093	2.5397	1.7956															137.907	67.7582	128.6428	5.4875	4.4441	2.2057	126.1695	9.9906	8.2923	14.8598	3.5554
