eso18mouse1d	eso18mouse1e	ear18mouse1d	ear18mouse1e	ear18mouse1f	paw18mouse1d	paw18mouse1e	paw18mouse1f	backkm2421mouse1	backkm2421mouse0	backkm2421mouse7	backkm2421mouse6	is18mouse1e	is18mouse1f	sca18mouse1e	sca18mouse1f
0.5753	1.199	3.1672	4.7436	30.8351	10.6175	1.7438	1.45					14.4972	11.1326	18.6482	2.5141
1.5117	1.8177	1.8762	17.3291	7.8037	1.7268	3.389	3.1218					30.3094	3.0644	19.6888	2.5254
3.0643	3.17	3.9624	4.4588	27.553	13.2308	2.0132	0.07536					28.4933	2.8349	24.0348	3.741
0.9001	1.3065	9.1753	6.6078	8.2693	2.9825	0.6806	1.7314					8.6971	2.8481	24.4986	3.5885
0.7021	1.2222	11.8336	5.683	15.1323	5.0529	5.151	0.1499					6.7015	10.064	25.4491	2.7436
0.8904	0.7492	10.4669	16.6778	19.8466	3.502	0.797	1.7579					14.126	13.1868	22.5789	2.7598
0.6473	0.3423	5.2128	24.7184	11.2249	2.0115	1.3206	0.2399					22.6804	10.4778	23.4148	2.7096
3.3289	1.4259	10.6584	9.9961	8.4166	2.2953	3.5944	2.0169					14.8413	4.7993	21.8194	1.5695
0.8843	0.9576	13.8137	14.8269	10.3904	5.2464	3.4979	2.4633					16.8624	13.1378	25.6077	2.1355
1.0099	1.4085	11.2015	11.9845	7.7025	4.2154	4.0463	3.2313					8.161	1.3926	22.5661	2.0788
2.3262	2.2007	2.7965	10.3589	6.5862	4.4419	0.7894	0.9049					13.0587	18.0135	25.0621	1.8549
0.8488	0.7755	14.6887	40.7682	5.2131	2.5038	3.9341	1.3394					14.7222	3.3052	20.7143	3.6862
1.158	1.1732	9.6988	19.5451	13.6765	12.0178	1.2639	2.7858					8.8305	6.064	23.5524	5.0156
0.3637	0.3759	5.5314	8.8116	15.3333	3.525	4.5346	1.7532					14.0949	4.3872	26.7479	2.2965
0.4416	2.2494	7.4783	12.344	5.4778	5.5115	4.267	1.4989					32.4024	1.8736	23.8456	3.1738
0.4418	1.2255	3.2776	5.8191	15.0158	2.914	1.9602	1.76					11.3012	5.265	20.6079	2.5202
0.5743	1.0848	8.1356	18.4024	22.9487	13.0497	6.2459	2.36					12.2705	4.9918	19.9359	1.68
3.7443	0.661	6.7949	9.0163	6.6064	9.9227	0.6147	1.3551					36.0068	3.4101	24.3618	2.0828
1.5121	1.8864	4.928	9.3422	13.9977	3.1267	1.0928	1.8198					53.5765	7.4742	24.3719	2.1315
1.1126	1.2987	5.7997	16.5058	7.5744	11.8123	0.7168	1.2742					18.6783	5.1566	22.1101	1.9761
0.3692	1.9062	4.6293	20.5055	5.2995	10.9249	0.9843	3.6833					28.4176	3.2856	25.1212	3.3725
3.4473	0.6044	5.9812	6.9541	38.6033	2.2714	3.5247	1.5572					17.732	2.86	25.2433	1.5947
0.8595	1.2386	5.2169	7.3016	20.6962	8.654	3.7004	2.3348					8.4237	1.1888	25.6385	2.0081
1.2525	0.6119	2.8032	2.973	12.2474	10.477	0.6958						36.5889	0.9832	26.6323	2.5313
0.7325	1.7152	1.4527	6.8409	12.267	2.9026	1.4183						17.5658	1.0998	25.1522	2.0019
1.9495	1.3985	1.3409	7.9511	23.0677	3.2764	4.9632						13.8686	2.5388	25.561	3.5105
0.4203	1.4328	1.2172	11.525	47.176	8.2122	2.5019						9.5704	4.616	26.6458	2.502
1.4059	1.444	1.5814	19.6592	21.154	1.933	0.2221						11.6517	1.6488	22.3259	3.284
0.464	1.1085	2.287	6.7206	19.3662	5.7254	4.9767						14.4522	6.0387	21.7158	2.4749
0.8719	1.4041	2.9931	12.0229	14.0861	2.5353	13.1804						24.1632	2.1911	22.4901	3.4011
0.575	0.8269	1.293	7.0279	16.7819	11.2502	6.0305						16.2143	1.9644	13.8609	8.7386
1.1997	1.5061	2.7564	8.9656	17.984	2.7773	1.7714						16.7595	4.0704	15.3162	8.5972
0.4596	1.5399	1.345	6.242	25.8593	8.4372	10.1037						15.4628	8.8706	13.1364	4.0921
0.3498	0.8862	1.7841	9.1331	20.1973	6.63	0.148						20.3177	4.5935	13.2191	4.3267
0.6339	0.6637	2.334	9.688	35.5802	3.6486	2.9289						7.9581	4.0068	11.8777	3.3529
0.8606	1.6398	2.778	3.0059	17.0741	3.8032	1.4542						12.9694	10.5394	8.8222	5.169
1.018	0.6261	1.4067	19.8185	11.5468	5.4022	0.1087						14.2851	14.4843	13.5067	4.7031
2.0339	0.2639	2.4507	17.1805	15.7702	11.9906	2.5858						15.1841	2.0475	16.3941	9.4852
0.5746	1.1497	1.9456	6.563	7.5869	3.8063	3.1866						17.4282	5.0451	11.5112	3.2089
1.7658	2.2248	5.1409	15.4251	16.5137	8.8746	4.1404						32.0069	4.9361	12.5583	5.51
0.8592	2.5297	2.6015	9.8692	44.8368	2.9897	5.7096						26.7543	7.1887	11.0508	4.0294
0.7317	0.635	1.8613	12.0066	26.5111	10.6998	4.3526						51.5304	8.2705	11.2974	4.8842
0.9004	1.5539	2.1119	3.1636	26.4178	7.0471	2.2158						43.7619	3.3101	20.3148	8.2361
3.039	1.8706	1.5555	6.7801	6.6394	2.17	7.774						7.1494	13.8084	12.2654	2.9417
0.05386	0.9314	2.5382	13.0734	23.748	10.3261	1.6433						9.5577	3.7995	14.4131	3.4588
0.4457	1.7928	2.8802	8.5545	12.0163	6.9644	0.2744						25.4317	9.5829	16.9146	2.8358
1.0904	0.7289	1.3412	9.5366	12.8447	14.9922	5.7919						15.3214	3.8698	12.6544	6.3768
1.1981	2.0271	2.5174	9.7528	11.9824	1.9414	0.5664						16.2083	4.8993	13.9776	4.7968
1.1612	2.9144	2.4811	22.6084	11.0866	9.9619	5.6326						8.6735	1.8603	11.8067	3.2773
0.944	1.1541	2.383	9.6625	19.0184	2.9528	0.2595						7.6183	5.1078	10.1203	5.4713
1.4208	0.5546	1.9429	10.0347	19.8194	7.4349	4.9964						7.7716	7.3013	11.9116	5.3156
5.1389	0.6729	2.3732	6.0115	24.7062	3.8693	0.438						4.2133	4.2747	11.4728	2.4847
1.53	2.0746	2.447	5.6151	14.0156	4.7412	2.6155						9.5761	2.5461	15.8775	4.8472
0.5143	2.3139	3.2956	5.558	9.3995	7.1342	4.8344						13.8065	1.5212	17.9035	6.4028
1.4832	2.5617	1.4789	8.402	16.0525	2.2244	1.4415						25.9964	6.6248	22.0207	3.9703
3.1548	2.5203	2.2596	8.1098	8.0098	5.201	4.3126						12.991	1.4074	12.0829	2.7671
0.4645	0.738	3.537	4.036	6.3933	3.2661	2.6796						18.7805	1.6345	12.8426	3.1497
0.6628	1.4665	3.6029	11.0368	22.8891	6.1753	1.5794						34.455	1.612	14.2663	4.4155
0.4949	1.9587	6.5513	5.8903	13.7033	11.2612	4.5114						13.3271	7.0574	11.7522	3.1674
0.3981	4.4717	1.0101	4.6207	7.9948	5.5285	1.8217						12.0326	2.9354	11.7105	3.2103
1.4131	2.8859	1.4361	9.3246	25.0039	6.8858	4.9156						36.0766	1.695	13.6493	2.5328
0.5219	0.7287	5.2213	9.11	8.1963	5.4156	1.6196						26.973	1.8324	10.4869	8.5316
1.8964	0.6124	2.7495	13.0965	6.9746	2.6432	0.2219						30.6934	4.7949	12.8892	9.2031
0.8346	0.4427	3.8582	5.215	7.8165	1.5266	4.5035						24.949	68.9644	14.5824	4.6068
0.4494	1.3249	1.6202	4.7006	15.8137	7.3239	5.4319						23.3247	1.2827	10.8347	4.7733
0.799	2.9882	2.5471	7.8783	26.3745	9.5353	2.3379						18.6187	5.1433	11.9778	2.4265
1.086	2.7069	4.8664	2.4569	15.2073	1.6336	7.2823						28.2655	52.4352	12.4013	16.4069
2.4135	1.6277	4.9403	5.6002	22.2064	11.1991	4.3155						72.8344	1.7499	11.1078	9.0448
1.4331	0.8549	2.9695	4.1272	19.2001	9.0695	3.1272						31.8661	4.0238	17.1945	2.6118
0.8513	1.3099	4.8328	10.4464	15.5859	1.7093	1.5769						36.5777	11.9486	9.896	3.6896
2.9121	0.3527	2.0007	10.607	12.0979	2.2598	0.8165						63.8243	5.2552	14.7605	2.9281
2.1513	5.3149	4.4613	9.6276	14.4131	7.866	2.3448						7.3812	4.6595	12.5883	4.4966
1.4827	1.3632	2.5186	7.6975	34.0049	3.5981	2.2091						37.478	4.8262	12.3965	3.3608
0.5662	0.6516	0.9723	7.9981	35.8057	8.9394	2.0025						48.4103	3.8763	12.8444	5.3111
1.5372	3.9328	2.4308	6.11	18.2726	6.0789	0.8985						6.1116	2.1441	15.6327	4.4785
1.0526	0.8123	2.5977	9.0325	12.1027	3.2725	3.5507						31.3158	8.5625	16.6891	4.0375
0.8042	1.9044	2.8352	7.1185	6.4361	8.0353	1.7701						6.3363	5.2557	17.9842	3.4299
0.2512	0.1522	2.5795	8.7987	6.6794	2.0537	4.6715						12.2244	1.8586	13.333	3.5761
2.8514	1.2362	3.1084	5.9132	10.4119	6.5463	3.5924						23.5797	3.6904	14.6476	2.8406
1.7525	2.2075	5.4688	3.795	18.9646	2.9805	3.1646						39.4565	15.8222	14.0685	3.3333
1.0998	1.3522	1.7113	8.1574	37.0313	5.9268	1.7274						55.3198	3.0028	14.2151	3.8204
1.1419	1.4443	1.9856	5.537	22.559	6.4403	4.4923						27.3368	0.7479	10.5884	4.9043
0.3335	1.6502	1.1739	6.6761	35.001	1.3167	2.9322						18.5772	3.9704	12.9855	2.6889
0.3886	2.802	5.7743	3.7046	7.874	2.6432	0.2225						15.0984	5.4546	16.1507	8.0336
1.9121	0.5604	2.0007	5.7334	6.9562	5.3254	2.4207						7.3617	5.2265	17.3338	2.7259
0.518	3.1785	2.5788	2.3384	26.2671	3.0811	4.6257						17.7829	2.407	17.4634	3.5961
3.2726	0.6032	2.2929	9.7109	9.8627	10.7208	4.7171						9.6424	3.5318	12.1379	4.1744
1.6525	1.3993	2.4389	10.319	9.5694	2.9029	3.6443						23.6335	6.2261	15.0083	4.2934
0.2731	1.954	2.5015	8.96	15.0664	9.7749	2.8684						8.0124	5.072	15.3322	8.861
3.056	0.2718	2.8211	9.7793	11.0554	1.7602	4.0833						27.0924	4.8726	15.4364	2.9815
0.3688	0.3613	2.3077	9.3942	17.7982	3.6739	2.3091						50.1779	7.0808	13.7404	14.962
2.5816	4.9927	7.1374	17.3888	43.0489	8.4853	7.0394						20.4841	11.1849	16.0607	3.2021
0.6061	1.8668	2.9125	9.7554	64.5841	3.7088	4.3299						38.9238	5.8936	20.8672	10.6279
1.038	0.2113	1.7835	7.381	9.6472	2.948	6.5632						57.2024	11.334	13.8504	4.5867
1.3883	0.4413	3.5586	8.1081	8.9986	6.2766	2.3696						35.7621	6.1859	14.8325	3.1332
0.554	2.1584	2.7728	5.8635	41.9197	1.1524	4.9078						29.0327	4.9397	13.2038	6.0516
1.5249	1.0541	2.7767	5.2664	14.0106	2.6674	6.05						8.3677	7.1242	12.5345	2.4841
2.1906	0.7748	0.6281	9.496	25.8551	9.9566	3.221						46.7978	9.9311	15.9956	5.1883
1.8641	1.8228	3.1025	4.3952	6.4805	5.2162	0.8598						29.3014	7.7154	14.8231	4.239
1.0763	2.2687	2.0064	2.2635	18.7624	3.7074	2.6853						32.0852	17.453	16.1539	5.2593
0.623	0.9005	3.4376	9.8405	9.2581	1.9423	0.5401						39.7786	3.4633	14.5255	3.6448
1.3376	1.9114	3.9074	6.8487	20.8159	6.537	1.8704						33.1181	15.6374	18.0811	6.8116
1.7743	0.3994	1.5374	4.5821	92.9566	2.571	3.8769						39.9556	9.1082	13.2326	5.3169
2.7023	0.6038	2.6456	6.2275	22.9818	9.2866	2.4788						32.6396	10.3405	12.8552	9.578
0.2865	0.3045	4.0289	4.981	10.2976	4.0368	5.823						35.3544	5.9811	14.198	9.0198
0.2154	0.1869	1.7997	7.5647	35.6609	2.7391	0.7989						21.3007	4.8502	11.8013	4.6766
1.3148	0.5781	2.845	5.5156	7.5316	11.3559	3.6106						34.114	7.2248	10.9355	6.2911
1.4443	2.362	1.6209	3.8825	28.8685	9.0036	3.969						19.0683	3.1918	9.3969	7.8168
1.1371	0.1685	2.5926	9.7678	10.1355	3.9212	3.1606						32.8821	8.0606	11.8492	3.835
1.1878	1.6543	1.9096	3.5895	15.0207	8.1342	4.4572						20.7554	4.4246	9.2088	3.0102
0.7077	0.6513	4.2614	8.5335	13.1154	1.8422	0.1788						27.0603	1.1587	11.2546	9.8456
1.2034	1.2309	0.9845	4.7501	14.1645	4.3404	0.9282						29.962	2.9369	11.4857	5.4689
1.3989	0.8027	2.2363	3.9841	33.4524	6.0182	0.3831						34.9127	4.9729	10.4933	10.0813
0.63	1.0226	1.8108	4.8227	12.0238	13.5838	5.262						35.2251	7.668	12.0942	3.3946
3.8481	0.3206	1.3651	4.2389	20.2574	6.0419	1.2201						53.5268	12.5627	12.5266	3.2246
2.9363	0.2156	3.8121	14.2055	28.6457	3.1311	1.0382						30.2987	10.6353	11.3596	8.5413
0.8934	1.5549	4.9918	9.3577	25.426	5.8974	1.4905						33.3114	4.649	12.7615	5.4438
0.8551	0.459	1.8526	5.0653	12.7404	10.8598	6.0675						26.8615	8.2727	13.229	2.591
0.2138	6.3736	0.821	1.8456	21.3782	7.5002	5.9447						9.9344	5.4122	9.1373	4.8594
0.794	0.9705	1.7962	4.0575	4.6985	4.7327	5.7327						10.1624	4.2911	9.828	2.8168
2.1175	0.8012	1.748	1.8455	27.578	1.4176	6.9912						41.5986	5.1658	8.6861	6.9763
0.9188	0.6809	1.7744	13.5202	19.9387	5.1612	2.5993						48.1134	4.2318	12.1901	3.1328
2.6466	1.3726	3.9938	10.6079	12.7473	1.6578	4.6338						28.0138	3.4846	12.9344	4.4687
0.5721	2.0696	1.7842	6.3273	12.4126	9.8503	0.3098						47.7404	4.9866	10.7951	10.7546
0.7672	0.6317	2.8067	12.9711	36.0232	3.2655	0.1001						33.7368	0.9171	8.6698	9.6718
2.8234	0.8652	1.4703	2.7174	17.0101	4.5401	1.3164						8.8678	6.6525	11.7814	6.7185
0.8983	2.7715	1.9343	15.2861	29.4431	2.7713	5.0041						33.6375	2.2492	9.4659	3.2205
2.4746	0.8235	4.7371	6.1408	46.348	1.3832	0.7911						9.0972	3.9692	14.3133	2.8816
1.6565	1.2484	2.8382	7.9843	23.6951	6.4956	0.05597						29.206	6.7334	21.3237	3.6423
0.4101	0.8682	5.6347	10.6075	8.8134	4.4929	2.047						42.352	3.3415	24.7776	5.394
0.6585	1.5561	3.7327	4.823	9.0956	2.9593	0.137						67.1544	2.9703	10.519	5.5977
1.0085	1.26	3.9815	3.8191	18.1736	11.69	5.1237						21.6797	1.626	13.7842	9.2262
1.8381	0.7335	4.7216	6.1762	29.8607	9.1894	2.9665						59.9021	2.7931	14.1328	2.7312
1.6193	0.6239	7.2809	4.6259	15.5009	4.7512	0.529						36.1347	2.3887	12.4772	4.6528
1.3028	4.5176	4.7924	2.225	10.6583	6.2381	4.3483						15.0729	3.8488	11.8625	5.6976
1.4797	1.1736	12.9585	4.8917	50.1187	4.4975	1.8204						9.8501	5.4931	13.1831	3.9853
2.011	0.5645	1.7287	6.3816	16.1058	11.7483	10.3183						27.4496	4.5779	11.7734	3.0915
0.3915	2.3812	6.5748	8.3873	12.8849	1.7787	4.0778						32.7174	7.6645	14.3002	2.9765
1.4569	1.1413	7.0196	4.8273	13.9215	10.0238	2.5855						39.3883	4.2994	11.5864	2.6317
1.9169	1.088	8.5079	4.1204	32.5283	3.8385	3.867						24.3648	5.0645	10.8528	2.9367
1.0118	1.6867	9.811	7.6097	18.7211	6.0499	0.2966						43.2234	3.8236	13.6453	5.1351
1.4009	4.0858	5.2542	5.7717	18.0582	3.3473	0.8524						27.0731	5.3962	10.4223	4.8162
0.8766	0.4715	5.4523	8.833	19.5394	5.4279	1.0319						10.6083	2.4022	10.86	5.265
0.9723	1.8758	5.6159	8.1449	8.3663	6.4204	3.9247						24.7884	3.1716	20.4088	4.5855
0.775	1.6275	7.5854	24.9381	14.5788	4.0965	1.3771						22.6372	4.0941	18.6099	3.64
1.2168	1.7467	8.6262	16.9568	21.3903	4.4536	5.4565						55.572	3.1605	26.1635	5.4338
0.6413	0.5998	5.0852	8.3395	79.2274	5.3122	0.1929						26.1548	5.2845	11.2216	5.1172
0.9172	1.8256	4.4833	12.2661	43.0426	3.5208	1.3948						26.8799	5.9903	10.8992	9.5601
1.3972	4.0274	6.5008	6.1814	56.4967	4.9377	4.463						15.3874	2.3174	11.0633	13.6104
3.1598	2.8439	4.402	6.3532	11.5365	11.1484	1.7185						59.5475	2.3209	20.4454	4.316
1.2971	0.5238	2.2027	4.4215	9.2915	5.5583	6.0062						26.4814	5.9454	12.9578	6.9973
1.9271	1.7174	2.8295	16.5097	74.7471	3.7851	4.4046						12.6057	2.5801	14.0594	5.3059
0.9608	1.2282	10.1233	6.6442	15.7953	5.3589	2.3773						48.0758	4.1551	11.2275	6.8094
0.5277	0.106	3.1126	16.0655	10.8139	9.2806	1.9548						10.4605	1.6385	11.3355	5.1841
0.5207	3.4766	6.6315	15.3061	12.2937	4.55	0.1911						42.9819	10.0999	10.4421	5.6937
2.1057	1.8242	5.7967	8.3983	35.5064	5.9888	2.508						18.5906	2.2764	8.4815	3.7577
2.7589	3.1866	7.9605	5.0108	29.7608	8.6279	1.3977						11.919	12.3636	18.9872	5.9323
0.3349	0.5637	6.5393	13.77	10.9235	4.1351	1.4796						12.7467	2.239	10.1654	4.7732
2.5733	3.0262	7.739	5.8741	10.3971	4.9976	2.1208						25.2495	4.147	11.496	5.1747
0.8756	4.7215	9.2598	14.8815	8.2971	4.6878	0.02737						30.811	5.5402	11.9304	4.5434
0.1186	0.2651	5.5958	4.8888	12.8259	4.3925	6.3268						21.5299	8.317	17.3402	4.7297
0.8054	0.2892	4.9185	6.4077	7.5636	3.2988	2.3627						47.7137	21.4392	14.1663	3.6385
1.6287	0.9875	9.2384	17.2826	14.8484	7.1985	4.0766						32.2105	5.1497	16.3056	3.9557
1.6096	3.1399	8.3102	8.0724	9.2071	1.986	4.3636						36.119	8.7525	14.7032	6.8684
0.7057	3.7108	6.6971	25.7012	45.3837	15.1589	1.6186						12.1084	2.2786	12.1894	2.9874
0.9713	0.8064	7.4889	11.1859	26.3968	4.8594	2.2269						20.913	7.7959	15.4364	5.6068
1.411	0.9384	5.0816	4.2546	6.7063	6.48	3.8674						46.482	0.676	10.1634	4.029
1.3203	0.3843	5.9549	16.8648	8.871	4.9305	2.4557						12.952	10.4648	13.8792	8.7301
0.4243	1.1473	6.9521	9.8394	10.6766	9.5123	0.5473						20.7893	3.8106	15.8016	4.9461
1.2699	0.7517	9.7859	16.9903	12.3108	2.4123	6.1823						14.4878	2.2599	12.8542	3.815
0.568	2.983	8.6833	14.8784	13.5427	1.7247	0.6671						21.1761	13.3937	12.5896	5.6748
1.0777	1.5169	10.9754	5.2497	8.8749	13.4859	0.5279						25.5388	3.6399	14.2466	9.0564
0.7844	6.2446	7.8921	14.6962	20.6329	7.4986	5.6649						14.4783	4.7562	14.8003	3.4921
1.663	2.9475	9.8976	9.8364	16.8619	9.7032	5.0916						27.8331	5.8546	13.3675	5.4658
1.1038	2.3405	8.7314	7.6894	8.8638	2.8588	0.6578						14.416	5.9006	15.021	11.792
0.2377	0.3292	8.8029	5.6188	9.243	11.8539	6.3167						24.0424	2.0135	12.8885	4.2347
0.1609	0.3386	12.1752	12.8338	8.4079	5.5255	4.0241						20.1453	14.5917	13.1657	9.9906
1.6019	1.3712	4.0143	5.7386	20.2937	10.4198	1.7228						8.726	8.686	14.7398	5.9193
0.9733	0.4448	15.3254	21.4144	11.5665	2.9124	2.4021						35.9188	14.2281	16.3979	3.1315
1.4243	2.2229	11.911	13.095	15.1423	9.816	2.2034						11.7846	3.5529	15.3558	5.6199
0.2967	0.6753	8.4004	5.4401	6.5927	4.2593	1.4217						11.1561	5.0271	19.9726	4.1076
2.1128	1.0237	9.4491	8.4118	4.4281	10.3867	4.0727						20.1828	5.5158	17.2944	6.317
1.5875	0.7722	12.5058	8.9388	18.7169	2.0641	9.2843						8.6478	2.208	26.6933	7.9992
1.2721	2.0534	13.5275	25.5193	21.5202	8.4771	2.0133						34.5006	65.9158	13.7904	4.0329
0.5745	1.5544	10.5752	16.1704	55.1981	2.8151	2.8191						7.8591	1.8106	14.1831	4.3548
1.1112	1.722	5.9693	14.6267	6.4126	8.7932	2.433						50.4267	3.6201	15.0803	7.4447
1.0839	7.2873	11.0384	14.2835	15.0047	1.8703	1.1854						11.1213	19.8865	13.8793	5.4101
0.3957	1.3534	7.0462	18.6787	17.1603	12.7489	1.3302						21.9485	11.032	10.6328	7.5607
1.391	1.9603	23.1723	4.16	12.2366	3.782	3.5573						23.3738	2.1767	13.2804	3.9548
0.3783	0.2924	5.756	31.7538	6.0263	9.3531	2.7423						8.2615	42.9615	11.2673	2.4961
2.7367	0.7427	9.8038	22.6483	5.1199	4.1853	4.0911						8.2955	1.7625	12.9984	5.5714
0.7857	3.3359	14.9276	5.5131	9.1389	5.651	5.9596						30.6035	1.4918	18.338	14.8877
0.1586	0.6591	6.6946	9.4984	8.3512	5.7887	1.7942						9.873	2.6108	13.9081	3.8399
1.2744	2.1538	9.4079	4.1054	16.8225	4.2922	3.7512						27.3872	1.294	13.9554	6.2681
1.3773	0.4986	8.9227	16.6305	14.3014	9.8478	3.1648						20.8591	6.2483	12.2199	3.7809
0.2096	6.357	3.1749	3.5882	18.6164	5.2979	2.7195						36.556	2.018	15.7358	4.9584
1.2694	1.5307	12.5708	3.4617	12.8541	1.2503	5.6831						8.689	2.039	11.0423	4.8411
0.7687	0.7779	14.2751	4.8145	22.8654	3.5263	3.0127						17.9335	2.0097	15.7752	3.8873
0.6528	0.8976	6.0243	31.4479	10.9733	8.8352	2.3325						48.2407	9.3212	13.7187	6.6134
0.2959	1.5431	25.4317	6.1815	63.3341	6.1353	3.2859						23.059	9.1891	14.2199	3.7369
1.5557	1.9482	6.3099	12.6978	6.7393	11.1824	7.2429						34.8934	1.5146	12.0864	2.5527
0.7896	2.1876	3.6271	5.2011	6.6438	8.4275	3.9131						40.083	2.3904	11.5738	3.4909
0.9311	1.3982	16.0669	10.2486	62.5652	5.0961	2.8502						29.4538	1.5105	18.6539	8.087
1.1413	1.0558	5.9669	9.0237	4.4623	2.779	4.0353						34.1093	6.9534	11.1831	6.1228
0.2703	9.2915	7.7265	8.3769	10.1253	7.3943	2.2284						27.8696	4.1165	22.1714	2.6582
0.5193	4.0618	7.0982	5.3871	16.9444	9.947	4.517						33.6036	8.3327	17.3271	3.6374
1.6113	0.9635	11.8031	17.2019	14.3313	3.1133	4.2604						15.6833	2.0958	13.0108	3.7614
0.8745	1.4309	6.0206	5.4675	4.6816	10.7712	5.0453						38.8288	1.423	19.6677	5.4536
0.2514	1.6145	6.0189	3.5556	31.024	2.2361	5.4638						15.4762	5.4954	13.882	10.0309
0.1847	2.665	5.1942	10.4033	17.4571	11.7053	2.8235						25.4294	6.747	14.8889	4.9611
1.4917	4.8397	7.1348	3.6524	9.5034	2.648	7.0195						26.139	7.1062	12.9872	11.0948
0.9755	1.7863	8.4975	4.169	11.8536	2.1621	1.411						24.8501	9.682	9.4761	3.5649
0.06271	1.9176	9.8031	5.855	5.8036	9.5269	0.4658						14.9337	5.5558	10.6139	2.1832
2.1156	1.0355	8.6734	21.0013	16.8654	9.3294	2.3393						22.3545	0.2456	13.302	11.4895
0.6612	3.3458	5.3386	5.9872	13.928	1.7268	0.9673						17.6781	3.136	12.5767	1.568
0.9932	5.3607	21.5248	4.1633	9.7556	19.3232	1.1922						27.9153	1.9691	14.2238	5.7936
0.3965	2.6925	8.1513	6.4091	5.0517	5.6087	1.1515						18.1993	0.2791	14.5085	2.5646
2.3087	2.4804	11.3704	5.8909	5.6556	5.531	2.2691						15.1927	0.2905	40.0163	5.5299
0.3481	0.8791	14.8111	10.193	5.1203	3.1315	0.9529						31.0922	1.9035	41.017	5.2808
1.1055	1.1142	9.5129	13.0226	8.6538	3.4335	5.3955						52.858	0.7805	39.4694	6.2644
0.4867	2.0861	6.0839	2.3941	12.7304	17.0046	0.3258						43.3521	1.3848	38.7938	1.7443
0.8132	2.4953	4.6087	10.9452	11.2039	12.2779	2.485						47.7228	1.4871	37.9435	9.9102
0.2308	0.9471	4.9499	6.2167	9.183	3.1382	2.8795						52.8939	2.5865	32.4263	8.0088
0.7321	0.4536	5.0878	4.5673	8.6712	13.5625	1.3455						31.5188	0.3809	39.1318	4.4388
3.1932	0.9684	9.0417	12.4632	13.9487	13.2128	8.6229						54.2017	2.3764	38.7445	7.4159
0.8028	0.9433	3.6473	11.5044	11.8385	7.6648	1.0721						32.7172	3.3361	44.5208	5.4313
0.614	0.6252	8.3566	5.9017	9.2442	2.2218	2.1246						38.4489	4.8971	38.3073	7.7315
0.5221	4.7813	7.6544	14.9807	11.866	11.7912	4.4802						35.4234	1.6052	43.1819	3.8049
0.6028	2.7047	15.374	12.2448	13.4918	2.6626	1.1386						35.4468	19.9044	39.3306	
0.7336	2.0976	7.4972	7.9351	6.9066	1.3849	3.9617						29.6493	1.6367	38.2087	
0.8919	3.2408	8.7437	7.2192	7.0849	7.7107	3.2447						52.0647	6.8304	34.2703	
0.899	0.7946	6.3521	10.6164	9.3187	2.4909	1.4403						32.5107	8.8521	38.7835	
2.7963	4.4567	10.8383	15.9618	9.2686	6.7327	2.6455						43.1712	4.7838	35.5719	
1.3928	1.9306	6.441	11.7475	7.1121	2.2774	6.5946						38.3087	3.4711	37.3357	
0.8946	0.9709	9.975	18.3278	6.4602	9.0556	7.2541						37.4502	2.9721	34.4381	
0.7034	2.078	9.6825	9.083	10.9002	1.1483	2.1255						21.221	2.2076	35.9586	
0.1973	1.8652	4.3751	3.9332	4.598	1.6591	4.8944						59.8621	5.4803	38.7277	
1.0324	0.4834	3.1981	17.2654	7.053	5.2863	3.3283						25.756	6.4776	33.9366	
0.02165	2.9539	1.1523	15.3969	8.3415	3.574	2.5914						21.2873	2.7145	38.3491	
1.3402	0.8436	1.4146	13.6051	14.702	4.1596	1.566						31.8102	6.3799	36.2011	
1.4352	0.6505	2.6519	7.7125	10.1195	3.7535	2.5842						16.4054	3.4505	37.2749	
1.6883	1.0223	1.0563	4.0354	12.8925	8.7026	4.7153						35.5042	3.1998	34.1514	
0.4077	2.9619	2.5953	11.3828	24.4231	3.4559	2.7785						65.261	3.2834	40.4253	
1.5806	3.7471	4.5261	9.2625	5.7076	2.5575	3.901						35.4521	4.1287	40.8475	
1.0115	2.8577	1.9772	23.2486	5.7481	10.9469	4.059						30.5156	4.2526	34.4383	
0.2957	2.4637	1.371	10.0783	7.6758	16.0396	2.3355						20.5619	1.7042	39.4391	
0.2682	3.0362	1.2177	7.2725	11.7441	1.8676	4.3189						59.6707	5.059	41.4544	
1.3213	0.6749	1.8702	7.2167	14.2998	16.8065	2.6272						53.368	3.2379	40.0173	
0.1032	0.8158	6.7599	9.5588	4.8392	3.905	3.1903						35.0086	1.1479	34.2912	
0.2739	1.9954	16.695	9.5349	8.8348	7.1218	2.5108						14.9797	7.201	35.6012	
0.9902	2.1834	10.3211	7.2095	12.0134	2.4649	1.954						37.4811	3.1117	38.0036	
1.2649	0.4409	10.1715	17.2078	9.5126	2.8347	1.6317						14.5703	7.6034	40.6871	
1.3485	1.6776	5.8844	17.567	16.3071	12.1974	0.2868						55.0559	1.7934	38.8248	
1.5299	1.3418	11.5247	23.1543	5.7301	4.8641	0.5519						18.8028	7	37.8871	
0.09196	0.6972	4.1238	9.8707	15.1797	23.4563	1.3491						38.4753	5.5049	37.5847	
0.2867	0.1759	15.4042	8.7401	12.0987	3.3718	1.0092						18.7735	3.713	36.6773	
