eso18mouse1d	eso18mouse1e	ear18mouse1d	ear18mouse1e	ear18mouse1f	paw18mouse1d	paw18mouse1e	paw18mouse1f	backkm2421mouse1	backkm2421mouse0	backkm2421mouse7	backkm2421mouse6	is18mouse1e	is18mouse1f	sca18mouse1e	sca18mouse1f
3.8033	1.2369	11.1578	8.8597	13.9021	1.4093	2.6028	3.7101	2731.25164	2261.572933	433.0996885	4233.797393	24.5991	3.0792	28.1287	4.2267
2.7522	0.2648	3.5085	6.1048	15.2106	4.5319	2.8504	6.5703	2599.376869	1227.739813	379.4555607	4053.299349	31.3908	1.4144	32.1887	4.0739
0.7529	0.1782	10.5981	8.664	17.0311	1.4253	2.1605	3.8992	2615.554441	1860.679773	751.2032473	3674.990146	53.3669	2.8124	31.0618	2.3794
0.6673	0.3741	14.76	6.5915	5.9985	6.1195	4.2469	3.3959	2649.020705	1779.538964	864.729275	1714.356143	19.3948	2.2794	29.1387	1.4012
0.8869	0.4469	2.1647	8.0272	1.1602	2.6424	3.9832	4.5227					33.7132	1.8498	26.6508	4.2493
0.4662	0.9847	12.9409	6.7336	12.7113	0.1958	3.2727	1.4798					25.585	0.437	27.2348	2.8618
1.3454	0.3422	18.9504	6.8907	8.2255	2.0953	2.5399	3.0668					50.2389	0.6848	28.5616	3.4774
0.3753	1.8778	7.1292	6.0712	1.0659	0.3638	1.5518	1.9653					60.8749	8.4829	25.4719	2.4383
1.1144	1.1969	11.4718	5.3231	0.6564	1.197	3.1767	1.6896					21.9967	2.4053	35.173	1.5641
0.1857	1.1043	19.3662	5.5751	4.7575	1.1508	4.2326	3.5592					23.2303	0.9216	28.9905	2.0631
0.783	0.7086	8.1018	4.6043	0.9522	2.3161	3.5837	2.9572					25.8439	7.5744	30.1769	2.841
3.2914	1.7674	3.4688	6.2138	20.6283	0.9518	2.4089	2.8992					15.5341	3.0564	23.5544	1.9957
0.33	0.5713	7.1648	5.5654	6.896	5.9581	4.3128	1.7516					40.4903	2.0055	29.4992	2.0403
1.3808	0.4954	14.8085	7.4766	4.5329	0.901	0.6287	1.904					18.0199	1.5302	29.8589	2.1141
2.5069	2.3118	14.1898	12.2883	20.1082	1.4817	2.0803	4.5511					26.4284	2.7562	26.6383	1.4168
3.2359	0.5151	2.9946	3.0665	20.2254	1.6427	2.0302	1.5898					14.4925	1.2982	23.4709	2.5918
0.2703	2.1599	9.8988	6.8657	2.249	1.7458	2.8791	4.1596					14.4897	5.2446	22.7247	3.8801
0.4535	1.3244	9.0505	13.3099	10.4246	1.6168	2.1356	2.7033					18.4813	1.2831	26.0136	1.7647
1.1727	3.1784	8.9668	6.6942	3.8724	1.8783	2.6263	3.4049					17.6841	1.6169	32.3601	2.0725
0.4494	0.6253	6.1169	11.2555	14.3444	0.5555	2.0147	1.7063					14.1066	1.0089	32.6308	1.4807
0.2326	1.1233	33.8629	7.0599	1.2112	0.3955	2.9369	3.8299					8.5865	1.0607	27.0892	2.1649
0.3678	0.6452	10.7127	5.1424	17.255	2.4855	4.1045	3.2772					13.4739	2.9765	25.1469	2.0684
0.9472	1.7417	12.4939	5.506	8.9631	1.4162	4.2813	2.0626					54.5208	2.111	29.9013	3.5582
0.2427	1.4889	5.407	9.7881	4.1157	1.8836	3.1432	2.0426					17.2668	2.858	25.7044	1.5046
0.108	2.6752	8.2214	11.417	14.4025	1.2287	4.6403	3.4744					13.4663	1.8341	31.4894	1.3847
0.154	0.7437	5.0078	3.1429	5.4863	4.1149	1.753	3.1491					28.9815	1.3955	25.2127	2.1747
2.5302	0.2248	3.6958	9.7676	14.2711	1.8902	2.3556	3.1836					31.5069	1.4218	25.5209	2.1175
1.0189	1.6306	25.1742	9.2863	19.5503	0.1138	1.8127	1.432					28.2454	4.0381	31.0863	2.6725
4.2697	0.3043	4.4896	6.3606	10.8522	5.7192	1.8101	3.2976					16.9956	1.0155	25.3254	1.2995
0.06754	1.2242	5.2924	10.8856	1.2496	1.2302	2.0912	1.4246					25.4883	1.2436	31.6007	1.9848
0.9809	2.2044	5.6271	6.9	33.656	1.3125	4.6275	4.4565					28.6047	2.3792	27.0694	1.8973
2.1923	0.1125	7.7646	3.385	13.5271	2.0343	1.8502	1.6156					26.1648	2.2986	36.1543	1.6962
0.3902	0.3456	9.7357	6.7662	10.6453	1.8368	1.7112	4.979					25.3712	1.5645	25.8425	1.9246
0.3698	1.5274	9.4849	5.6491	13.4573	1.093	2.5397	1.7956					14.8598	3.5554	27.3777	1.7941
1.0661	1.9579	5.808	9.3429	7.7328	0.4396	2.1169	5.2437					10.9615	1.0715	31.591	2.828
0.6744	2.0085	23.4344	14.9057	4.9256	0.1099	1.4207	2.8753					15.5042	4.2206	28.6011	4.2463
0.3033	0.6879	9.1948	7.378	18.9361	1.3088	1.7617	2.36					22.1846	1.8188	30.7563	3.8411
0.1998	1.6502	4.059	13.298	6.0435	1.1843	1.6221	2.9785					21.1047	1.3539	30.3587	3.7901
0.687	1.1969	16.5809	7.7948	25.42	1.0898	3.6786	2.499					13.7712	1.6235	35.629	2.1983
1.0116	0.5774	7.6832	6.4899	12.8871	3.3234	2.3755	5.253					15.2365	1.1608	29.2399	2.585
0.4905	0.7468	4.7743	16.477	10.2882	4.5394	1.6094	3.9581					21.7198	4.6112	30.5342	5.3655
0.6108	1.561	8.0226	12.2404	9.5272	0.5738	2.7716	4.6605					20.6777	1.1792	25.0311	2.1219
1.7537	0.2524	8.1915	14.9906	5.1341	3.8049	3.6423	3.521					27.4732	1.1547	32.2595	3.0317
0.7997	0.9391	16.4664	11.5665	3.7271	2.0605	2.2096	4.7623					16.417	1.4124	29.7667	2.2098
0.589	0.9961	6.3905	8.7696	8.2252	0.4665	2.4737	4.5249					14.0073	0.8454	24.9733	4.4324
1.1238	0.0419	12.3847	12.3004	11.112	1.8522	2.3209	3.0158					26.277	1.4237	28.6657	5.0049
0.9352	0.6639	4.3755	13.1434	4.8351	0.05237	2.7845	1.0554					24.3663	0.8223	29.3867	2.5841
0.1967	0.2462	10.1967	12.3745	7.6128	4.1947	2.3178	4.9441					16.6352	4.2237	29.5352	3.8262
0.01603	1.0257	19.9984	4.5355	9.3407	2.0824	2.774	3.2585					12.7318	1.0429	25.1719	4.3407
0.6624	0.5467	2.7783	8.5551	7.4692	2.081	0.9012	1.6049					16.5006	0.5123	32.4307	4.1639
2.2491	0.8138	22.3043	11.9421	8.7114	1.6943	1.4577	3.1239					12.7679	1.0897	41.419	3.4858
0.1807	1.9925	25.387	9.274	17.0765	1.1728	1.8474	3.1978					20.8001	1.6741	30.8846	2.4539
0.1541	3.8834	7.9004	5.5353	5.4354	1.9544	1.4226	2.062					15.6261	1.4045	26.5945	3.6401
1.425	1.8761	7.7756	6.5944	12.4336	0.07136	3.3369	2.548					17.976	2.2352	24.674	5.7207
0.9896	1.5532	4.6125	26.3533	4.5689	1.947	3.9915	3.9864					13.5635	2.3119	35.3465	3.7875
1.7208	0.4539	13.9143	9.0022	5.3745	1.1794	2.0804	1.7204					11.8007	3.1344	32.0504	3.8212
0.03784	1.0873	3.4468	10.5984	14.4723	1.1044	2.7794	2.6992					17.9276	2.7716	24.5046	3.2223
1.3966	0.2703	11.156	7.4445	10.1314	0.9369	0.2793	2.538					12.5719	3.1938	31.6743	4.9516
0.4067	1.1644	12.0293	6.0828	20.4964	4.7008	1.283	2.8754					15.177	0.8033	30.099	4.9406
0.4564	0.1181	6.7849	13.027	12.578	1.1625	3.3052	2.4168					12.9458	0.5257	25.8424	4.3087
1.3521	2.3479	5.0991	14.1341	12.6881	0.6378	2.3701	0.2099					22.08	2.4723	24.9665	2.096
0.881	1.1904	18.4465	14.0839	3.962	1.5891	1.242	3.1399					13.9092	1.4844	28.6746	5.2914
0.4027	0.1382	2.9944	13.6355	4.1849	1.6759	1.4268	1.187					19.6447	3.4433	30.0474	3.0449
0.675	0.5727	9.2225	10.4377	10.7276	2.2282	2.2243	2.8933					18.2756	2.3382	25.7481	3.0629
0.7109	0.06633	17.5933	12.5936	9.2824	0.0477	1.2941	7.6829					11.7287	4.8551	27.8458	1.8472
1.3798	0.3108	4.0465	5.4037	19.3766	2.3189	6.1274	5.382					26.547	9.6095	27.8456	2.8164
0.6968	0.2624	4.2166	10.5806	6.8892	2.9388	2.4499	1.7715					40.5971	0.8526	29.4609	2.713
0.05592	0.6628	12.3089	11.735	9.4587	2.8911	3.6104	3.2028					17.914	1.2156	32.8812	2.52
0.2245	0.5355	5.2211	9.3904	6.5547	0.9265	5.1295	2.3249					23.2492	1.4545	29.3613	4.1783
1.8146	0.09581	2.4154	10.3003	5.3515	0.7468	2.9795	5.3439					14.4679	3.6828	26.1873	3.6434
0.1642	0.351	4.2149	8.6046	7.5423	1.9791	0.527	3.0864					13.167	2.9133	24.7983	3.9042
0.2354	0.1966	11.3306	17.8078	12.4109	5.5198	2.8376	5.0035					9.8658	1.0922	22.1533	6.6033
1.1455	0.6079	4.8996	14.9571	22.1647	2.3486	3.9947	1.6638					24.017	6.5179	12.176	3.4489
0.8419	0.9292	3.3628	12.1239	7.8705	1.534	3.9661	1.9607					17.4852	2.923	13.4222	5.1715
1.3871	0.7905	4.8542	8.5866	23.4877	1.3949	3.2346	5.0279					50.726	3.2567	13.4527	2.1032
1.8457	0.9693	3.2685	19.6323	3.3278	0.9826	0.6928	4.7331					16.4096	1.2248	13.7493	4.3835
0.1126	0.6397	5.4181	9.5164	8.9273	0.05239	1.6336	0.1322					6.082	6.5607	13.3012	2.8996
1.1378	0.5095	4.396	11.9791	8.0825	1.0269	3.6484	0.8959					12.9046	11.0496	13.1363	3.5925
1.5113	0.6988	3.0013	15.737	3.5886	0.7982	3.4976	2.9804					29.6737	4.4732	13.6247	2.8932
0.5077	1.8889	3.6309	11.8576	18.4122	1.0278	1.425	0.1497					32.6834	3.555	15.7623	2.9261
0.3336	0.8104	4.213	14.831	2.173	2.4067	2.9527	0.9113					25.341	10.4204	13.0881	3.7982
1.0205	0.4724	4.8008	5.1865	5.6833	0.1831	3.3834	3.5626					8.0713	1.9045	13.5257	3.5284
1.0741	0.6058	6.9074	2.8743	4.3011	3.6588	1.681	1.2741					30.935	4.0567	12.2056	8.8803
0.1673	0.5684	5.7786	15.9025	12.7719	2.9275	1.8344	3.4621					11.3459	0.7384	13.1359	4.8161
2.0605	0.6246	4.218	3.3968	6.7202	1.8781	3.2726	3.4061					24.1241	2.7412	14.4979	3.8021
0.6189	0.2701	3.3601	28.686	5.6265	0.6937	2.04	3.8732					15.9904	4.358	13.5267	5.1385
0.6351	0.862	7.124	3.0369	7.7469	1.3069	4.5745	3.3006					25.0623	5.9869	13.9744	4.6803
0.07612	1.0231	3.3849	15.8739	5.1666	3.8297	2.913	6.3331					47.2836	5.5969	13.4555	7.8244
0.07612	0.9261	7.7636	12.0769	21.8167	2.3644	1.2324	0.9615					13.9014	6.7431	11.1642	3.3454
0.06541	1.3015	3.0366	8.1636	6.7502	0.03178	1.4148	4.474					24.5883	3.617	14.24	10.7592
0.668	0.3424	16.2798	4.3344	2.3763	3.1808	2.2016	1.383					30.0851	0.8225	13.4884	3.6019
0.2983	0.06351	5.3284	16.2955	12.5706	1.3306	1.4804	4.1463					9.9562	5.8952	14.2691	4.8345
3.7316	0.0232	5.1801	24.8668	6.5249	3.6206	7.9541	4.3882					30.0013	11.8692	13.9328	3.1407
0.07359	0.01069	5.4114	8.94	17.395	2.728	3.2156	2.0839					12.0025	11.1183	12.8467	7.0863
0.8089	0.3612	5.031	7.5123	4.7873	0.9113	1.6577	3.2891					38.9352	1.1681	13.3618	3.822
3.6786	0.08563	3.2656	14.718	10.0815	1.3882	1.8472	2.5202					8.7617	5.7135	13.516	2.7852
0.5817	0.2682	2.6596	10.4529	7.8118	2.2046	3.147	2.3606					12.7573	10.5294	14.2696	12.1412
0.2594	0.1451	10.1501	5.39	2.226	3.6092	4.2881	2.4626					26.9475	3.7557	13.7362	6.4133
0.3473	0.7374	3.7589	12.0092	4.0385	2.8078	1.3325	2.668					22.6585	1.0592	15.0971	4.5805
0.2559	0.4913	4.1561	6.9553	23.8202	0.6193	1.2669	3.0849					14.3498	9.8195	14.4757	3.6198
1.6411	0.7176	6.6242	4.0977	8.8342	3.7331	2.7361	1.3799					28.1945	4.5098	12.8676	3.3382
0.6252	0.5993	2.9999	5.3284	10.9831	0.0649	1.2024	1.8309					26.8434	0.6832	15.1068	4.4048
0.4896	0.2569	3.5585	6.3644	7.9113	2.3701	1.3556	1.9932					13.3455	4.5555	13.1212	4.9799
1.5123	0.2191	16.7427	15.3111	4.5444	0.05419	2.8261	4.3321					27.208	0.5814	15.3655	3.9934
2.2071	0.5052	12.6076	5.7045	12.8272	1.9989	1.5109	3.5791					32.0279	10.5659	12.3192	2.9646
3.7545	0.6544	4.1841	14.8221	11.8198	1.2488	1.081	3.4503					27.9605	5.1372	13.4486	3.4108
0.7069	0.4131	6.8825	5.0204	2.4448	4.5596	2.3098	4.1265					8.5584	4.5811	13.8213	6.2021
0.2181	0.2545	3.1011	6.0271	11.9094	1.5337	3.5869	4.4622					11.1858	7.801	14.9981	10.5883
0.3189	0.5062	4.1613	10.1364	7.9095	2.0402	3.9968	2.8827					24.5955	7.3205	14.901	3.404
2.0949	0.5656	3.1205	10.3715	1.9016	1.4107	2.0604	1.8373					22.8815	1.0473	14.9997	3.7775
1.1619	0.2195	7.4131	3.637	10.6885	0.6453	1.5454	4.4459					21.4964	4.1675	13.5151	3.393
0.3874	0.4005	6.317	12.4073	21.6037	3.272	2.9578	2.8439					24.7324	3.421	13.8786	4.721
3.2892	0.1238	4.8649	5.7077	4.9542	1.0751	6.4838	1.0608					10.7045	1.6016	16.6223	3.156
0.3395	0.2894	6.9211	15.9801	5.9064	3.0842	0.469	2.2088					11.6759	0.6192	14.5083	3.4151
1.3539	0.3617	6.4054	13.7522	1.6433	1.9439	1.9007	0.9223					15.0518	6.0177	15.1151	3.5586
0.8147	0.06832	3.816	12.3774	10.556	1.4248	1.7025	5.2836					19.6066	4.2925	16.0023	3.8938
1.5633	0.3163	6.3304	10.8036	3.96	3.9416	1.7622	2.9958					18.5892	5.6056	13.7598	5.1089
1.2878	0.1023	6.284	6.9971	13.9204	1.7337	2.4697	1.7852					19.4043	1.4075	14.6313	3.5008
2.1794	0.1609	5.1805	3.8665	24.0776	3.3133	5.6826	3.4715					15.2971	10.5303	15.2926	3.3648
3.9951	0.8251	0.7636	12.2313	17.2224	1.4145	2.2268	2.4745					25.1815	6.5539	13.4874	4.0204
0.2561	0.06756	9.4101	7.8118	0.7364	2.8348	1.5744	2.9588					16.7627	6.09	14.3358	2.7319
2.2234	0.02681	6.5672	12.293	22.2039	0.03496	5.5201	4.2838					12.9488	7.6458	14.91	4.3821
1.722	0.08144	3.0577	26.3783	12.4461	1.5422	4.6124	1.2908					32.7253	5.1896	14.7304	3.9448
0.1104	0.03085	14.9786	5.4072	15.613	1.771	3.7864	3.159					26.2503	1.7231	13.8495	5.1611
0.3577	0.03162	6.2547	12.5158	3.7551	3.262	3.5361	4.5901					21.4233	0.7686	15.3462	5.0275
0.6258	0.09556	6.5145	6.0072	4.4831	0.982	3.3627	2.0325					27.1465	8.6136	14.7218	3.4381
0.7046	0.2559	2.237	11.2363	7.0772	1.4079	2.0569	5.4718					31.6053	0.5208	14.6501	3.2584
0.3227	0.04052	4.1806	40.0678	8.3422	1.3266	9.8598	3.0694					20.8616	9.5116	14.8827	4.6475
1.6812	0.02082	7.6314	15.3251	9.568	1.3007	5.7349	1.53					26.2853	4.7263	13.3172	5.8832
1.0906	0.02309	6.3506	12.6963	6.5031	2.6266	0.9233	1.9671					11.9858	5.4047	14.0355	3.1815
0.3236	0.02222	5.378	12.3295	13.5529	1.1884	5.7966	2.1133					31.4119	13.8706	14.1732	6.5434
1.4164	0.1042	2.3465	5.1916	7.5921	2.7086	7.6644	0.3662					8.4745	2.8451	14.5691	4.4144
0.8149	0.05798	3.8915	6.7057	7.4713	1.3034	1.1774	1.5476					50.0594	9.1349	13.9514	7.3967
1.6948	0.0921	8.2836	10.5197	7.9089	1.7158	5.6014	6.6462					9.3229	17.7627	13.9121	3.9233
0.9766	0.2538	6.7788	7.7977	13.1552	1.4248	2.0475	4.2818					23.9261	1.6273	14.9279	3.1279
0.3009	0.3681	4.4456	17.7312	10.1335	5.0255	1.1684	3.2353					10.5339	10.1485	14.7679	3.8066
1.0226	0.3109	9.3627	4.6141	7.3977	1.6172	5.3683	3.7847					33.6248	1.7256	13.5618	7.6464
0.6825	0.3365	4.2119	10.9204	8.3248	2.559	2.5852	2.1307					40.3893	13.7137	14.548	2.8669
0.4761	0.2242	3.4928	4.9505	8.12	0.08788	1.9297	4.5648					38.3278	5.8096	13.3277	4.7344
0.3374	0.1516	2.2552	6.8831	5.2706	1.5322	2.4031	1.3062					29.6325	9.5046	15.0986	3.536
0.4601	0.05689	4.3531	9.4852	3.3338	1.3046	4.3591	5.3319					14.4848	4.1891	14.1065	3.7443
0.6369	0.3054	4.1542	9.4843	4.98	1.0074	1.2428	2.8248					10.3087	9.286	14.7743	3.4694
0.9115	0.2779	4.3467	5.4844	5.8491	1.1414	1.7047	9.3322					27.8863	1.3379	13.4262	5.2723
0.7839	0.2994	2.9269	10.1616	4.3605	1.4197	2.4444	4.093					29.212	1.4338	14.3014	11.0815
1.3118	0.3704	6.3279	5.0509	5.9608	2.8366	1.1598	3.3159					27.8128	10.3077	14.4772	4.7321
2.2366	0.7996	7.0501	1.9622	2.489	0.8768	1.6306	4.0576					12.3832	0.6511	13.9021	4.106
6.305	0.4292	3.1976	8.605	3.5609	1.2518	1.5645	5.2754					10.5675	10.0844	14.5003	4.1985
0.243	0.1234	2.5889	9.6255	4.6423	1.4379	3.2492	2.1795					31.8303	3.7761	16.7361	4.0601
0.9756	0.2318	6.0885	14.2317	3.492	1.5676	2.9116	3.2009					30.7019	1.6919	14.363	6.9345
0.2771	0.2956	5.5256	5.6252	3.711	0.49	4.811	1.2126					44.1533	3.5647	15.8736	4.2215
1.3455	0.1584	3.7691	14.6947	6.6493	1.2984	2.2304	6.1951					27.5336	13.8368	14.0182	2.4989
3.6145	0.497	5.7483	8.7192	7.7045	2.5797	2.7928	2.8977					38.5566	11.7741	13.2134	3.8857
0.7304	0.6333	3.7057	6.0107	46.3359	2.7529	1.7299	2.6002					38.8502	8.2153	12.7993	2.4878
3.5396	0.5236	4.6162	6.3039	3.0941	0.5232	4.6613	3.1634					20.4486	1.8211	15.6048	6.5391
1.6018	0.244	6.1396	8.9689	3.6797	0.4604	2.2877	3.1487					27.8384	3.2179	14.1135	4.5325
0.312	0.1088	11.2074	4.5652	4.5378	1.4772	2.6788	1.3646					16.165	2.3369	13.9564	7.0793
1.6474	0.1495	9.4141	15.0024	2.0314	0.8593	0.6949	2.2113					21.5867	10.7911	13.3908	4.0633
1.5827	0.2124	4.8537	8.8503	3.6166	4.1255	2.2389	3.3599					16.4696	2.9226	14.1875	5.9084
0.4417	0.2406	3.71	10.795	4.4631	0.1719	3.0507	0.3939					16.3098	5.6714	14.7081	3.4715
6.4797	0.2436	6.1612	8.7467	3.9294	1.9368	2.1115	0.569					18.7209	3.7191	13.2278	6.3265
1.8645	0.3088	5.8728	12.3793	3.6315	1.0212	0.9995	2.8436					34.5186	8.4599	14.6861	3.6725
0.6044	0.2468	4.7239	7.7362	10.9263	0.8794	1.3477	0.9291					15.4891	2.7746	14.5321	3.3006
2.7133	0.1818	5.6121	8.489	8.4148	0.3892	3.8251	2.0411					16.6045	1.8244	13.4966	4.3399
3.2254	0.4314	1.009	9.0604	12.4416	0.6312	3.1043	0.4693					18.6094	10.5156	14.9425	4.1488
1.723	1.4535	1.1822	7.67	4.4038	3.0633	3.9102	0.4067					22.7701	5.7626	13.2882	3.9061
0.5414	0.763	6.7775	4.4316	3.7883	0.7761	3.2708	2.9957					17.0374	9.2661	13.2986	2.3768
0.9993	1.4676	9.3797	9.7904	9.7058	0.09091	2.2406	0.4111					23.9096	9.9719	15.5629	3.8907
0.4232	2.0832	5.263	4.4211	7.9561	0.9082	3.7528	1.1515					32.5687	1.6926	23.0019	5.2611
0.7716	1.9846	4.5518	4.1626	4.1607	0.8004	3.2578	0.06431					40.6616	12.5603	23.74	2.0629
1.0112	0.5951	4.405	16.6089	16.3198	2.664	1.1514	1.8757					11.4042	2.5344	20.0782	1.533
0.4962	2.2501	4.511	20.0491	6.375	1.0232	1.1197	0.5664					36.1026	2.0577	22.4036	1.3295
2.543	0.798	6.9432	6.5193	14.0904	0.6788	1.9696	2.6704					19.6654	9.7835	23.6089	1.6587
1.3382	0.5285	4.1396	6.0672	12.3653	1.2558	1.2179	7.8595					13.9006	1.3902	20.3152	2.2259
0.4513	1.3286	1.4758	4.8839	6.0556	2.3616	2.2353	5.4078					66.1494	11.34	20.3834	0.7483
0.4882	0.6401	36.3084	9.9494	9.7706	2.7122	2.7016	3.5888					45.1561	10.1321	22.07	1.9073
2.5758	0.7223	5.8385	5.0848	4.731	2.6743	0.2547	5.0752					25.2227	6.392	22.6219	1.2634
0.3949	0.9529	3.9179	4.4942	15.3072	0.277	2.0657	3.1327					36.1778	11.1806	21.8105	1.4305
0.7083	0.7976	22.9219	8.9287	17.2201	2.3456	1.8106	1.0349					20.0088	7.4787	21.8616	5.5208
1.0571	1.313	3.6434	12.8434	4.6855	2.1958	0.8286	2.3444					16.242	8.3079	22.5689	1.9853
0.3177	0.4675	1.8423	6.8434	9.8759	1.3383	2.9076	3.3859					42.8892	8.6374	23.8377	2.2002
0.4376	0.06812	0.8535	5.5694	6.394	1.205	3.8207	2.1267					26.9542	8.7119	21.507	2.0995
0.3965	0.2559	15.2295	7.0049	11.6932	1.193	0.2292	1.7931					31.2455	10.7626	19.0775	1.4347
0.1785	0.2314	5.3362	7.5317	6.4314	0.02233	0.4856	3.5132					51.0876	8.5763	24.0595	2.2899
1.0955	0.1273	2.4983	5.7462	8.0245	0.9473	1.7946	1.6873					34.1395	7.5378	32.7532	2.2335
1.0955	0.3491	1.538	4.6553	7.4538	0.07759	1.316	3.8596					14.5204	6.4645	19.5657	1.6524
2.7717	0.0898	4.0712	6.239	16.5543	0.0729	0.5233	2.2382					50.7794	33.4114	23.2049	1.2653
1.5849	2.3659	2.1931	9.2253	9.0358	1.1759	5.3467	2.7822					11.2718	12.1032	21.3411	2.4185
0.1134	0.184	11.8851	10.1442	11.4036	1.487	2.1453	1.2271					26.5758	41.4933	24.7683	1.9642
0.5589	0.184	2.5713	6.6114	5.3616	0.06627	3.8	2.821					33.7806	15.5511	23.8547	2.6005
0.4222	0.725	10.06	9.4267	13.1689	0.9071	1.4356	3.3737					31.506	3.4391	23.5029	2.3638
0.5954	0.418	2.7268	5.8092	7.093	0.1454	3.0921	2.8094					11.7283	3.0416	25.847	1.8025
0.7372	1.0645	6.7106	6.5188	51.6016	1.2639	4.137	5.3195					29.5055	7.7778	21.2382	1.6905
0.716	1.4404	9.1819	19.6662	8.7717	1.26	2.7225	2.5395					36.2796	8.5289	21.9768	1.9642
0.4742	0.4741	5.3226	9.1287	6.5318	1.3975	2.1025	2.7403					37.0105	5.3171	21.8058	1.3226
0.4913	1.271	12.8321	6.2313	11.4038	2.5438	2.2479	2.1772					57.6015	34.157	22.1818	1.2836
4.4761	1.4127	2.1471	5.9673	5.5311	0.5558	1.3644	1.7858					60.7953	3.3487	26.0191	4.128
1.3312	3.2231	9.7359	5.2407	25.8599	0.05181	3.2175	1.7981					27.2203	6.3726	24.572	1.7866
0.5904	0.5772	18.8849	5.6389	6.9772	1.1645	2.1677	1.8078					24.2441	14.1558	23.3722	1.177
1.5371	1.5838	4.9577	4.115	14.308	0.9088	3.4931	0.8448					48.2735	5.7231	23.7694	3.274
1.2228	0.8607	1.8024	5.4267	12.1329	0.6674	2.3612	0.6324					25.7848	16.644	22.7313	1.8289
0.5555	0.8493	2.5758	6.8799	6.3825	1.297	2.5182	1.7681					30.1905	4.5703	26.6364	1.4912
1.8873	1.6269	5.5566	6.0724	5.4038	1.7929	2.4713	1.0126					35.036	21.5637	22.1187	1.5115
1.6335	1.5432	3.427	3.1615	4.8425	0.7409	2.611	1.975					54.9772	6.0185	20.8563	2.2745
1.1578	1.5803	6.9063	7.4009	16.7143	0.8627	4.3659	2.0009					30.4367	6.9155	20.8376	2.0625
1.8649	1.4933	5.3206	11.0651	13.1451	2.9294	1.6782	1.6886					16.8894	6.4221	24.5919	1.6714
0.22	1.8103	2.1476	8.0125	5.757	1.4532	4.2969	1.7575					42.0643	10.25	26.3102	3.0053
0.1965	0.9032	4.6473	8.5684	5.8401	1.3955	1.8891	1.237					53.6558	8.1444	23.6951	1.0129
0.3827	0.7307	1.7812	3.4666	6.111	2.9579	6.965	3.703					18.1927	2.2886	28.1612	4.8086
0.7131	2.8887	17.4459	6.2706	5.2999	4.1238	8.714	1.9733					35.9183	14.3252	22.5501	2.0609
0.1267	1.6439	7.0809	4.8195	7.5184	2.0111	1.2142	1.1807					56.0039	3.7687	25.6782	1.4472
0.4776	0.7251	5.2745	3.2466	7.7675	3.5112	3.7967	0.5848					30.5811	16.7593	21.7675	2.5257
0.3913	1.4598	5.2769	6.9507	11.5783	8.771	4.5	2.8517					47.8431	9.5235	21.4487	2.0495
0.2189	0.5884	6.4342	8.0646	7.1291	5.7684	2.0492	1.1087					38.5385	14.3958	21.0396	2.1635
0.7518	0.4815	4.3754	10.7833	5.621	2.0889	2.9869	0.1448					60.3514	3.9325	23.182	1.6632
0.9628	1.8127	3.1337	4.8865	6.9698	4.163	4.5753	0.3234					50.0461	14.3788	23.2607	3.7777
1.6879	1.3976	8.1522	12.7553	26.4871	1.9776	3.096	0.1374					16.1571	6.5311	27.5564	2.5066
0.8487	5.4521	6.2304	13.483	12.106	2.9664	3.8845	1.8496					32.7148	4.1075	21.8748	2.7028
2.6551	4.1941	1.7874	5.4837	5.9917	1.5195	3.8771	2.7612					29.7161	10.6751	20.2372	2.5468
1.4471	2.0158	6.4913	5.4145	6.4526	11.6588	0.9438	1.4543					56.7902	10.0346	20.0707	1.7572
0.7338	1.4886	10.2558	4.7626	1.9189	2.8788	1.9131	0.804					46.6354	5.5322	24.7534	3.7439
3.1286	1.4453	10.1984	8.754	27.6129	2.3456	2.0798	0.2911					42.9821	6.0133	19.2229	2.616
0.05411	0.9719	6.2926	7.8826	22.3147	4.2721	2.1139	1.1921					41.4364	8.9992	21.1762	2.6388
0.04643	1.2568	5.6803	13.2702	14.0938	1.9961	4.4856	3.0684					20.4645	1.2072	21.7909	1.6421
0.7643	1.588	5.5228	14.0714	13.6681	1.8707	6.1249	0.07475					70.8208	11.1628	21.9148	1.8218
0.679	1.2919	1.9515	11.2714	14.4267	1.0374	4.1891	2.6265					41.6393	6.8824	24.9226	2.2773
0.3291	0.7158	6.243	5.1043	3.1285	12.19	12.9259	1.7885					11.9452	14.4697	21.4943	2.6179
1.3982	1.3182	5.0503	10.7664	21.9519	4.087	6.0159	0.6124					20.5943	7.531	20.9777	2.9266
0.2185	0.3752	2.0893	8.9218	17.2679	12.5442	2.1402	3.1821					19.9216	13.4123	25.2341	2.6946
1.5859	1.9899	5.9954	8.4096	20.6464	10.8779	2.2186	0.247					8.245	21.1888	21.4244	2.6799
0.4528	1.14	4.5177	12.3444	18.6561	7.2757	5.2043	1.8349					6.8027	10.7607	24.4405	2.2443
1.0524	1.8074	6.8099	7.9388	4.4272	5.9045	3.6063	1.5928					14.5857	9.7178	23.5928	3.2099
1.4666	3.5568	5.8225	22.736	30.3333	2.6489	3.2144	2.702					11.6047	11.0835	23.1265	2.8088
1.0925	0.237	3.754	11.4908	22.6771	11.5088	2.246	1.2951					5.631	15.7801	21.8072	2.5058
