mouse6c	mouse6d	mouse1k
138.0135	72.3761	114.3854
131.2221	114.5759	131.0689
127.3575	108.904	78.9697
90.8984	121.1965	140.9733
128.0823	104.9419	114.2647
162.2921	69.7825	127.2592
124.6529	72.9854	93.4429
155.5757	114.1493	136.6815
128.9422	93.1499	80.5638
107.7972	99.2279	59.9496
61.1341	75.0145	133.4272
117.5669	85.7005	124.8495
158.7309	88.4582	134.6443
138.6115	41.8668	149.8737
134.222	102.3968	149.5695
123.6284	114.9109	114.0322
93.0172	106.1245	140.5494
123.4521	75.6428	141.6648
134.4703	81.9118	109.5859
124.9435	33.2437	108.4525
134.6098	56.1355	65.7192
150.122	80.1312	71.3393
117.3206	104.0989	126.0571
143.9859	126.8349	63.9567
103.4021	129.182	152.1174
147.6436	151.7059	57.1461
97.117	177.8201	116.2236
155.0616	54.9213	99.5096
136.5446	170.6713	78.2927
129.3179	107.3344	74.9373
103.7081	117.1464	114.7199
151.4757	162.7317	7.8855
144.5695	158.3561	66.0851
108.6192	117.7441	119.9246
12.9854	166.1452	64.6639
142.2916	98.9865	84.7526
102.1537	151.7464	120.6789
146.3915	162.0192	72.3199
127.4468	159.4896	143.3315
139.9004	158.5795	69.5368
140.4066	163.83	72.7355
135.9332	168.5826	123.0913
123.1083	158.8985	99.9922
134.329	162.9294	77.335
134.0724	97.6786	59.1127
138.2668	77.436	65.0694
122.9821	153.6749	56.2939
119.2437	125.0135	80.6707
145.6522	148.1347	129.739
120.9545	148.5816	59.9393
96.4492	166.6779	121.048
124.4801	164.4241	113.9636
115.8755	155.5448	79.5101
128.6886	161.5542	92.1112
112.7236	178.4783	124.0161
142.2353	143.5657	127.3911
11.0504	161.5348	64.4119
122.7538	137.2729	138.7561
124.3478	161.9753	133.8471
160.7638	155.6429	78.7696
138.0086	151.4958	63.0878
151.0671	135.0949	138.9505
66.3268	143.8287	127.8777
160.8376	163.5068	97.5185
125.588	161.6879	148.8699
134.737	110.5244	135.2565
130.9504	128.2336	118.6292
90.9549	146.7432	82.645
121.4699	34.5455	71.8909
94.7543	161.1909	77.1278
131.7007	135.9441	101.2125
124.9087	152.4205	90.6417
114.1111	165.5069	111.9625
125.6328	170.0789	52.9956
132.278	148.2963	69.0116
144.0028	120.0969	84.6083
82.058	89.0571	85.6389
134.2829	135.5852	140.8163
159.076	145.3387	71.0382
138.9332	163.4927	114.3095
155.0197	137.7676	27.825
138.806	156.7402	86.5728
110.4236	161.548	117.0782
